onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.01	0.5	3.009	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
5.514	0.5	6.09	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.576	probe	AX	s513	False
7.289	0.5	7.288	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
9.793	0.5	10.171	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.378	probe	AX	s513	False
11.296	0.5	11.295	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s513	False
13.8	0.5	14.335	2.452	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.535	probe	AY	s513	False
16.255	0.5	16.254	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s513	False
18.758	0.5	19.437	1.772	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.679	probe	AY	s513	False
20.533	0.5	20.532	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
23.037	0.5	23.501	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.464	probe	AX	s513	False
24.948	0.5	24.947	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
27.453	0.5	28.142	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.689	probe	AX	s513	False
29.363	0.5	29.362	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
31.867	0.5	32.312	2.588	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.445	probe	AX	s513	False
34.457	0.5	34.456	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s513	False
36.961	0.5	37.606	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.645	probe	AY	s513	False
38.463	0.5	38.462	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s513	False
40.968	0.5	41.556	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.588	probe	BY	s513	False
42.471	0.5	42.47	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s513	False
44.975	0.5	45.49	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.515	probe	BY	s513	False
46.478	0.5	46.477	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
48.981	0.5	49.656	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.675	probe	AX	s513	False
50.62	0.5	50.619	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s513	False
53.125	0.5	53.715	2.044	BX	0.0	71.0	dot_pattern_expectancy	89.0	0.59	probe	BX	s513	False
55.172	0.5	55.171	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
57.676	0.5	58.246	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.57	probe	AX	s513	False
59.45	0.5	59.449	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s513	False
61.953	0.5	62.235	2.588	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.282	probe	BX	s513	False
64.543	0.5	64.542	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s513	False
67.047	0.5	67.69	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.643	probe	AY	s513	False
68.55	0.5	68.549	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
71.055	0.5	71.56	2.452	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.505	probe	AX	s513	False
73.51	0.5	73.509	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s513	False
76.015	0.5	76.966	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.951	probe	BY	s513	False
77.653	0.5	77.652	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
80.156	0.5	80.629	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.473	probe	AX	s513	False
81.795	0.5	81.794	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
84.299	0.5	85.147	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.848	probe	AX	s513	False
85.802	0.5	85.801	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s513	False
88.307	0.5	88.78	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.473	probe	BY	s513	False
89.946	0.5	89.945	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
92.45	0.5	93.0	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.55	probe	AX	s513	False
93.954	0.5	93.953	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s513	False
96.458	0.5	97.121	2.18	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.663	probe	AY	s513	False
98.641	0.5	98.64	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
101.148	0.5	101.655	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.507	probe	AX	s513	False
102.651	0.5	102.65	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
105.156	0.5	105.676	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.52	probe	AX	s513	False
107.067	0.5	107.066	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s513	False
109.572	0.5	109.911	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.339	probe	BY	s513	False
111.211	0.5	111.21	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s513	False
113.716	0.5	114.151	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.435	probe	BY	s513	False
115.355	0.5	115.354	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
117.86	0.5	118.245	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.385	probe	AX	s513	False
119.499	0.5	119.498	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
122.003	0.5	122.783	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.78	probe	AX	s513	False
123.505	0.5	123.504	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s513	False
126.009	0.5	126.617	2.044	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.608	probe	BY	s513	False
128.055	0.5	128.054	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s513	False
130.56	0.5	131.468	2.18	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.908	probe	AY	s513	False
132.743	0.5	132.742	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s513	False
135.247	0.5	136.03	1.636	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.783	probe	AY	s513	False
136.887	0.5	136.886	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s513	False
139.391	0.5	140.141	1.772	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.75	probe	AY	s513	False
141.166	0.5	141.165	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s513	False
143.67	0.5	144.078	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.408	probe	BY	s513	False
145.173	0.5	145.172	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s513	False
147.677	0.5	148.181	1.908	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.504	probe	BX	s513	False
149.586	0.5	149.585	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
152.09	0.5	152.449	2.044	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.359	probe	AX	s513	False
154.137	0.5	154.136	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
156.641	0.5	157.027	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.386	probe	AX	s513	False
158.28	0.5	158.279	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
160.784	0.5	161.164	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.38	probe	AX	s513	False
162.558	0.5	162.557	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
165.063	0.5	165.352	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.289	probe	AX	s513	False
166.701	0.5	166.7	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s513	False
169.205	0.5	169.521	1.772	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.316	probe	BX	s513	False
170.98	0.5	170.979	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
173.485	0.5	174.062	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.577	probe	AX	s513	False
185.495	0.5	185.494	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s513	False
187.998	0.5	188.61	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.612	probe	BY	s513	False
189.636	0.5	189.635	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s513	False
192.14	0.5	192.911	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.771	probe	AY	s513	False
193.641	0.5	193.64	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s513	False
196.145	0.5	196.658	2.044	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.513	probe	AX	s513	False
198.191	0.5	198.19	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s513	False
