onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.009	8.5	4.636	0.5	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	3.627	brief	Q17	s596	False
11.375	8.5	11.374		survey_medley	reverse	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82		upps	Q32	s596	False
21.061	8.5	24.364	1.0	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	3.303	brief	Q09	s596	False
31.222	8.5	35.66	0.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	4.438	grit	Q01	s596	False
40.429	8.5	43.549	1.0	survey_medley	reverse	There are only limited possibilities in my future.	66,89,71,82,77	3.12	future_time	Q30	s596	False
51.608	8.5	56.686	0.75	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	5.078	brief	Q14	s596	False
60.884	8.5	66.608	0.75	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	5.724	grit	Q06	s596	False
70.498	8.5	73.997	0.75	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	3.499	future_time	Q27	s596	False
79.571	8.5	82.282	0.75	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	2.711	brief	Q16	s596	False
88.577	8.5	93.604	0.3333333333333333	survey_medley	reverse	I tend to act without thinking when I am really excited.	66,89,71,82	5.027	upps	Q37	s596	False
102.885	8.5	106.268	0.5	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	3.383	grit	Q07	s596	False
111.955	8.5	119.382	0.5	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	7.427	grit	Q05	s596	False
122.251	8.5	126.678	0.0	survey_medley	reverse	As I get older, I begin to experience time as limited.	66,89,71,82,77	4.427	future_time	Q31	s596	False
134.043	8.5	136.222	1.0	survey_medley	forward	My future is filled with possibilities.	66,89,71,82,77	2.179	future_time	Q24	s596	False
143.252	8.5	146.09	0.5	survey_medley	forward	My future seems infinite to me.	66,89,71,82,77	2.838	future_time	Q26	s596	False
152.729	8.5	157.362	0.5	survey_medley	reverse	I wish I had more self-discipline.	66,89,71,82,77	4.633	brief	Q15	s596	False
162.686	8.5	165.179	0.5	survey_medley	forward	Most of my life lies ahead of me.	66,89,71,82,77	2.493	future_time	Q25	s596	False
174.548	8.5	178.856	0.25	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	4.308	future_time	Q28	s596	False
183.754	8.5	186.56	0.75	survey_medley	forward	I am able to work effectively toward long-term goals.	66,89,71,82,77	2.806	brief	Q19	s596	False
195.273	8.5	198.716	0.75	survey_medley	reverse	I say inappropriate things.	66,89,71,82,77	3.443	brief	Q12	s596	False
204.277	8.5	207.185	0.75	survey_medley	forward	Many opportunities await me in the future.	66,89,71,82,77	2.908	future_time	Q22	s596	False
213.416	8.5	215.154	1.0	survey_medley	reverse	I am lazy.	66,89,71,82,77	1.738	brief	Q11	s596	False
