onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stopped	trial_id	trial_type	worker_id	junk
3.01	0.85	0.4	2.522	1.0	71.0	stop_signal	71.0	False	0.674	False	stim	go	s556	False
5.534	0.85	0.4	2.25	1.0	89.0	stop_signal	89.0	False	0.555	False	stim	go	s556	False
7.787	0.85	0.4	2.25	1.0	89.0	stop_signal	89.0	False	0.596	False	stim	stop_failure	s556	False
10.04	0.85	0.35	2.25	1.0	89.0	stop_signal	89.0	False	0.779	False	stim	go	s556	False
12.291	0.85	0.35	2.25	1.0	89.0	stop_signal	89.0	False	0.712	False	stim	go	s556	False
14.542	0.85	0.35	2.386	1.0	89.0	stop_signal	89.0	False	0.82	False	stim	go	s556	False
16.931	0.85	0.35	2.25	1.0	71.0	stop_signal	71.0	False	0.778	False	stim	go	s556	False
19.183	0.85	0.35	2.25	1.0	71.0	stop_signal	-1.0	False	n/a	True	stim	stop_success	s556	False
21.436	0.85	0.4	2.25	1.0	71.0	stop_signal	71.0	False	0.747	False	stim	go	s556	False
23.687	0.85	0.4	2.25	1.0	71.0	stop_signal	-1.0	False	n/a	True	stim	stop_success	s556	False
25.939	0.85	0.45	2.522	1.0	89.0	stop_signal	-1.0	False	n/a	True	stim	stop_success	s556	False
28.464	0.85	0.5	2.386	1.0	89.0	stop_signal	89.0	False	0.613	False	stim	go	s556	False
30.851	0.85	0.5	2.522	1.0	71.0	stop_signal	71.0	False	0.929	False	stim	go	s556	False
33.376	0.85	0.5	2.25	1.0	71.0	stop_signal	-1.0	False	n/a	True	stim	stop_success	s556	False
35.629	0.85	0.55	2.386	1.0	71.0	stop_signal	71.0	False	0.778	False	stim	go	s556	False
38.017	0.85	0.55	2.386	1.0	71.0	stop_signal	71.0	False	0.895	False	stim	go	s556	False
40.405	0.85	0.55	2.25	1.0	89.0	stop_signal	89.0	False	0.866	False	stim	go	s556	False
42.657	0.85	0.55	2.386	1.0	89.0	stop_signal	89.0	False	0.896	False	stim	go	s556	False
45.045	0.85	0.55	2.386	1.0	71.0	stop_signal	71.0	False	1.05	False	stim	go	s556	False
47.433	0.85	0.55	2.386	1.0	71.0	stop_signal	-1.0	False	n/a	True	stim	stop_success	s556	False
49.822	0.85	0.6	2.658	1.0	71.0	stop_signal	71.0	False	0.836	False	stim	go	s556	False
52.482	0.85	0.6	2.522	1.0	71.0	stop_signal	71.0	False	0.809	False	stim	go	s556	False
55.007	0.85	0.6	2.25	1.0	71.0	stop_signal	-1.0	False	n/a	True	stim	stop_success	s556	False
57.259	0.85	0.65	2.93	1.0	89.0	stop_signal	89.0	False	0.845	False	stim	stop_failure	s556	False
60.191	0.85	0.6	2.25	1.0	71.0	stop_signal	71.0	False	0.883	False	stim	go	s556	False
62.443	0.85	0.6	2.522	1.0	71.0	stop_signal	71.0	False	1.003	False	stim	go	s556	False
64.968	0.85	0.6	2.25	1.0	71.0	stop_signal	-1.0	False	n/a	True	stim	stop_success	s556	False
67.22	0.85	0.65	2.25	1.0	89.0	stop_signal	89.0	False	0.816	False	stim	go	s556	False
69.473	0.85	0.65	2.25	1.0	89.0	stop_signal	89.0	False	1.099	False	stim	go	s556	False
71.725	0.85	0.65	2.25	1.0	89.0	stop_signal	89.0	False	1.128	False	stim	go	s556	False
73.978	0.85	0.65	2.522	1.0	89.0	stop_signal	89.0	False	1.016	False	stim	go	s556	False
76.503	0.85	0.65	3.066	1.0	71.0	stop_signal	-1.0	False	n/a	True	stim	stop_success	s556	False
79.571	0.85	0.7	2.25	1.0	89.0	stop_signal	89.0	False	0.847	False	stim	stop_failure	s556	False
81.824	0.85	0.65	2.386	1.0	89.0	stop_signal	89.0	False	0.859	False	stim	go	s556	False
84.213	0.85	0.65	2.386	1.0	89.0	stop_signal	-1.0	False	n/a	True	stim	stop_success	s556	False
86.601	0.85	0.7	2.522	1.0	89.0	stop_signal	89.0	False	0.977	False	stim	go	s556	False
89.125	0.85	0.7	2.386	1.0	71.0	stop_signal	71.0	False	1.529	False	stim	go	s556	False
91.512	0.85	0.7	2.386	1.0	89.0	stop_signal	89.0	False	1.004	False	stim	go	s556	False
93.9	0.85	0.7	2.794	1.0	89.0	stop_signal	-1.0	False	n/a	True	stim	stop_success	s556	False
96.697	0.85	0.75	2.386	1.0	89.0	stop_signal	89.0	False	1.063	False	stim	go	s556	False
99.085	0.85	0.75	2.25	1.0	89.0	stop_signal	-1.0	False	n/a	True	stim	stop_success	s556	False
111.845	0.85	0.8	2.522	1.0	89.0	stop_signal	89.0	False	0.891	False	stim	stop_failure	s556	False
114.37	0.85	0.75	2.386	1.0	71.0	stop_signal	-1.0	False	n/a	True	stim	stop_success	s556	False
116.758	0.85	0.8	2.386	1.0	71.0	stop_signal	71.0	False	1.187	False	stim	go	s556	False
