onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.012	0.5	3.011	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
5.518	0.5	6.092	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.574	probe	AX	s612	False
7.292	0.5	7.291	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
9.801	0.5	10.311	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.51	probe	AX	s612	False
11.303	0.5	11.302	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s612	False
13.81	0.5	14.555	2.452	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.745	probe	AY	s612	False
16.263	0.5	16.262	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s612	False
18.773	0.5	19.535	1.772	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.762	probe	AY	s612	False
20.55	0.5	20.549	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
23.059	0.5	23.756	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.697	probe	AX	s612	False
24.968	0.5	24.967	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
27.474	0.5	28.063	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.589	probe	AX	s612	False
29.384	0.5	29.383	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
31.892	0.5	32.372	2.588	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.48	probe	AX	s612	False
34.483	0.5	34.482	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s612	False
36.991	0.5	37.712	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.721	probe	AY	s612	False
38.493	0.5	38.492	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s612	False
41.002	0.5	41.528	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.526	probe	BY	s612	False
42.505	0.5	42.504	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s612	False
45.014	0.5	45.571	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.557	probe	BY	s612	False
46.521	0.5	46.52	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
49.027	0.5	49.706	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.679	probe	AX	s612	False
50.665	0.5	50.664	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s612	False
53.174	0.5	53.489	2.044	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.315	probe	BX	s612	False
55.22	0.5	55.219	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
57.729	0.5	58.209	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.48	probe	AX	s612	False
59.503	0.5	59.502	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s612	False
62.011	0.5	62.485	2.588	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.474	probe	BX	s612	False
64.602	0.5	64.601	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s612	False
67.111	0.5	67.9	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.789	probe	AY	s612	False
68.612	0.5	68.611	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
71.119	0.5	71.595	2.452	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.476	probe	AX	s612	False
73.578	0.5	73.577	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s612	False
76.084	0.5	76.489	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.405	probe	BY	s612	False
77.722	0.5	77.721	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
80.229	0.5	80.672	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.443	probe	AX	s612	False
81.866	0.5	81.865	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
84.376	0.5	84.99	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.614	probe	AX	s612	False
85.877	0.5	85.876	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s612	False
88.384	0.5	88.783	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.399	probe	BY	s612	False
90.021	0.5	90.02	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
92.531	0.5	93.032	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.501	probe	AX	s612	False
94.033	0.5	94.032	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s612	False
96.539	0.5	97.202	2.18	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.663	probe	AY	s612	False
98.72	0.5	98.719	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
101.23	0.5	101.628	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.398	probe	AX	s612	False
102.731	0.5	102.73	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
105.243	0.5	105.783	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.54	probe	AX	s612	False
107.153	0.5	107.152	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s612	False
109.659	0.5	109.992	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.333	probe	BY	s612	False
111.297	0.5	111.296	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s612	False
113.803	0.5	114.197	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.394	probe	BY	s612	False
115.441	0.5	115.44	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
117.948	0.5	118.504	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.556	probe	AX	s612	False
119.59	0.5	119.589	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
122.1	0.5	122.54	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.44	probe	AX	s612	False
123.601	0.5	123.6	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s612	False
126.111	0.5	126.472	2.044	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.361	probe	BY	s612	False
128.156	0.5	128.155	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s612	False
130.664	0.5	131.424	2.18	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.76	probe	AY	s612	False
132.85	0.5	132.849	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s612	False
135.356	0.5	136.043	1.636	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.687	probe	AY	s612	False
136.994	0.5	136.993	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s612	False
139.502	0.5	140.181	1.772	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.679	probe	AY	s612	False
141.276	0.5	141.275	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s612	False
143.781	0.5	144.445	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.664	probe	BY	s612	False
145.285	0.5	145.284	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s612	False
147.789	0.5	148.23	1.908	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.441	probe	BX	s612	False
149.698	0.5	149.697	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
152.208	0.5	152.714	2.044	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.506	probe	AX	s612	False
154.253	0.5	154.252	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
156.763	0.5	157.339	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.576	probe	AX	s612	False
158.402	0.5	158.401	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
160.908	0.5	161.567	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.659	probe	AX	s612	False
162.686	0.5	162.685	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
165.192	0.5	165.704	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.512	probe	AX	s612	False
166.83	0.5	166.829	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s612	False
169.334	0.5	169.702	1.772	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.368	probe	BX	s612	False
171.107	0.5	171.106	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
173.616	0.5	174.011	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.395	probe	AX	s612	False
185.627	0.5	185.626	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s612	False
188.132	0.5	188.565	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.433	probe	BY	s612	False
189.769	0.5	189.768	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s612	False
192.276	0.5	192.98	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.704	probe	AY	s612	False
193.78	0.5	193.779	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
196.288	0.5	196.756	2.044	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.468	probe	AX	s612	False
198.335	0.5	198.334	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s612	False
200.842	0.5	201.291	1.772	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.449	probe	BY	s612	False
202.618	0.5	202.617	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s612	False
205.125	0.5	205.709	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.584	probe	BX	s612	False
206.762	0.5	206.761	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
209.269	0.5	209.969	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.7	probe	AX	s612	False
210.907	0.5	210.906	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
213.413	0.5	213.837	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.424	probe	AX	s612	False
214.917	0.5	214.916	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s612	False
217.427	0.5	218.0	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.573	probe	AX	s612	False
