onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.007	8.5	8.231	3.0	survey_medley	reverse	66,89,71,82,77	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	7.224	grit	Q06	s645	False
12.322	8.5	17.437	4.0	survey_medley	reverse	66,89,71,82,77	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	5.115	grit	Q01	s645	False
21.935	8.5	26.737	5.0	survey_medley	reverse	66,89,71,82,77	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	4.802	brief	Q13	s645	False
31.142	8.5	35.313	4.0	survey_medley	forward	66,89,71,82,77	I am good at resisting temptation.	66,89,71,82,77	4.171	brief	Q09	s645	False
40.689	8.5	44.538	4.0	survey_medley	reverse	66,89,71,82,77	I often act without thinking through all the alternatives.	66,89,71,82,77	3.849	brief	Q21	s645	False
50.167	8.5	52.696	4.0	survey_medley	forward	66,89,71,82,77	I am a hard worker.	66,89,71,82,77	2.529	grit	Q04	s645	False
59.374	8.5	61.992	5.0	survey_medley	forward	66,89,71,82,77	There is plenty of time left in my life to make new plans.	66,89,71,82,77	2.618	future_time	Q28	s645	False
69.464	8.5	72.861	1.0	survey_medley	forward	66,89,71,82,77	I have the sense that time is running out.	66,89,71,82,77	3.397	future_time	Q29	s645	False
80.371	8.5	86.355	4.0	survey_medley	reverse	66,89,71,82,77	I have a hard time breaking bad habits.	66,89,71,82,77	5.984	brief	Q10	s645	False
90.257	8.5	93.822	2.0	survey_medley	forward	66,89	Do you sometimes like doing things that are a bit frightening?	66,89,71,82,77	3.565	impulsive_venture	Q39	s645	False
99.396	8.5	103.056	4.0	survey_medley	forward	66,89,71,82,77	I finish whatever I begin.	66,89,71,82,77	3.66	grit	Q07	s645	False
109.758	8.5	115.738	2.0	survey_medley	forward	66,89,71,82,77	Setbacks don't discourage me.	66,89,71,82,77	5.98	grit	Q02	s645	False
119.441	8.5	123.865	3.0	survey_medley	forward	66,89,71,82,77	People would say that I have iron self-discipline.	66,89,71,82,77	4.424	brief	Q16	s645	False
129.599	8.5	136.824	1.0	survey_medley	forward	66,89,71,82	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82,77	7.225	upps	Q36	s645	False
138.804	8.5	142.592	4.0	survey_medley	forward	66,89,71,82,77	I am able to work effectively toward long-term goals.	66,89,71,82,77	3.788	brief	Q19	s645	False
149.983	8.5	154.18	5.0	survey_medley	reverse	66,89,71,82,77	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	4.197	brief	Q20	s645	False
