onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.013	0.5	3.012	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s621	False
5.519	0.5	6.109	1.636	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.59	probe	AY	s621	False
7.159	0.5	7.158	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
9.664	0.5	10.117	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.453	probe	AX	s621	False
11.301	0.5	11.3	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
13.805	0.5	14.279	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.474	probe	AX	s621	False
15.307	0.5	15.306	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
17.816	0.5	18.24	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.424	probe	AX	s621	False
19.317	0.5	19.316	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
21.824	0.5	22.337	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.513	probe	AX	s621	False
23.734	0.5	23.733	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s621	False
26.24	0.5	26.706	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.466	probe	BX	s621	False
27.878	0.5	27.877	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
30.387	0.5	30.9	2.044	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.513	probe	AX	s621	False
32.437	0.5	32.436	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
34.946	0.5	35.398	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.452	probe	AX	s621	False
36.723	0.5	36.722	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
39.23	0.5	39.68	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.45	probe	AX	s621	False
40.732	0.5	40.731	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
43.238	0.5	43.712	2.18	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.474	probe	AX	s621	False
45.424	0.5	45.423	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
47.929	0.5	48.378	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.449	probe	AX	s621	False
49.433	0.5	49.432	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s621	False
51.94	0.5	52.362	3.676	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.422	probe	BX	s621	False
55.621	0.5	55.62	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s621	False
58.124	0.5	58.405	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.281	probe	BY	s621	False
59.762	0.5	59.761	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s621	False
62.268	0.5	62.587	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.319	probe	BY	s621	False
63.906	0.5	63.905	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s621	False
66.415	0.5	66.789	1.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.374	probe	BX	s621	False
67.917	0.5	67.916	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
70.423	0.5	70.829	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.406	probe	AX	s621	False
72.338	0.5	72.337	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
74.845	0.5	75.403	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.558	probe	AX	s621	False
76.482	0.5	76.481	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s621	False
78.992	0.5	79.372	1.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.38	probe	BX	s621	False
80.493	0.5	80.492	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
83.002	0.5	83.001	1.908	AX	0.0	89.0	dot_pattern_expectancy	-1.0	n/a	probe	AX	s621	False
84.915	0.5	84.914	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s621	False
87.422	0.5	87.703	2.18	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.281	probe	BY	s621	False
89.608	0.5	89.607	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
92.115	0.5	92.484	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.369	probe	AX	s621	False
93.891	0.5	93.89	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
96.4	0.5	96.73	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.33	probe	AX	s621	False
97.902	0.5	97.901	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s621	False
