onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.016	0.5	3.015	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s641	False
5.527	0.5	5.981	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.454	probe	BY	s641	False
7.169	0.5	7.168	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s641	False
9.68	0.5	10.354	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.674	probe	AY	s641	False
11.185	0.5	11.184	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s641	False
13.697	0.5	14.091	2.044	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.394	probe	AX	s641	False
15.747	0.5	15.746	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s641	False
18.259	0.5	18.519	1.772	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.26	probe	BY	s641	False
20.037	0.5	20.036	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s641	False
22.545	0.5	22.784	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.239	probe	BX	s641	False
24.187	0.5	24.186	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s641	False
26.696	0.5	27.066	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.37	probe	AX	s641	False
28.337	0.5	28.336	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s641	False
30.848	0.5	31.249	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.401	probe	AX	s641	False
32.355	0.5	32.354	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s641	False
34.865	0.5	35.283	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.418	probe	AX	s641	False
36.37	0.5	36.369	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s641	False
38.882	0.5	39.299	2.044	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.417	probe	AY	s641	False
40.932	0.5	40.931	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s641	False
43.443	0.5	43.825	2.452	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.382	probe	AX	s641	False
