onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.013	9.392	12.405	-0.7377674847502431	draw_card	9.392	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-3.924299610074442	9.392	n/a	stim	poldrack-single-stim	s616	False	1
12.408	13.503	25.911	-3.471100818083576	draw_card	13.503	columbia_card_task_fmri	12.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	-1.6848589792973954	13.503	2.0	stim	poldrack-single-stim	s616	False	0
26.665	1.5	25.914	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s616	False	0
28.235	11.705	39.94	0.0955658485830908	draw_card	11.705	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	-1.316663296008187	11.705	n/a	stim	poldrack-single-stim	s616	False	1
39.941	11.555	51.496	-2.871100818083576	draw_card	11.555	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	1.1141070691068649	11.555	n/a	stim	poldrack-single-stim	s616	False	1
51.497	6.961	58.458	-7.321100818083577	draw_card	6.961	columbia_card_task_fmri	14.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	4.051314047129054	6.961	n/a	stim	poldrack-single-stim	s616	False	1
58.459	1.189	59.648	-14.737767484750243	end_round	1.189	columbia_card_task_fmri	14.0	0.6666666666666667	71.0	-75.0	0.3333333333333333	6.0	4.0	1.0	7.467274574777896	1.189	3.0	stim	poldrack-single-stim	s616	False	1
60.404	1.5	59.653	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s616	False	0
61.973	7.68	69.653	1.7622325152497569	draw_card	7.68	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-2.806763555070262	7.68	n/a	stim	poldrack-single-stim	s616	False	1
69.654	8.051	77.705	-1.071100818083577	draw_card	8.051	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	-0.4853229425820018	8.051	n/a	stim	poldrack-single-stim	s616	False	1
77.706	5.989	83.695	-5.321100818083577	draw_card	5.989	columbia_card_task_fmri	15.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	2.319789813501856	5.989	n/a	stim	poldrack-single-stim	s616	False	1
83.696	4.427	88.123	-12.404434151416908	end_round	4.427	columbia_card_task_fmri	15.0	0.6666666666666667	71.0	-70.0	0.3333333333333333	6.0	4.0	1.0	5.582140215152975	4.427	3.0	stim	poldrack-single-stim	s616	False	1
88.877	1.5	88.126	n/a	-1.0	2.862	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s616	False	0
