onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.018	7.725	10.743	0.038380802609526	draw_card	7.725	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-3.411889771022164	7.725	1.0	stim	poldrack-single-stim	s644	False	0
11.5	1.5	10.749	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s644	False	0
13.206	5.95	19.156	0.87171413594286	draw_card	5.95	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	-0.8068768859993156	5.95	n/a	stim	poldrack-single-stim	s644	False	1
19.158	0.976	20.134	-2.094952530723807	draw_card	0.976	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	1.6217935249321371	0.976	n/a	stim	poldrack-single-stim	s644	False	1
20.135	0.965	21.1	-6.544952530723808	draw_card	0.965	columbia_card_task_fmri	14.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	4.556815983307786	0.965	n/a	stim	poldrack-single-stim	s644	False	1
21.101	1.447	22.548	-13.961619197390474	end_round	1.447	columbia_card_task_fmri	14.0	0.6666666666666667	71.0	-75.0	0.3333333333333333	6.0	4.0	1.0	7.97062018092533	1.447	3.0	stim	poldrack-single-stim	s644	False	1
23.304	1.5	22.553	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s644	False	0
25.013	3.127	28.14	2.538380802609526	draw_card	3.127	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-2.295530803920453	3.127	n/a	stim	poldrack-single-stim	s644	False	1
28.141	0.554	28.695	-0.2949525307238079	draw_card	0.554	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	0.0237115399451184	0.554	n/a	stim	poldrack-single-stim	s644	False	1
28.697	0.609	29.306	-4.544952530723808	draw_card	0.609	columbia_card_task_fmri	15.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	2.8265374296596804	0.609	3.0	stim	poldrack-single-stim	s644	False	0
30.062	1.5	29.311	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s644	False	0
31.836	2.503	34.339	3.37171413594286	draw_card	2.503	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	0.3097307707630889	2.503	n/a	stim	poldrack-single-stim	s644	False	1
