onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stop_response	stopped	trial_id	trial_type	worker_id	junk
3.005	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.645	89.0	False	stim	noncrit_signal	s519	False
5.257	0.85	0.35	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.527	89.0	False	stim	crit_go	s519	False
7.509	0.85	0.35	2.85	1.0	89.0	motor_selective_stop_signal	89.0	False	0.538	89.0	False	stim	crit_stop_failure	s519	False
10.361	0.85	0.3	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.615	89.0	False	stim	crit_go	s519	False
12.712	0.85	0.3	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.629	89.0	False	stim	noncrit_nosignal	s519	False
14.965	0.85	0.3	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.483	89.0	False	stim	crit_stop_failure	s519	False
17.216	0.85	0.25	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.563	89.0	False	stim	crit_go	s519	False
19.468	0.85	0.25	2.35	1.0	71.0	motor_selective_stop_signal	71.0	False	0.64	89.0	False	stim	noncrit_nosignal	s519	False
21.819	0.85	0.25	2.65	1.0	89.0	motor_selective_stop_signal	89.0	False	0.547	89.0	False	stim	crit_go	s519	False
24.471	0.85	0.25	2.75	1.0	89.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	crit_stop_success	s519	False
27.223	0.85	0.3	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.514	89.0	False	stim	crit_go	s519	False
29.474	0.85	0.3	2.75	1.0	89.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	crit_stop_success	s519	False
32.226	0.85	0.35	2.25	0.0	71.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	noncrit_signal	s519	False
34.478	0.85	0.35	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.564	89.0	False	stim	crit_go	s519	False
36.829	0.85	0.35	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.458	89.0	False	stim	crit_go	s519	False
39.181	0.85	0.35	2.55	1.0	71.0	motor_selective_stop_signal	71.0	False	0.527	89.0	False	stim	noncrit_nosignal	s519	False
41.733	0.85	0.35	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.548	89.0	False	stim	crit_go	s519	False
43.984	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.552	89.0	False	stim	noncrit_signal	s519	False
46.237	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.603	89.0	False	stim	noncrit_nosignal	s519	False
48.488	0.85	0.35	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.374	89.0	False	stim	crit_go	s519	False
50.84	0.85	0.35	2.65	1.0	89.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	crit_stop_success	s519	False
53.492	0.85	0.4	2.35	1.0	71.0	motor_selective_stop_signal	71.0	False	0.599	89.0	False	stim	noncrit_nosignal	s519	False
55.843	0.85	0.4	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.535	89.0	False	stim	noncrit_signal	s519	False
58.095	0.85	0.4	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.522	89.0	False	stim	crit_go	s519	False
60.447	0.85	0.4	2.35	1.0	89.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	crit_stop_success	s519	False
62.799	0.85	0.45	2.85	1.0	89.0	motor_selective_stop_signal	89.0	False	0.465	89.0	False	stim	crit_go	s519	False
65.65	0.85	0.45	2.45	1.0	89.0	motor_selective_stop_signal	89.0	False	0.459	89.0	False	stim	crit_go	s519	False
68.101	0.85	0.45	2.35	1.0	71.0	motor_selective_stop_signal	71.0	False	0.652	89.0	False	stim	noncrit_nosignal	s519	False
70.453	0.85	0.45	2.65	1.0	89.0	motor_selective_stop_signal	89.0	False	0.581	89.0	False	stim	crit_go	s519	False
73.104	0.85	0.45	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.692	89.0	False	stim	crit_go	s519	False
75.356	0.85	0.45	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.667	89.0	False	stim	noncrit_signal	s519	False
77.607	0.85	0.45	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.805	89.0	False	stim	noncrit_nosignal	s519	False
79.859	0.85	0.45	2.45	1.0	89.0	motor_selective_stop_signal	89.0	False	0.463	89.0	False	stim	crit_go	s519	False
82.31	0.85	0.45	2.35	1.0	71.0	motor_selective_stop_signal	71.0	False	0.644	89.0	False	stim	noncrit_nosignal	s519	False
84.663	0.85	0.45	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.639	89.0	False	stim	crit_stop_failure	s519	False
86.914	0.85	0.4	2.35	1.0	89.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	crit_stop_success	s519	False
89.266	0.85	0.45	2.45	0.0	71.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	noncrit_signal	s519	False
91.717	0.85	0.45	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.57	89.0	False	stim	crit_go	s519	False
94.069	0.85	0.45	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.585	89.0	False	stim	noncrit_nosignal	s519	False
96.32	0.85	0.45	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.739	89.0	False	stim	noncrit_nosignal	s519	False
98.572	0.85	0.45	2.35	1.0	71.0	motor_selective_stop_signal	71.0	False	0.489	89.0	False	stim	noncrit_signal	s519	False
100.923	0.85	0.45	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.459	89.0	False	stim	crit_stop_failure	s519	False
103.275	0.85	0.4	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.679	89.0	False	stim	crit_go	s519	False
105.627	0.85	0.4	2.95	1.0	89.0	motor_selective_stop_signal	89.0	False	0.651	89.0	False	stim	crit_go	s519	False
108.579	0.85	0.4	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.449	89.0	False	stim	noncrit_nosignal	s519	False
110.831	0.85	0.4	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.724	89.0	False	stim	crit_go	s519	False
113.182	0.85	0.4	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.633	89.0	False	stim	crit_go	s519	False
115.434	0.85	0.4	2.45	0.0	71.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	noncrit_signal	s519	False
117.885	0.85	0.4	2.35	1.0	71.0	motor_selective_stop_signal	71.0	False	0.578	89.0	False	stim	noncrit_signal	s519	False
120.237	0.85	0.4	2.55	0.0	71.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	noncrit_signal	s519	False
133.291	0.85	0.4	2.55	1.0	89.0	motor_selective_stop_signal	89.0	False	0.608	89.0	False	stim	crit_go	s519	False
135.842	0.85	0.4	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.532	89.0	False	stim	crit_go	s519	False
138.094	0.85	0.4	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.748	89.0	False	stim	noncrit_nosignal	s519	False
140.346	0.85	0.4	2.75	1.0	89.0	motor_selective_stop_signal	89.0	False	0.653	89.0	False	stim	crit_stop_failure	s519	False
143.098	0.85	0.35	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.444	89.0	False	stim	crit_stop_failure	s519	False
145.449	0.85	0.3	2.25	1.0	89.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	crit_stop_success	s519	False
147.7	0.85	0.35	2.45	1.0	71.0	motor_selective_stop_signal	71.0	False	0.624	89.0	False	stim	noncrit_nosignal	s519	False
150.152	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.414	89.0	False	stim	noncrit_nosignal	s519	False
152.403	0.85	0.35	2.35	1.0	71.0	motor_selective_stop_signal	71.0	False	0.722	89.0	False	stim	noncrit_nosignal	s519	False
154.755	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.651	89.0	False	stim	noncrit_nosignal	s519	False
157.008	0.85	0.35	2.25	1.0	89.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	crit_stop_success	s519	False
159.26	0.85	0.4	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.55	89.0	False	stim	crit_stop_failure	s519	False
161.511	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.511	89.0	False	stim	noncrit_nosignal	s519	False
163.763	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.718	89.0	False	stim	noncrit_nosignal	s519	False
166.014	0.85	0.35	2.35	0.0	71.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	noncrit_signal	s519	False
168.367	0.85	0.35	2.55	1.0	89.0	motor_selective_stop_signal	89.0	False	0.428	89.0	False	stim	crit_stop_failure	s519	False
170.918	0.85	0.3	2.95	1.0	89.0	motor_selective_stop_signal	89.0	False	0.599	89.0	False	stim	crit_go	s519	False
173.869	0.85	0.3	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.489	89.0	False	stim	crit_stop_failure	s519	False
176.121	0.85	0.25	2.35	1.0	71.0	motor_selective_stop_signal	71.0	False	0.786	89.0	False	stim	noncrit_nosignal	s519	False
178.473	0.85	0.25	2.55	1.0	89.0	motor_selective_stop_signal	89.0	False	0.666	89.0	False	stim	crit_go	s519	False
181.025	0.85	0.25	2.25	0.0	71.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	noncrit_signal	s519	False
183.277	0.85	0.25	2.35	0.0	71.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	noncrit_signal	s519	False
