onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.01	0.5	3.009	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s499	False
5.516	0.5	6.075	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.559	probe	BY	s499	False
7.157	0.5	7.156	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s499	False
9.661	0.5	10.62	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.959	probe	AY	s499	False
11.165	0.5	11.164	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s499	False
13.67	0.5	14.281	2.044	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.611	probe	AX	s499	False
15.717	0.5	15.716	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s499	False
18.222	0.5	19.483	1.772	BY	1.0	71.0	dot_pattern_expectancy	71.0	1.261	probe	BY	s499	False
19.997	0.5	19.996	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s499	False
22.508	0.5	23.304	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.796	probe	BX	s499	False
24.148	0.5	24.147	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s499	False
26.653	0.5	27.218	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.565	probe	AX	s499	False
28.294	0.5	28.293	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s499	False
30.801	0.5	31.444	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.643	probe	AX	s499	False
32.306	0.5	32.305	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s499	False
34.812	0.5	35.421	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.609	probe	AX	s499	False
36.316	0.5	36.315	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s499	False
38.821	0.5	39.548	2.044	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.727	probe	AY	s499	False
40.872	0.5	40.871	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s499	False
43.379	0.5	44.245	2.452	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.866	probe	AX	s499	False
45.836	0.5	45.835	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s499	False
48.341	0.5	49.269	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.928	probe	AX	s499	False
50.252	0.5	50.251	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s499	False
52.758	0.5	53.399	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.641	probe	AX	s499	False
54.262	0.5	54.261	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s499	False
56.769	0.5	58.046	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.277	probe	AX	s499	False
58.682	0.5	58.681	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s499	False
61.188	0.5	61.187	2.18	BX	0.0	71.0	dot_pattern_expectancy	-1.0	n/a	probe	BX	s499	False
63.372	0.5	63.371	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s499	False
65.878	0.5	66.757	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.879	probe	AX	s499	False
67.382	0.5	67.381	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s499	False
69.89	0.5	69.889	1.908	BY	0.0	71.0	dot_pattern_expectancy	-1.0	n/a	probe	BY	s499	False
71.802	0.5	71.801	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s499	False
74.308	0.5	75.455	2.316	BX	1.0	71.0	dot_pattern_expectancy	71.0	1.147	probe	BX	s499	False
76.627	0.5	76.626	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s499	False
79.133	0.5	79.879	2.316	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.746	probe	AY	s499	False
