onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stop_response	stopped	trial_id	trial_type	worker_id	junk
3.517	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.652	89.0	False	stim	noncrit_nosignal	s495	False
5.771	0.85	0.35	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.729	89.0	False	stim	crit_go	s495	False
8.024	0.85	0.35	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.818	89.0	False	stim	noncrit_signal	s495	False
10.377	0.85	0.35	2.55	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s495	False
12.931	0.85	0.4	2.95	1.0	89.0	motor_selective_stop_signal	89.0	True	0.751	89.0	False	stim	crit_go	s495	False
15.885	0.85	0.4	2.25	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s495	False
18.137	0.85	0.45	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.834	89.0	False	stim	noncrit_nosignal	s495	False
20.491	0.85	0.45	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.626	89.0	False	stim	noncrit_nosignal	s495	False
23.044	0.85	0.45	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.624	89.0	False	stim	noncrit_signal	s495	False
25.297	0.85	0.45	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.673	89.0	False	stim	noncrit_signal	s495	False
27.651	0.85	0.45	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.636	89.0	False	stim	noncrit_signal	s495	False
30.203	0.85	0.45	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.653	89.0	False	stim	noncrit_signal	s495	False
32.656	0.85	0.45	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.686	89.0	False	stim	crit_go	s495	False
35.008	0.85	0.45	2.65	1.0	71.0	motor_selective_stop_signal	71.0	True	0.692	89.0	False	stim	noncrit_nosignal	s495	False
37.661	0.85	0.45	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.703	89.0	False	stim	crit_go	s495	False
40.216	0.85	0.45	2.75	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s495	False
42.968	0.85	0.5	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.671	89.0	False	stim	crit_stop_failure	s495	False
45.521	0.85	0.45	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.813	89.0	False	stim	noncrit_signal	s495	False
47.974	0.85	0.45	2.75	1.0	71.0	motor_selective_stop_signal	71.0	True	0.717	89.0	False	stim	noncrit_nosignal	s495	False
50.727	0.85	0.45	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.808	89.0	False	stim	crit_go	s495	False
53.281	0.85	0.45	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.832	89.0	False	stim	crit_stop_failure	s495	False
55.639	0.85	0.4	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.761	89.0	False	stim	crit_go	s495	False
57.89	0.85	0.4	2.65	1.0	71.0	motor_selective_stop_signal	71.0	True	0.694	89.0	False	stim	noncrit_nosignal	s495	False
60.544	0.85	0.4	2.25	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s495	False
62.796	0.85	0.45	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.842	89.0	False	stim	crit_go	s495	False
65.15	0.85	0.45	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.618	89.0	False	stim	noncrit_nosignal	s495	False
67.402	0.85	0.45	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.774	89.0	False	stim	crit_go	s495	False
69.756	0.85	0.45	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.807	89.0	False	stim	crit_go	s495	False
72.11	0.85	0.45	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.727	89.0	False	stim	noncrit_nosignal	s495	False
74.363	0.85	0.45	2.85	1.0	71.0	motor_selective_stop_signal	71.0	True	0.511	89.0	False	stim	noncrit_signal	s495	False
77.216	0.85	0.45	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.562	89.0	False	stim	noncrit_nosignal	s495	False
79.57	0.85	0.45	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.933	89.0	False	stim	crit_go	s495	False
81.823	0.85	0.45	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.652	89.0	False	stim	noncrit_nosignal	s495	False
84.176	0.85	0.45	2.45	0.0	71.0	motor_selective_stop_signal	89.0	True	0.624	89.0	False	stim	noncrit_nosignal	s495	False
86.628	0.85	0.45	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.712	89.0	False	stim	crit_stop_failure	s495	False
88.881	0.85	0.4	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.95	89.0	False	stim	noncrit_signal	s495	False
91.134	0.85	0.4	2.75	1.0	89.0	motor_selective_stop_signal	89.0	True	0.592	89.0	False	stim	crit_go	s495	False
93.887	0.85	0.4	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.587	89.0	False	stim	noncrit_signal	s495	False
96.241	0.85	0.4	2.75	1.0	71.0	motor_selective_stop_signal	71.0	True	0.78	89.0	False	stim	noncrit_nosignal	s495	False
