duration	onset	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
8.124	3.016	8.124	11.14	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	8.124	to_hand	poldrack-single-stim	s619	False
0.1	11.14	0.35	11.49	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.35	to_board	poldrack-single-stim	s619	False
0.1	11.493	0.745	12.238	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.745	to_hand	poldrack-single-stim	s619	False
0.1	12.239	0.257	12.496	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.257	to_board	poldrack-single-stim	s619	False
0.1	12.497	0.869	13.366	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.869	to_hand	poldrack-single-stim	s619	False
0.1	13.367	0.554	13.921	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.554	to_board	poldrack-single-stim	s619	False
1.0	13.928	2.5	13.927	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s619	False
5.248	16.431	5.248	21.679	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	5.248	to_hand	poldrack-single-stim	s619	False
0.1	21.681	0.29	21.971	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.29	to_board	poldrack-single-stim	s619	False
0.1	21.973	1.339	23.312	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	1.339	to_hand	poldrack-single-stim	s619	False
0.1	23.314	0.216	23.53	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.216	to_board	poldrack-single-stim	s619	False
0.1	23.531	0.55	24.081	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.55	to_hand	poldrack-single-stim	s619	False
0.1	24.081	0.183	24.264	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.183	to_board	poldrack-single-stim	s619	False
1.0	24.269	2.1	24.268	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s619	False
6.756	26.371	6.756	33.127	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	6.756	to_hand	poldrack-single-stim	s619	False
0.1	33.128	0.331	33.459	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.331	to_board	poldrack-single-stim	s619	False
