onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.005	8.5	4.804	5.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	3.799	grit	Q06	s234	False
12.32	8.5	15.991	5.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	3.671	grit	Q01	s234	False
21.934	8.5	25.384	3.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	3.45	brief	Q13	s234	False
31.14	8.5	34.344	5.0	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	3.204	brief	Q09	s234	False
40.687	8.5	45.038	5.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66,89,71,82,77	4.351	brief	Q21	s234	False
50.166	8.5	51.497	5.0	survey_medley	forward	I am a hard worker.	66,89,71,82,77	1.331	grit	Q04	s234	False
59.372	8.5	63.332	5.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	3.96	future_time	Q28	s234	False
69.462	8.5	72.08	1.0	survey_medley	forward	I have the sense that time is running out.	66,89,71,82,77	2.618	future_time	Q29	s234	False
80.369	8.5	84.857	4.0	survey_medley	reverse	I have a hard time breaking bad habits.	66,89,71,82,77	4.488	brief	Q10	s234	False
90.255	8.5	94.005	1.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	66,89	3.75	impulsive_venture	Q39	s234	False
99.392	8.5	101.723	5.0	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	2.331	grit	Q07	s234	False
109.755	8.5	111.798	5.0	survey_medley	forward	Setbacks don't discourage me.	66,89,71,82,77	2.043	grit	Q02	s234	False
119.437	8.5	122.142	5.0	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	2.705	brief	Q16	s234	False
129.595	8.5	138.503	2.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82	8.908	upps	Q36	s234	False
138.801	8.5	142.672	5.0	survey_medley	forward	I am able to work effectively toward long-term goals.	66,89,71,82,77	3.871	brief	Q19	s234	False
149.98	8.5	155.274	4.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	5.294	brief	Q20	s234	False
159.255	8.5	162.181	4.0	survey_medley	forward	As I get older, I begin to experience time as limited.	66,89,71,82,77	2.926	future_time	Q31	s234	False
168.869	8.5	174.502	2.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82	5.633	upps	Q33	s234	False
177.939	8.5	182.63	4.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.691	brief	Q17	s234	False
186.942	8.5	188.382	5.0	survey_medley	forward	I am diligent.	66,89,71,82,77	1.44	grit	Q08	s234	False
201.248	8.5	205.51	1.0	survey_medley	forward	I tend to act without thinking when I am really excited.	66,89,71,82	4.262	upps	Q37	s234	False
210.318	8.5	212.209	4.0	survey_medley	reverse	I say inappropriate things.	66,89,71,82,77	1.891	brief	Q12	s234	False
220.612	8.5	222.71	5.0	survey_medley	forward	My future is filled with possibilities.	66,89,71,82,77	2.098	future_time	Q24	s234	False
232.403	8.5	235.016	4.0	survey_medley	reverse	I have trouble concentrating.	66,89,71,82,77	2.613	brief	Q18	s234	False
241.608	8.5	244.828	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89	3.22	impulsive_venture	Q38	s234	False
251.086	8.5	254.688	5.0	survey_medley	forward	I expect that I will set many new goals in the future.	66,89,71,82,77	3.602	future_time	Q23	s234	False
261.041	8.5	264.86	1.0	survey_medley	forward	There are only limited possibilities in my future.	66,89,71,82,77	3.819	future_time	Q30	s234	False
