onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.013	1.253	4.266	-0.3689653155774648	draw_card	1.253	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-1.4355104246319286	1.253	1.0	stim	poldrack-single-stim	s574	False	0
5.021	1.5	4.27	n/a	-1.0	2.25	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s574	False	0
6.523	1.735	8.258	0.4643680177558691	draw_card	1.735	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	1.1710711467837598	1.735	n/a	stim	poldrack-single-stim	s574	False	1
8.261	1.534	9.795	-2.5022986489107977	draw_card	1.534	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	3.6009973392777823	1.534	n/a	stim	poldrack-single-stim	s574	False	1
9.797	2.718	12.515	-6.952298648910799	draw_card	2.718	columbia_card_task_fmri	14.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	6.537326244363676	2.718	n/a	stim	poldrack-single-stim	s574	False	1
12.517	0.822	13.339	-14.368965315577466	end_round	0.822	columbia_card_task_fmri	14.0	0.6666666666666667	71.0	-75.0	0.3333333333333333	6.0	4.0	1.0	9.95242011751528	0.822	3.0	stim	poldrack-single-stim	s574	False	1
14.096	1.5	13.345	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s574	False	0
15.734	0.945	16.679	2.131034684422535	draw_card	0.945	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-0.3184476339887609	0.945	n/a	stim	poldrack-single-stim	s574	False	1
16.681	0.728	17.409	-0.7022986489107987	draw_card	0.728	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	2.0021092179002267	0.728	n/a	stim	poldrack-single-stim	s574	False	1
17.411	0.83	18.241	-4.952298648910799	draw_card	0.83	columbia_card_task_fmri	15.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	4.806302703398607	0.83	n/a	stim	poldrack-single-stim	s574	False	1
18.242	2.64	20.882	-12.03563198224413	draw_card	2.64	columbia_card_task_fmri	15.0	0.6666666666666667	89.0	-70.0	0.3333333333333333	6.0	4.0	1.0	8.067745770232982	2.64	n/a	stim	poldrack-single-stim	s574	False	1
20.884	0.526	21.41	-26.2022986489108	end_round	0.526	columbia_card_task_fmri	15.0	0.5	71.0	-70.0	0.5	6.0	5.0	1.0	10.49716058902861	0.526	4.0	stim	poldrack-single-stim	s574	False	1
22.164	1.5	21.413	n/a	-1.0	2.59	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s574	False	0
24.005	0.584	24.589	2.964368017755869	draw_card	0.584	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	2.2882782469392424	0.584	n/a	stim	poldrack-single-stim	s574	False	1
