onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stop_response	stopped	trial_id	trial_type	worker_id	junk
3.016	0.85	0.35	2.25	0.0	71.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	noncrit_signal	s623	False
5.272	0.85	0.35	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.926	89.0	False	stim	crit_go	s623	False
7.525	0.85	0.35	2.85	1.0	89.0	motor_selective_stop_signal	89.0	True	0.882	89.0	False	stim	crit_stop_failure	s623	False
10.377	0.85	0.3	2.35	0.0	89.0	motor_selective_stop_signal	71.0	True	0.73	89.0	False	stim	crit_go	s623	False
12.729	0.85	0.3	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.639	89.0	False	stim	noncrit_nosignal	s623	False
14.984	0.85	0.3	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.72	89.0	False	stim	crit_stop_failure	s623	False
17.24	0.85	0.25	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.57	89.0	False	stim	noncrit_nosignal	s623	False
19.492	0.85	0.25	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.979	89.0	False	stim	crit_go	s623	False
21.847	0.85	0.25	2.65	1.0	71.0	motor_selective_stop_signal	71.0	True	0.601	89.0	False	stim	noncrit_nosignal	s623	False
24.5	0.85	0.25	2.75	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s623	False
27.254	0.85	0.3	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.484	89.0	False	stim	noncrit_nosignal	s623	False
29.507	0.85	0.3	2.75	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s623	False
32.259	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.692	89.0	False	stim	noncrit_signal	s623	False
34.511	0.85	0.35	2.35	0.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_go	s623	False
36.863	0.85	0.35	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.587	89.0	False	stim	noncrit_nosignal	s623	False
39.217	0.85	0.35	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.517	89.0	False	stim	crit_go	s623	False
41.769	0.85	0.35	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.384	89.0	False	stim	crit_go	s623	False
44.021	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.608	89.0	False	stim	noncrit_signal	s623	False
46.275	0.85	0.35	2.25	0.0	89.0	motor_selective_stop_signal	71.0	True	0.511	89.0	False	stim	crit_go	s623	False
48.527	0.85	0.35	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.384	89.0	False	stim	crit_go	s623	False
50.883	0.85	0.35	2.65	1.0	89.0	motor_selective_stop_signal	89.0	True	0.328	89.0	False	stim	crit_stop_failure	s623	False
53.535	0.85	0.3	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.519	89.0	False	stim	noncrit_nosignal	s623	False
55.892	0.85	0.3	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.49	89.0	False	stim	noncrit_signal	s623	False
58.148	0.85	0.3	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.598	89.0	False	stim	noncrit_nosignal	s623	False
60.5	0.85	0.3	2.35	0.0	89.0	motor_selective_stop_signal	71.0	True	0.374	89.0	False	stim	crit_stop_failure	s623	False
62.853	0.85	0.25	2.85	1.0	71.0	motor_selective_stop_signal	71.0	True	0.523	89.0	False	stim	noncrit_nosignal	s623	False
65.707	0.85	0.25	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.401	89.0	False	stim	noncrit_nosignal	s623	False
68.159	0.85	0.25	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.927	89.0	False	stim	crit_go	s623	False
70.515	0.85	0.25	2.65	1.0	89.0	motor_selective_stop_signal	89.0	True	0.756	89.0	False	stim	crit_go	s623	False
73.171	0.85	0.25	2.25	0.0	89.0	motor_selective_stop_signal	71.0	True	0.886	89.0	False	stim	crit_go	s623	False
75.426	0.85	0.25	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.706	89.0	False	stim	noncrit_signal	s623	False
77.677	0.85	0.25	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.746	89.0	False	stim	noncrit_nosignal	s623	False
79.931	0.85	0.25	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.532	89.0	False	stim	noncrit_nosignal	s623	False
82.383	0.85	0.25	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.567	89.0	False	stim	crit_go	s623	False
84.738	0.85	0.25	2.25	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s623	False
86.991	0.85	0.3	2.35	0.0	89.0	motor_selective_stop_signal	71.0	True	0.394	89.0	False	stim	crit_stop_failure	s623	False
