onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.006	8.5	5.561	1.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	4.555	grit	Q06	s524	False
12.32	8.5	18.815	0.75	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	6.495	grit	Q01	s524	False
21.933	8.5	25.381	1.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	3.448	brief	Q13	s524	False
31.14	8.5	34.744	0.75	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	3.604	brief	Q09	s524	False
40.692	8.5	43.526	1.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66,89,71,82,77	2.834	brief	Q21	s524	False
50.17	8.5	51.535	1.0	survey_medley	forward	I am a hard worker.	66,89,71,82,77	1.365	grit	Q04	s524	False
59.376	8.5	64.315	0.75	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	4.939	future_time	Q28	s524	False
69.467	8.5	72.735	1.0	survey_medley	reverse	I have the sense that time is running out.	66,89,71,82,77	3.268	future_time	Q29	s524	False
80.373	8.5	83.648	0.75	survey_medley	reverse	I have a hard time breaking bad habits.	66,89,71,82,77	3.275	brief	Q10	s524	False
90.259	8.5	94.295	1.0	survey_medley	reverse	Do you sometimes like doing things that are a bit frightening?	66,89	4.036	impulsive_venture	Q39	s524	False
99.398	8.5	102.823	1.0	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	3.425	grit	Q07	s524	False
109.76	8.5	116.284	0.75	survey_medley	forward	Setbacks don't discourage me.	66,89,71,82,77	6.524	grit	Q02	s524	False
119.443	8.5	121.794	1.0	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	2.351	brief	Q16	s524	False
129.601	8.5	134.337	1.0	survey_medley	reverse	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82	4.736	upps	Q36	s524	False
138.807	8.5	146.642	1.0	survey_medley	forward	I am able to work effectively toward long-term goals.	66,89,71,82,77	7.835	brief	Q19	s524	False
149.986	8.5	153.373	1.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	3.387	brief	Q20	s524	False
159.26	8.5	166.396	1.0	survey_medley	reverse	As I get older, I begin to experience time as limited.	66,89,71,82,77	7.136	future_time	Q31	s524	False
168.874	8.5	172.818	1.0	survey_medley	reverse	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82	3.944	upps	Q33	s524	False
177.944	8.5	182.243	0.75	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.299	brief	Q17	s524	False
