duration	onset	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
2.289	3.009	2.289	5.298	1	UA_with_intermediate	practice	ward_and_allport	89	0.0	2.289	to_hand	poldrack-single-stim	s602	False
0.1	5.299	1.886	7.185	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.886	to_board	poldrack-single-stim	s602	False
0.1	7.187	1.008	8.195	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	1.008	to_hand	poldrack-single-stim	s602	False
0.1	8.196	0.515	8.711	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.515	to_board	poldrack-single-stim	s602	False
0.1	8.712	0.626	9.338	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.626	to_hand	poldrack-single-stim	s602	False
0.1	9.34	0.5	9.84	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.5	to_board	poldrack-single-stim	s602	False
0.1	9.841	2.422	12.263	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	2.422	to_hand	poldrack-single-stim	s602	False
0.1	12.265	2.292	14.557	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	2.292	to_board	poldrack-single-stim	s602	False
0.1	14.559	1.353	15.912	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.353	to_hand	poldrack-single-stim	s602	False
0.1	15.912	0.724	16.636	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.724	to_board	poldrack-single-stim	s602	False
0.1	16.639	3.118	19.757	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	3.118	to_hand	poldrack-single-stim	s602	False
0.1	19.758	1.499	21.257	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.499	to_board	poldrack-single-stim	s602	False
0.1	21.259	0.866	22.125	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.866	to_hand	poldrack-single-stim	s602	False
0.1	22.125	1.641	23.766	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.641	to_board	poldrack-single-stim	s602	False
0.1	23.768	0.632	24.4	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.632	to_hand	poldrack-single-stim	s602	False
0.1	24.401	0.545	24.946	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.545	to_board	poldrack-single-stim	s602	False
0.1	24.947	2.74	27.687	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	2.74	to_hand	poldrack-single-stim	s602	False
0.1	27.688	0.501	28.189	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.501	to_board	poldrack-single-stim	s602	False
0.1	28.191	3.922	32.113	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	3.922	to_hand	poldrack-single-stim	s602	False
0.1	32.114	2.181	34.295	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	2.181	to_board	poldrack-single-stim	s602	False
0.1	34.298	0.923	35.221	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.923	to_hand	poldrack-single-stim	s602	False
0.1	35.222	1.037	36.259	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.037	to_board	poldrack-single-stim	s602	False
0.1	36.26	0.514	36.774	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.514	to_hand	poldrack-single-stim	s602	False
0.1	36.776	0.437	37.213	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.437	to_board	poldrack-single-stim	s602	False
0.1	37.215	2.949	40.164	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	2.949	to_hand	poldrack-single-stim	s602	False
0.1	40.165	0.757	40.922	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.757	to_board	poldrack-single-stim	s602	False
0.1	40.924	0.331	41.255	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.331	to_hand	poldrack-single-stim	s602	False
0.1	41.255	0.362	41.617	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.362	to_board	poldrack-single-stim	s602	False
0.1	41.62	1.196	42.816	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.196	to_hand	poldrack-single-stim	s602	False
0.1	42.819	0.662	43.481	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.662	to_board	poldrack-single-stim	s602	False
0.1	43.483	3.932	47.415	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	3.932	to_hand	poldrack-single-stim	s602	False
0.1	47.416	1.675	49.091	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.675	to_board	poldrack-single-stim	s602	False
0.1	49.092	1.766	50.858	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	1.766	to_hand	poldrack-single-stim	s602	False
0.1	50.86	0.524	51.384	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.524	to_board	poldrack-single-stim	s602	False
0.1	51.386	0.809	52.195	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.809	to_hand	poldrack-single-stim	s602	False
0.1	52.197	0.515	52.712	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.515	to_board	poldrack-single-stim	s602	False
1.0	52.717	2.5	52.716	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s602	False
4.384	55.219	4.384	59.603	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	4.384	to_hand	poldrack-single-stim	s602	False
0.1	59.603	1.833	61.436	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	1.833	to_board	poldrack-single-stim	s602	False
0.1	61.438	0.783	62.221	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.783	to_hand	poldrack-single-stim	s602	False
0.1	62.222	0.438	62.66	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.438	to_board	poldrack-single-stim	s602	False
0.1	62.663	1.132	63.795	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	1.132	to_hand	poldrack-single-stim	s602	False
0.1	63.797	0.712	64.509	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.712	to_board	poldrack-single-stim	s602	False
1.0	64.516	2.1	64.515	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s602	False
5.336	66.617	5.336	71.953	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	5.336	to_hand	poldrack-single-stim	s602	False
0.1	71.954	0.74	72.694	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.74	to_board	poldrack-single-stim	s602	False
0.1	72.697	2.266	74.963	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	2.266	to_hand	poldrack-single-stim	s602	False
0.1	74.964	0.351	75.315	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.351	to_board	poldrack-single-stim	s602	False
0.1	75.317	1.653	76.97	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	1.653	to_hand	poldrack-single-stim	s602	False
0.1	76.972	0.934	77.906	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.934	to_board	poldrack-single-stim	s602	False
0.1	77.907	0.538	78.445	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.538	to_hand	poldrack-single-stim	s602	False
0.1	78.447	0.407	78.854	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.407	to_board	poldrack-single-stim	s602	False
1.0	78.857	2.2	78.856	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s602	False
5.634	81.06	5.634	86.694	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	5.634	to_hand	poldrack-single-stim	s602	False
0.1	86.695	0.439	87.134	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.439	to_board	poldrack-single-stim	s602	False
0.1	87.137	2.365	89.502	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	2.365	to_hand	poldrack-single-stim	s602	False
0.1	89.503	0.428	89.931	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.428	to_board	poldrack-single-stim	s602	False
0.1	89.934	1.147	91.081	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	1.147	to_hand	poldrack-single-stim	s602	False
0.1	91.081	0.726	91.807	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.726	to_board	poldrack-single-stim	s602	False
0.1	91.811	0.645	92.456	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.645	to_hand	poldrack-single-stim	s602	False
0.1	92.457	0.644	93.101	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.644	to_board	poldrack-single-stim	s602	False
0.1	93.104	1.519	94.623	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	1.519	to_hand	poldrack-single-stim	s602	False
0.1	94.624	0.503	95.127	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.503	to_board	poldrack-single-stim	s602	False
1.0	95.131	2.0	95.13	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s602	False
6.572	99.137	6.572	105.709	1	PA_with_intermediate	test	ward_and_allport	71	0.0	6.572	to_hand	poldrack-single-stim	s602	False
0.1	105.709	1.817	107.526	0	PA_with_intermediate	test	ward_and_allport	82	0.0	1.817	to_board	poldrack-single-stim	s602	False
