onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.007	0.5	3.006	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s525	False
5.51	0.5	6.216	1.772	AX	0.0	89.0	dot_pattern_expectancy	71.0	0.706	probe	AX	s525	False
7.284	0.5	7.283	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s525	False
9.788	0.5	10.376	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.588	probe	AX	s525	False
11.29	0.5	11.289	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s525	False
13.794	0.5	14.369	2.452	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.575	probe	AY	s525	False
16.248	0.5	16.247	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s525	False
18.752	0.5	19.488	1.772	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.736	probe	AY	s525	False
20.527	0.5	20.526	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s525	False
23.031	0.5	23.563	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.532	probe	AX	s525	False
24.941	0.5	24.94	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s525	False
27.445	0.5	27.835	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.39	probe	AX	s525	False
29.354	0.5	29.353	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s525	False
31.858	0.5	32.237	2.588	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.379	probe	AX	s525	False
34.448	0.5	34.447	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s525	False
36.952	0.5	37.505	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.553	probe	AY	s525	False
38.453	0.5	38.452	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s525	False
40.957	0.5	41.202	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.245	probe	BY	s525	False
42.459	0.5	42.458	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s525	False
44.964	0.5	45.586	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.622	probe	BY	s525	False
46.466	0.5	46.465	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s525	False
48.971	0.5	49.384	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.413	probe	AX	s525	False
50.608	0.5	50.607	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s525	False
53.112	0.5	53.352	2.044	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.24	probe	BX	s525	False
55.158	0.5	55.157	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s525	False
57.662	0.5	58.158	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.496	probe	AX	s525	False
59.435	0.5	59.434	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s525	False
61.939	0.5	62.276	2.588	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.337	probe	BX	s525	False
64.529	0.5	64.528	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s525	False
67.033	0.5	67.464	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.431	probe	AY	s525	False
68.534	0.5	68.533	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s525	False
71.039	0.5	71.405	2.452	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.366	probe	AX	s525	False
73.494	0.5	73.493	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s525	False
75.998	0.5	76.547	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.549	probe	BY	s525	False
77.636	0.5	77.635	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s525	False
80.14	0.5	80.554	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.414	probe	AX	s525	False
81.777	0.5	81.776	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s525	False
