onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.013	0.5	3.012	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648	False
5.525	0.5	5.524	1.636	BY	0.0	71.0	dot_pattern_expectancy	-1.0	n/a	probe	BY	s648	False
7.167	0.5	7.166	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648	False
9.672	0.5	10.724	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	1.052	probe	AY	s648	False
11.177	0.5	11.176	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648	False
13.684	0.5	14.401	2.044	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.717	probe	AX	s648	False
15.734	0.5	15.733	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648	False
18.24	0.5	18.843	1.772	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.603	probe	BY	s648	False
20.019	0.5	20.018	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648	False
22.532	0.5	22.945	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.413	probe	BX	s648	False
24.173	0.5	24.172	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648	False
26.682	0.5	27.205	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.523	probe	AX	s648	False
28.323	0.5	28.322	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648	False
30.832	0.5	31.607	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.775	probe	AX	s648	False
32.334	0.5	32.333	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648	False
34.845	0.5	35.781	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.936	probe	AX	s648	False
36.35	0.5	36.349	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648	False
38.857	0.5	39.558	2.044	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.701	probe	AY	s648	False
40.907	0.5	40.906	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648	False
43.412	0.5	44.24	2.452	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.828	probe	AX	s648	False
45.869	0.5	45.868	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648	False
48.377	0.5	48.961	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.584	probe	AX	s648	False
50.292	0.5	50.291	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648	False
52.803	0.5	53.622	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.819	probe	AX	s648	False
54.309	0.5	54.308	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648	False
56.822	0.5	57.685	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.863	probe	AX	s648	False
58.737	0.5	58.736	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648	False
61.241	0.5	61.697	2.18	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.456	probe	BX	s648	False
63.424	0.5	63.423	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648	False
65.932	0.5	66.443	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.511	probe	AX	s648	False
67.437	0.5	67.436	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648	False
69.945	0.5	70.435	1.908	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.49	probe	BY	s648	False
71.86	0.5	71.859	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648	False
74.368	0.5	75.175	2.316	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.807	probe	BX	s648	False
76.689	0.5	76.688	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648	False
79.197	0.5	80.53	2.316	AY	1.0	71.0	dot_pattern_expectancy	71.0	1.333	probe	AY	s648	False
81.519	0.5	81.518	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648	False
84.031	0.5	84.724	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.693	probe	BX	s648	False
85.674	0.5	85.673	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648	False
88.18	0.5	88.837	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.657	probe	AY	s648	False
89.685	0.5	89.684	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648	False
92.193	0.5	92.735	1.908	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.542	probe	BY	s648	False
94.108	0.5	94.107	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648	False
96.613	0.5	97.452	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.839	probe	AX	s648	False
98.117	0.5	98.116	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648	False
100.626	0.5	101.364	2.316	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.738	probe	AY	s648	False
102.948	0.5	102.947	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648	False
