duration	onset	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
4.153	3.009	4.153	7.162	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	4.153	to_hand	poldrack-single-stim	s637	False
0.1	7.164	2.673	9.837	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	2.673	to_board	poldrack-single-stim	s637	False
0.1	9.84	1.163	11.003	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	1.163	to_hand	poldrack-single-stim	s637	False
0.1	11.003	0.644	11.647	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.644	to_board	poldrack-single-stim	s637	False
0.1	11.65	0.225	11.875	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.225	to_hand	poldrack-single-stim	s637	False
0.1	11.876	1.056	12.932	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.056	to_board	poldrack-single-stim	s637	False
0.1	12.937	0.19	13.127	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.19	to_hand	poldrack-single-stim	s637	False
0.1	13.128	1.729	14.857	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.729	to_board	poldrack-single-stim	s637	False
0.1	14.859	1.018	15.877	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.018	to_hand	poldrack-single-stim	s637	False
0.1	15.878	0.564	16.442	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.564	to_board	poldrack-single-stim	s637	False
1.0	16.446	2.5	16.445	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s637	False
4.763	18.951	4.763	23.714	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	4.763	to_hand	poldrack-single-stim	s637	False
0.1	23.716	1.479	25.195	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	1.479	to_board	poldrack-single-stim	s637	False
0.1	25.196	0.961	26.157	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.961	to_hand	poldrack-single-stim	s637	False
0.1	26.158	0.573	26.731	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.573	to_board	poldrack-single-stim	s637	False
0.1	26.734	0.661	27.395	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.661	to_hand	poldrack-single-stim	s637	False
0.1	27.397	0.425	27.822	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.425	to_board	poldrack-single-stim	s637	False
1.0	27.825	2.1	27.824	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s637	False
4.614	29.928	4.614	34.542	1	UA_without_intermediate	practice	ward_and_allport	71	2.0	4.614	to_hand	poldrack-single-stim	s637	False
0.1	34.543	1.324	35.867	0	UA_without_intermediate	practice	ward_and_allport	82	2.0	1.324	to_board	poldrack-single-stim	s637	False
0.1	35.87	2.254	38.124	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	2.254	to_hand	poldrack-single-stim	s637	False
0.1	38.125	3.236	41.361	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	3.236	to_board	poldrack-single-stim	s637	False
0.1	41.363	1.917	43.28	0	UA_without_intermediate	practice	ward_and_allport	82	2.0	1.917	to_hand	poldrack-single-stim	s637	False
0.1	43.281	0.877	44.158	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.877	to_board	poldrack-single-stim	s637	False
0.1	44.16	1.136	45.296	0	UA_without_intermediate	practice	ward_and_allport	82	2.0	1.136	to_hand	poldrack-single-stim	s637	False
0.1	45.297	0.62	45.917	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.62	to_board	poldrack-single-stim	s637	False
0.1	45.919	0.723	46.642	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.723	to_hand	poldrack-single-stim	s637	False
0.1	46.643	0.525	47.168	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.525	to_board	poldrack-single-stim	s637	False
0.1	47.171	1.494	48.665	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.494	to_hand	poldrack-single-stim	s637	False
0.1	48.666	0.355	49.021	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.355	to_board	poldrack-single-stim	s637	False
1.0	49.024	2.2	49.023	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s637	False
3.255	51.227	3.255	54.482	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	3.255	to_hand	poldrack-single-stim	s637	False
0.1	54.484	1.025	55.509	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	1.025	to_board	poldrack-single-stim	s637	False
0.1	55.512	0.192	55.704	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.192	to_hand	poldrack-single-stim	s637	False
0.1	55.705	2.145	57.85	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	2.145	to_board	poldrack-single-stim	s637	False
0.1	57.853	1.067	58.92	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	1.067	to_hand	poldrack-single-stim	s637	False
0.1	58.922	0.664	59.586	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.664	to_board	poldrack-single-stim	s637	False
0.1	59.589	0.81	60.399	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.81	to_hand	poldrack-single-stim	s637	False
0.1	60.4	0.461	60.861	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.461	to_board	poldrack-single-stim	s637	False
1.0	60.865	2.0	60.864	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s637	False
3.926	64.873	3.926	68.799	1	PA_without_intermediate	test	ward_and_allport	71	0.0	3.926	to_hand	poldrack-single-stim	s637	False
0.1	68.8	0.761	69.561	0	PA_without_intermediate	test	ward_and_allport	89	0.0	0.761	to_board	poldrack-single-stim	s637	False
0.1	69.564	0.705	70.269	0	PA_without_intermediate	test	ward_and_allport	71	0.0	0.705	to_hand	poldrack-single-stim	s637	False
0.1	70.27	0.438	70.708	0	PA_without_intermediate	test	ward_and_allport	89	0.0	0.438	to_board	poldrack-single-stim	s637	False
0.1	70.711	1.047	71.758	0	PA_without_intermediate	test	ward_and_allport	71	0.0	1.047	to_hand	poldrack-single-stim	s637	False
0.1	71.758	0.52	72.278	0	PA_without_intermediate	test	ward_and_allport	82	0.0	0.52	to_board	poldrack-single-stim	s637	False
1.0	72.283	3.088	72.282	0	PA_without_intermediate	test	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s637	False
2.591	75.374	2.591	77.965	1	PA_with_intermediate	test	ward_and_allport	71	1.0	2.591	to_hand	poldrack-single-stim	s637	False
0.1	77.967	1.208	79.175	0	PA_with_intermediate	test	ward_and_allport	89	1.0	1.208	to_board	poldrack-single-stim	s637	False
0.1	79.178	0.763	79.941	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.763	to_hand	poldrack-single-stim	s637	False
0.1	79.942	1.206	81.148	0	PA_with_intermediate	test	ward_and_allport	82	1.0	1.206	to_board	poldrack-single-stim	s637	False
0.1	81.152	0.508	81.66	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.508	to_hand	poldrack-single-stim	s637	False
0.1	81.662	0.172	81.834	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.172	to_board	poldrack-single-stim	s637	False
0.1	81.837	0.7	82.537	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.7	to_hand	poldrack-single-stim	s637	False
0.1	82.538	0.126	82.664	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.126	to_board	poldrack-single-stim	s637	False
0.1	82.668	0.486	83.154	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.486	to_hand	poldrack-single-stim	s637	False
0.1	83.156	0.509	83.665	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.509	to_board	poldrack-single-stim	s637	False
1.0	83.669	2.0	83.668	0	PA_with_intermediate	test	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s637	False
3.543	85.673	3.543	89.216	1	PA_without_intermediate	test	ward_and_allport	89	2.0	3.543	to_hand	poldrack-single-stim	s637	False
0.1	89.218	0.966	90.184	0	PA_without_intermediate	test	ward_and_allport	71	2.0	0.966	to_board	poldrack-single-stim	s637	False
0.1	90.188	1.131	91.319	0	PA_without_intermediate	test	ward_and_allport	89	2.0	1.131	to_hand	poldrack-single-stim	s637	False
0.1	91.32	0.278	91.598	0	PA_without_intermediate	test	ward_and_allport	89	2.0	0.278	to_board	poldrack-single-stim	s637	False
0.1	91.602	0.513	92.115	0	PA_without_intermediate	test	ward_and_allport	89	2.0	0.513	to_hand	poldrack-single-stim	s637	False
0.1	92.116	0.763	92.879	0	PA_without_intermediate	test	ward_and_allport	82	2.0	0.763	to_board	poldrack-single-stim	s637	False
0.1	92.883	0.697	93.58	0	PA_without_intermediate	test	ward_and_allport	89	2.0	0.697	to_hand	poldrack-single-stim	s637	False
0.1	93.581	0.919	94.5	0	PA_without_intermediate	test	ward_and_allport	71	2.0	0.919	to_board	poldrack-single-stim	s637	False
1.0	94.505	2.0	94.504	0	PA_without_intermediate	test	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s637	False
3.269	96.509	3.269	99.778	1	PA_without_intermediate	test	ward_and_allport	71	3.0	3.269	to_hand	poldrack-single-stim	s637	False
0.1	99.78	1.117	100.897	0	PA_without_intermediate	test	ward_and_allport	82	3.0	1.117	to_board	poldrack-single-stim	s637	False
0.1	100.9	0.807	101.707	0	PA_without_intermediate	test	ward_and_allport	71	3.0	0.807	to_hand	poldrack-single-stim	s637	False
0.1	101.708	0.688	102.396	0	PA_without_intermediate	test	ward_and_allport	82	3.0	0.688	to_board	poldrack-single-stim	s637	False
0.1	102.4	1.366	103.766	0	PA_without_intermediate	test	ward_and_allport	71	3.0	1.366	to_hand	poldrack-single-stim	s637	False
