onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.018	0.5	3.017	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s585	False
5.521	0.5	6.124	2.18	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.603	probe	AX	s585	False
7.703	0.5	7.702	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s585	False
10.207	0.5	10.944	2.316	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.737	probe	AY	s585	False
12.53	0.5	12.529	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s585	False
15.036	0.5	15.766	1.636	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.73	probe	AY	s585	False
16.674	0.5	16.673	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s585	False
19.181	0.5	19.493	1.908	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.312	probe	BX	s585	False
21.09	0.5	21.089	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s585	False
23.597	0.5	24.273	3.54	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.676	probe	AX	s585	False
27.14	0.5	27.139	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s585	False
29.644	0.5	29.888	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.244	probe	BX	s585	False
31.286	0.5	31.285	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s585	False
33.792	0.5	34.016	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.224	probe	BY	s585	False
35.299	0.5	35.298	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s585	False
37.808	0.5	38.238	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.43	probe	AX	s585	False
39.315	0.5	39.314	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s585	False
41.824	0.5	42.238	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.414	probe	AX	s585	False
43.603	0.5	43.602	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s585	False
46.11	0.5	46.318	2.452	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.208	probe	BY	s585	False
48.569	0.5	48.568	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s585	False
51.075	0.5	51.439	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.364	probe	AX	s585	False
52.985	0.5	52.984	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s585	False
55.491	0.5	55.749	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.258	probe	BX	s585	False
57.129	0.5	57.128	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s585	False
59.638	0.5	60.011	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.373	probe	AX	s585	False
61.14	0.5	61.139	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s585	False
63.646	0.5	63.98	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.334	probe	AX	s585	False
65.284	0.5	65.283	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s585	False
67.795	0.5	68.167	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.372	probe	AX	s585	False
69.433	0.5	69.432	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s585	False
71.94	0.5	72.191	2.452	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.251	probe	BY	s585	False
