onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stop_response	stopped	trial_id	trial_type	worker_id	junk
3.008	0.85	0.25	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.642	89.0	False	stim	noncrit_nosignal	s061	False
5.261	0.85	0.25	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.796	89.0	False	stim	noncrit_nosignal	s061	False
7.514	0.85	0.25	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.758	89.0	False	stim	noncrit_signal	s061	False
9.867	0.85	0.25	2.55	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s061	False
12.419	0.85	0.3	2.95	1.0	71.0	motor_selective_stop_signal	71.0	True	0.602	89.0	False	stim	noncrit_nosignal	s061	False
15.372	0.85	0.3	2.25	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s061	False
17.625	0.85	0.35	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.66	89.0	False	stim	noncrit_nosignal	s061	False
19.977	0.85	0.35	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.627	89.0	False	stim	noncrit_nosignal	s061	False
22.53	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.559	89.0	False	stim	noncrit_signal	s061	False
24.783	0.85	0.35	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.614	89.0	False	stim	noncrit_signal	s061	False
27.135	0.85	0.35	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.551	89.0	False	stim	noncrit_signal	s061	False
29.688	0.85	0.35	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.495	89.0	False	stim	noncrit_signal	s061	False
32.14	0.85	0.35	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.525	89.0	False	stim	noncrit_nosignal	s061	False
34.493	0.85	0.35	2.65	1.0	71.0	motor_selective_stop_signal	71.0	True	0.543	89.0	False	stim	noncrit_nosignal	s061	False
37.146	0.85	0.35	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.565	89.0	False	stim	crit_go	s061	False
39.698	0.85	0.35	2.75	1.0	89.0	motor_selective_stop_signal	89.0	True	0.557	89.0	False	stim	crit_stop_failure	s061	False
42.451	0.85	0.3	2.55	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s061	False
45.004	0.85	0.35	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.599	89.0	False	stim	noncrit_signal	s061	False
47.458	0.85	0.35	2.75	1.0	71.0	motor_selective_stop_signal	71.0	True	0.607	89.0	False	stim	noncrit_nosignal	s061	False
50.211	0.85	0.35	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.534	89.0	False	stim	noncrit_nosignal	s061	False
52.764	0.85	0.35	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.463	89.0	False	stim	crit_stop_failure	s061	False
55.116	0.85	0.3	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.662	89.0	False	stim	noncrit_nosignal	s061	False
57.368	0.85	0.3	2.65	1.0	89.0	motor_selective_stop_signal	89.0	True	0.599	89.0	False	stim	crit_go	s061	False
60.021	0.85	0.3	2.25	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s061	False
62.274	0.85	0.35	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.465	89.0	False	stim	noncrit_nosignal	s061	False
