onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.004	8.5	10.14	0.75	survey_medley	forward	66,89,71,82,77	I refuse things that are bad for me.	66,89,71,82,77	9.136	brief	Q14	s628	False
10.143	8.5	12.614	0.5	survey_medley	reverse	66,89,71,82,77	I have a hard time breaking bad habits.	66,89,71,82,77	2.471	brief	Q10	s628	False
19.76	8.5	22.226	1.0	survey_medley	reverse	66,89,71,82,77	I have trouble concentrating.	66,89,71,82,77	2.466	brief	Q18	s628	False
29.377	8.5	30.823	1.0	survey_medley	reverse	66,89,71,82,77	I say inappropriate things.	66,89,71,82,77	1.446	brief	Q12	s628	False
39.674	8.5	43.078	0.75	survey_medley	forward	66,89,71,82,77	I could do anything I want in the future.	66,89,71,82,77	3.404	future_time	Q27	s628	False
49.766	8.5	57.79	1.0	survey_medley	reverse	66,89,71,82	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82,77	8.024	upps	Q32	s628	False
58.836	8.5	66.202	0.75	survey_medley	reverse	66,89,71,82,77	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	7.366	grit	Q06	s628	False
68.997	8.5	70.689	1.0	survey_medley	forward	66,89,71,82,77	I am a hard worker.	66,89,71,82,77	1.692	grit	Q04	s628	False
78.884	8.5	83.293	0.75	survey_medley	reverse	66,89,71,82,77	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	4.409	grit	Q01	s628	False
88.567	8.5	92.144	1.0	survey_medley	reverse	66,89,71,82,77	I often act without thinking through all the alternatives.	66,89,71,82,77	3.577	brief	Q21	s628	False
98.113	8.5	102.642	0.75	survey_medley	reverse	66,89,71,82,77	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	4.529	grit	Q05	s628	False
109.429	8.5	111.946	1.0	survey_medley	forward	66,89,71,82,77	Many opportunities await me in the future.	66,89,71,82,77	2.517	future_time	Q22	s628	False
119.043	8.5	122.932	0.75	survey_medley	forward	66,89,71,82,77	My future seems infinite to me.	66,89,71,82,77	3.889	future_time	Q26	s628	False
128.251	8.5	132.52	1.0	survey_medley	forward	66,89,71,82,77	There is plenty of time left in my life to make new plans.	66,89,71,82,77	4.269	future_time	Q28	s628	False
137.797	8.5	140.096	0.75	survey_medley	reverse	66,89,71,82,77	I am lazy.	66,89,71,82,77	2.299	brief	Q11	s628	False
147.274	8.5	150.306	0.75	survey_medley	forward	66,89,71,82,77	Setbacks don't discourage me.	66,89,71,82,77	3.032	grit	Q02	s628	False
156.484	8.5	162.096	1.0	survey_medley	reverse	66,89,71,82	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82,77	5.612	upps	Q36	s628	False
166.574	8.5	171.779	1.0	survey_medley	reverse	66,89	Do you sometimes like doing things that are a bit frightening?	66,89,71,82,77	5.205	impulsive_venture	Q39	s628	False
177.484	8.5	181.673	0.5	survey_medley	forward	66,89,71,82,77	I am good at resisting temptation.	66,89,71,82,77	4.189	brief	Q09	s628	False
