onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.01	4.124	7.134	0.2623233097826598	draw_card	4.124	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-2.277944398524252	4.124	n/a	stim	poldrack-single-stim	s512	False	1
7.137	1.95	9.087	-2.4710100235506727	draw_card	1.95	columbia_card_task_fmri	12.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	-0.0416870122284862	1.95	2.0	stim	poldrack-single-stim	s512	False	0
9.841	1.5	9.09	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s512	False	0
11.548	2.023	13.571	1.0956566431159938	draw_card	2.023	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	0.3260263485627561	2.023	n/a	stim	poldrack-single-stim	s512	False	1
13.573	2.032	15.605	-1.871010023550673	draw_card	2.032	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	2.7538623179564183	2.032	n/a	stim	poldrack-single-stim	s512	False	1
15.607	1.457	17.064	-6.321010023550674	draw_card	1.457	columbia_card_task_fmri	14.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	5.688016513133796	1.457	n/a	stim	poldrack-single-stim	s512	False	1
17.067	1.053	18.12	-13.73767669021734	end_round	1.053	columbia_card_task_fmri	14.0	0.6666666666666667	71.0	-75.0	0.3333333333333333	6.0	4.0	1.0	9.100963449556978	1.053	3.0	stim	poldrack-single-stim	s512	False	1
18.874	1.5	18.123	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s512	False	0
20.58	1.388	21.968	2.76232330978266	draw_card	1.388	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-1.162052976389031	1.388	n/a	stim	poldrack-single-stim	s512	False	1
21.97	1.246	23.216	-0.0710100235506741	draw_card	1.246	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	1.1563160119018008	1.246	n/a	stim	poldrack-single-stim	s512	False	1
23.218	0.913	24.131	-4.321010023550674	draw_card	0.913	columbia_card_task_fmri	15.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	3.958233096093366	0.913	n/a	stim	poldrack-single-stim	s512	False	1
