onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.007	8.5	5.289	1.0	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	4.282	brief	Q14	s601	False
10.147	8.5	14.796	0.25	survey_medley	reverse	I have a hard time breaking bad habits.	66,89,71,82,77	4.649	brief	Q10	s601	False
19.763	8.5	22.67	0.75	survey_medley	reverse	I have trouble concentrating.	66,89,71,82,77	2.907	brief	Q18	s601	False
29.377	8.5	33.065	0.75	survey_medley	reverse	I say inappropriate things.	66,89,71,82,77	3.688	brief	Q12	s601	False
39.672	8.5	43.681	0.5	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	4.009	future_time	Q27	s601	False
49.764	8.5	49.763		survey_medley	reverse	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82		upps	Q32	s601	False
58.836	8.5	63.816	0.5	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	4.98	grit	Q06	s601	False
68.995	8.5	70.982	1.0	survey_medley	forward	I am a hard worker.	66,89,71,82,77	1.987	grit	Q04	s601	False
78.881	8.5	82.533	0.25	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	3.652	grit	Q01	s601	False
88.564	8.5	91.462	0.5	survey_medley	reverse	I often act without thinking through all the alternatives.	66,89,71,82,77	2.898	brief	Q21	s601	False
98.113	8.5	102.097	0.25	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	3.984	grit	Q05	s601	False
109.43	8.5	111.525	0.75	survey_medley	forward	Many opportunities await me in the future.	66,89,71,82,77	2.095	future_time	Q22	s601	False
119.043	8.5	121.124	0.75	survey_medley	forward	My future seems infinite to me.	66,89,71,82,77	2.081	future_time	Q26	s601	False
128.252	8.5	131.193	0.75	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	2.941	future_time	Q28	s601	False
137.801	8.5	139.332	0.75	survey_medley	reverse	I am lazy.	66,89,71,82,77	1.531	brief	Q11	s601	False
147.279	8.5	150.373	0.5	survey_medley	forward	Setbacks don't discourage me.	66,89,71,82,77	3.094	grit	Q02	s601	False
156.486	8.5	163.011	0.0	survey_medley	reverse	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82	6.525	upps	Q36	s601	False
166.575	8.5	166.574		survey_medley	reverse	Do you sometimes like doing things that are a bit frightening?	66,89		impulsive_venture	Q39	s601	False
177.485	8.5	180.316	0.25	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	2.831	brief	Q09	s601	False
187.374	8.5	191.069	0.75	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	3.695	brief	Q13	s601	False
196.513	8.5	199.923	0.75	survey_medley	forward	I am able to work effectively toward long-term goals.	66,89,71,82,77	3.41	brief	Q19	s601	False
206.879	8.5	211.219	0.75	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.34	brief	Q17	s601	False
216.563	8.5	222.101	0.3333333333333333	survey_medley	reverse	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82	5.538	upps	Q33	s601	False
226.721	8.5	234.306	0.75	survey_medley	reverse	There are only limited possibilities in my future.	66,89,71,82,77	7.585	future_time	Q30	s601	False
235.927	8.5	239.362	0.5	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	3.435	grit	Q07	s601	False
247.106	8.5	251.933	0.5	survey_medley	forward	Most of my life lies ahead of me.	66,89,71,82,77	4.827	future_time	Q25	s601	False
256.383	8.5	262.879	0.25	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	6.496	brief	Q16	s601	False
265.999	8.5	269.061	0.5	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	3.062	brief	Q20	s601	False
275.071	8.5	275.07		survey_medley	reverse	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89		impulsive_venture	Q38	s601	False
284.075	8.5	287.733	0.75	survey_medley	forward	I expect that I will set many new goals in the future.	66,89,71,82,77	3.658	future_time	Q23	s601	False
298.384	8.5	301.015	0.0	survey_medley	reverse	I wish I had more self-discipline.	66,89,71,82,77	2.631	brief	Q15	s601	False
307.454	8.5	314.41	0.0	survey_medley	reverse	When I get really happy about something, I tend to do things that can have bad consequences.	66,89,71,82	6.956	upps	Q34	s601	False
317.75	8.5	321.159	0.0	survey_medley	reverse	I tend to act without thinking when I am really excited.	66,89,71,82	3.409	upps	Q37	s601	False
329.54	8.5	331.851	0.75	survey_medley	forward	My future is filled with possibilities.	66,89,71,82,77	2.311	future_time	Q24	s601	False
338.746	8.5	343.035	0.75	survey_medley	reverse	As I get older, I begin to experience time as limited.	66,89,71,82,77	4.289	future_time	Q31	s601	False
348.227	8.5	352.216	0.25	survey_medley	forward	I am diligent.	66,89,71,82,77	3.989	grit	Q08	s601	False
358.184	8.5	362.197	0.0	survey_medley	reverse	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82	4.013	upps	Q35	s601	False
370.042	8.5	374.609	0.25	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	4.567	grit	Q03	s601	False
379.251	8.5	379.25		survey_medley	reverse	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66,89		impulsive_venture	Q40	s601	False
390.77	8.5	393.615	0.75	survey_medley	reverse	I have the sense that time is running out.	66,89,71,82,77	2.845	future_time	Q29	s601	False
