onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.941	0.5	3.94	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
6.45	0.5	6.834	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.384	probe	AX	s638	False
8.229	0.5	8.228	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
10.739	0.5	11.168	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.429	probe	AX	s638	False
12.245	0.5	12.244	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s638	False
14.756	0.5	15.253	2.452	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.497	probe	AY	s638	False
17.215	0.5	17.214	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s638	False
19.726	0.5	20.195	1.772	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.469	probe	AY	s638	False
21.503	0.5	21.502	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
24.016	0.5	24.745	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.729	probe	AX	s638	False
25.93	0.5	25.929	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
28.442	0.5	29.189	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.747	probe	AX	s638	False
30.353	0.5	30.352	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
32.86	0.5	33.582	2.588	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.722	probe	AX	s638	False
35.454	0.5	35.453	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s638	False
37.965	0.5	38.429	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.464	probe	AY	s638	False
39.472	0.5	39.471	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s638	False
41.981	0.5	42.557	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.576	probe	BY	s638	False
43.487	0.5	43.486	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s638	False
45.996	0.5	46.95	1.5	BY	0.0	71.0	dot_pattern_expectancy	89.0	0.954	probe	BY	s638	False
47.503	0.5	47.502	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
50.015	0.5	50.649	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.634	probe	AX	s638	False
51.657	0.5	51.656	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s638	False
54.166	0.5	54.667	2.044	BX	0.0	71.0	dot_pattern_expectancy	89.0	0.501	probe	BX	s638	False
56.214	0.5	56.213	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
58.722	0.5	59.278	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.556	probe	AX	s638	False
60.5	0.5	60.499	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s638	False
63.01	0.5	63.428	2.588	BX	0.0	71.0	dot_pattern_expectancy	89.0	0.418	probe	BX	s638	False
65.605	0.5	65.604	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s638	False
68.111	0.5	68.531	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.42	probe	AY	s638	False
69.617	0.5	69.616	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
72.127	0.5	73.288	2.452	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.161	probe	AX	s638	False
74.583	0.5	74.582	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s638	False
77.091	0.5	77.812	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.721	probe	BY	s638	False
78.734	0.5	78.733	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
81.246	0.5	82.34	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.094	probe	AX	s638	False
82.889	0.5	82.888	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
85.4	0.5	86.458	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.058	probe	AX	s638	False
86.903	0.5	86.902	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s638	False
89.412	0.5	89.959	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.547	probe	BY	s638	False
91.055	0.5	91.054	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
93.563	0.5	94.143	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.58	probe	AX	s638	False
95.07	0.5	95.069	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s638	False
97.582	0.5	98.17	2.18	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.588	probe	AY	s638	False
99.768	0.5	99.767	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
102.273	0.5	102.811	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.538	probe	AX	s638	False
103.779	0.5	103.778	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s638	False
106.291	0.5	107.002	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.711	probe	AX	s638	False
108.208	0.5	108.207	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s638	False
