onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.017	4.47	7.487	-2.2143767813849777	draw_card	4.47	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-1.8026860245302456	4.47	n/a	stim	poldrack-single-stim	s645	False	1
7.49	2.139	9.629	-4.94771011471831	end_round	2.139	columbia_card_task_fmri	12.0	0.8	71.0	-70.0	0.2	6.0	2.0	1.0	0.4373831023939729	2.139	1.0	stim	poldrack-single-stim	s645	False	1
10.386	1.5	9.635	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s645	False	0
11.955	5.376	17.331	-1.381043448051644	end_round	5.376	columbia_card_task_fmri	14.0	0.8333333333333334	71.0	-75.0	0.1666666666666666	6.0	1.0	1.0	0.8056739953906131	5.376	0.0	stim	poldrack-single-stim	s645	False	1
18.088	1.5	17.337	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s645	False	0
19.658	2.258	21.916	0.285623218615022	draw_card	2.258	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-0.6848252267670283	2.258	n/a	stim	poldrack-single-stim	s645	False	1
21.917	2.931	24.848	-2.547710114718312	end_round	2.931	columbia_card_task_fmri	15.0	0.8	71.0	-70.0	0.2	6.0	2.0	1.0	1.6372217362701136	2.931	1.0	stim	poldrack-single-stim	s645	False	1
25.607	1.5	24.856	n/a	-1.0	2.862	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s645	False	0
27.721	2.246	29.967	1.118956551948356	draw_card	2.246	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	1.9235605509536384	2.246	n/a	stim	poldrack-single-stim	s645	False	1
29.968	1.205	31.173	-1.9477101147183105	end_round	1.205	columbia_card_task_fmri	17.0	0.8	71.0	-75.0	0.2	6.0	2.0	1.0	4.4368861342444745	1.205	1.0	stim	poldrack-single-stim	s645	False	1
