onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.014	0.5	3.013	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
5.517	0.5	5.952	2.18	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.435	probe	AX	s609	False
7.699	0.5	7.698	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s609	False
10.203	0.5	10.756	2.316	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.553	probe	AY	s609	False
12.525	0.5	12.524	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s609	False
15.032	0.5	15.561	1.636	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.529	probe	AY	s609	False
16.669	0.5	16.668	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s609	False
19.176	0.5	19.451	1.908	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.275	probe	BX	s609	False
21.085	0.5	21.084	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
23.592	0.5	23.929	3.54	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.337	probe	AX	s609	False
27.133	0.5	27.132	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s609	False
29.643	0.5	30.058	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.415	probe	BX	s609	False
31.283	0.5	31.282	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s609	False
33.793	0.5	34.114	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.321	probe	BY	s609	False
35.295	0.5	35.294	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
37.802	0.5	38.217	1.5	AX	0.0	89.0	dot_pattern_expectancy	71.0	0.415	probe	AX	s609	False
39.303	0.5	39.302	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
41.809	0.5	42.191	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.382	probe	AX	s609	False
43.587	0.5	43.586	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s609	False
46.098	0.5	46.505	2.452	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.407	probe	BY	s609	False
48.552	0.5	48.551	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
51.058	0.5	51.73	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.672	probe	AX	s609	False
52.968	0.5	52.967	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s609	False
55.474	0.5	55.876	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.402	probe	BX	s609	False
57.112	0.5	57.111	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
59.623	0.5	60.099	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.476	probe	AX	s609	False
61.128	0.5	61.127	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
63.64	0.5	64.154	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.514	probe	AX	s609	False
65.281	0.5	65.28	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
67.784	0.5	68.312	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.528	probe	AX	s609	False
69.426	0.5	69.425	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s609	False
71.935	0.5	72.4	2.452	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.465	probe	BY	s609	False
74.392	0.5	74.391	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
76.9	0.5	77.356	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.456	probe	AX	s609	False
78.402	0.5	78.401	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s609	False
80.914	0.5	81.191	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.277	probe	BY	s609	False
82.415	0.5	82.414	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
84.92	0.5	85.513	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.593	probe	AX	s609	False
86.557	0.5	86.556	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
89.064	0.5	89.483	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.419	probe	AX	s609	False
90.701	0.5	90.7	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s609	False
93.208	0.5	93.841	1.636	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.633	probe	AY	s609	False
94.845	0.5	94.844	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
97.354	0.5	97.942	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.588	probe	AX	s609	False
98.856	0.5	98.855	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
101.365	0.5	101.827	1.5	AX	0.0	89.0	dot_pattern_expectancy	71.0	0.462	probe	AX	s609	False
102.867	0.5	102.866	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
105.37	0.5	105.887	1.772	AX	0.0	89.0	dot_pattern_expectancy	71.0	0.517	probe	AX	s609	False
107.148	0.5	107.147	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
109.651	0.5	110.116	2.18	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.465	probe	AX	s609	False
111.837	0.5	111.836	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s609	False
114.346	0.5	114.645	1.772	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.299	probe	BX	s609	False
116.12	0.5	116.119	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s609	False
118.631	0.5	119.141	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.51	probe	BY	s609	False
120.136	0.5	120.135	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
122.647	0.5	123.237	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.59	probe	AX	s609	False
124.152	0.5	124.151	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
126.658	0.5	127.303	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.645	probe	AX	s609	False
128.296	0.5	128.295	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s609	False
130.803	0.5	131.495	2.18	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.692	probe	AY	s609	False
132.984	0.5	132.983	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s609	False
135.493	0.5	136.032	2.316	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.539	probe	AY	s609	False
137.811	0.5	137.81	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s609	False
140.32	0.5	140.629	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.309	probe	BX	s609	False
141.96	0.5	141.959	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s609	False
144.466	0.5	144.773	2.18	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.307	probe	BX	s609	False
146.648	0.5	146.647	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s609	False
149.159	0.5	150.118	2.044	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.959	probe	AY	s609	False
151.208	0.5	151.207	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
153.717	0.5	154.376	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.659	probe	AX	s609	False
155.494	0.5	155.493	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
158.0	0.5	158.613	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.613	probe	AX	s609	False
159.501	0.5	159.5	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
162.008	0.5	162.499	2.18	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.491	probe	AX	s609	False
164.193	0.5	164.192	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s609	False
166.696	0.5	167.194	2.452	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.498	probe	AY	s609	False
169.149	0.5	169.148	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
171.656	0.5	172.255	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.599	probe	AX	s609	False
173.297	0.5	173.296	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
175.804	0.5	176.311	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.507	probe	AX	s609	False
188.229	0.5	188.228	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
190.736	0.5	191.387	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.651	probe	AX	s609	False
192.509	0.5	192.508	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
195.012	0.5	195.63	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.618	probe	AX	s609	False
196.514	0.5	196.513	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s609	False
199.026	0.5	199.62	2.452	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.594	probe	AY	s609	False
201.48	0.5	201.479	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s609	False
203.989	0.5	204.539	1.772	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.55	probe	AY	s609	False
205.763	0.5	205.762	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
208.269	0.5	208.653	1.908	AX	0.0	89.0	dot_pattern_expectancy	71.0	0.384	probe	AX	s609	False
210.179	0.5	210.178	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
212.685	0.5	213.18	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.495	probe	AX	s609	False
214.595	0.5	214.594	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s609	False
217.104	0.5	217.748	2.588	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.644	probe	AX	s609	False
219.693	0.5	219.692	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s609	False
222.202	0.5	222.814	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.612	probe	AY	s609	False
223.704	0.5	223.703	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s609	False
