onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.009	3.23	6.239	-1.1324193072472888	draw_card	3.23	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-2.0679465036827764	3.23	n/a	stim	poldrack-single-stim	s617	False	1
6.243	1.829	8.072	-3.865752640580621	draw_card	1.829	columbia_card_task_fmri	12.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	0.1721388947784419	1.829	2.0	stim	poldrack-single-stim	s617	False	0
8.829	1.5	8.078	n/a	-1.0	2.25	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s617	False	0
10.332	1.597	11.929	-0.2990859739139548	draw_card	1.597	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	0.5404322526344245	1.597	1.0	stim	poldrack-single-stim	s617	False	0
12.681	1.5	11.93	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s617	False	0
14.318	1.961	16.279	1.3675806927527112	draw_card	1.961	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-0.9500772983233254	1.961	n/a	stim	poldrack-single-stim	s617	False	1
16.28	1.83	18.11	-1.4657526405806227	draw_card	1.83	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	1.3719853624387213	1.83	2.0	stim	poldrack-single-stim	s617	False	0
18.863	1.5	18.112	n/a	-1.0	2.59	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s617	False	0
20.705	1.233	21.938	2.2009140260860454	draw_card	1.233	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	1.6583259656109206	1.233	n/a	stim	poldrack-single-stim	s617	False	1
21.94	0.733	22.673	-0.8657526405806213	end_round	0.733	columbia_card_task_fmri	17.0	0.8	71.0	-75.0	0.2	6.0	2.0	1.0	4.171666053101269	0.733	1.0	stim	poldrack-single-stim	s617	False	1
