onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stop_response	stopped	trial_id	trial_type	worker_id	junk
3.005	0.85	0.15	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.513	71.0	False	stim	crit_go	s634	False
5.357	0.85	0.15	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.532	71.0	False	stim	noncrit_nosignal	s634	False
7.608	0.85	0.15	2.45	1.0	89.0	motor_selective_stop_signal	89.0	True	0.333	71.0	False	stim	noncrit_signal	s634	False
10.06	0.85	0.15	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.453	71.0	False	stim	noncrit_nosignal	s634	False
12.412	0.85	0.15	2.65	1.0	89.0	motor_selective_stop_signal	89.0	True	0.532	71.0	False	stim	noncrit_signal	s634	False
15.063	0.85	0.15	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.432	71.0	False	stim	noncrit_nosignal	s634	False
17.314	0.85	0.15	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.383	71.0	False	stim	crit_stop_failure	s634	False
19.566	0.85	0.1	2.45	1.0	89.0	motor_selective_stop_signal	89.0	True	0.522	71.0	False	stim	noncrit_nosignal	s634	False
22.017	0.85	0.1	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.409	71.0	False	stim	noncrit_nosignal	s634	False
24.268	0.85	0.1	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.382	71.0	False	stim	crit_stop_failure	s634	False
26.82	0.85	0.05	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.511	71.0	False	stim	noncrit_nosignal	s634	False
29.072	0.85	0.05	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.625	71.0	False	stim	noncrit_signal	s634	False
31.423	0.85	0.05	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.417	71.0	False	stim	crit_stop_failure	s634	False
33.675	0.85	0.0	2.55	1.0	71.0	motor_selective_stop_signal	-1.0	True	n/a	71.0	True	stim	crit_stop_success	s634	False
36.226	0.85	0.05	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.574	71.0	False	stim	crit_go	s634	False
38.777	0.85	0.05	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.597	71.0	False	stim	crit_go	s634	False
41.128	0.85	0.05	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.368	71.0	False	stim	noncrit_nosignal	s634	False
43.48	0.85	0.05	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.326	71.0	False	stim	noncrit_nosignal	s634	False
45.731	0.85	0.05	2.45	1.0	89.0	motor_selective_stop_signal	89.0	True	0.736	71.0	False	stim	noncrit_signal	s634	False
48.182	0.85	0.05	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.474	71.0	False	stim	noncrit_nosignal	s634	False
50.434	0.85	0.05	2.45	1.0	89.0	motor_selective_stop_signal	89.0	True	0.513	71.0	False	stim	noncrit_signal	s634	False
52.885	0.85	0.05	2.65	1.0	71.0	motor_selective_stop_signal	71.0	True	0.489	71.0	False	stim	crit_stop_failure	s634	False
55.536	0.85	0.0	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.617	71.0	False	stim	crit_go	s634	False
57.988	0.85	0.0	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.525	71.0	False	stim	crit_go	s634	False
60.339	0.85	0.0	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.458	71.0	False	stim	noncrit_signal	s634	False
62.59	0.85	0.0	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.537	71.0	False	stim	noncrit_nosignal	s634	False
65.142	0.85	0.0	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.506	71.0	False	stim	noncrit_nosignal	s634	False
67.393	0.85	0.0	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.47	71.0	False	stim	noncrit_nosignal	s634	False
69.644	0.85	0.0	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.427	71.0	False	stim	noncrit_nosignal	s634	False
71.995	0.85	0.0	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.397	71.0	False	stim	noncrit_nosignal	s634	False
74.246	0.85	0.0	2.65	1.0	89.0	motor_selective_stop_signal	89.0	True	0.612	71.0	False	stim	noncrit_signal	s634	False
76.897	0.85	0.0	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.453	71.0	False	stim	noncrit_signal	s634	False
79.248	0.85	0.0	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.621	71.0	False	stim	crit_go	s634	False
81.7	0.85	0.0	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.467	71.0	False	stim	noncrit_signal	s634	False
84.051	0.85	0.0	2.25	1.0	71.0	motor_selective_stop_signal	-1.0	True	n/a	71.0	True	stim	crit_stop_success	s634	False
86.302	0.85	0.05	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.4	71.0	False	stim	noncrit_nosignal	s634	False
88.554	0.85	0.05	2.25	1.0	71.0	motor_selective_stop_signal	-1.0	True	n/a	71.0	True	stim	crit_stop_success	s634	False
90.805	0.85	0.1	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.596	71.0	False	stim	crit_go	s634	False
93.056	0.85	0.1	2.35	1.0	71.0	motor_selective_stop_signal	-1.0	True	n/a	71.0	True	stim	crit_stop_success	s634	False
95.407	0.85	0.15	3.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.565	71.0	False	stim	crit_go	s634	False
98.758	0.85	0.15	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.545	71.0	False	stim	noncrit_nosignal	s634	False
101.31	0.85	0.15	2.75	0.0	71.0	motor_selective_stop_signal	89.0	True	0.351	71.0	False	stim	crit_stop_failure	s634	False
104.061	0.85	0.1	2.75	1.0	71.0	motor_selective_stop_signal	71.0	True	0.79	71.0	False	stim	crit_go	s634	False
106.812	0.85	0.1	2.65	1.0	89.0	motor_selective_stop_signal	89.0	True	0.538	71.0	False	stim	noncrit_nosignal	s634	False
109.464	0.85	0.1	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.717	71.0	False	stim	crit_stop_failure	s634	False
111.915	0.85	0.05	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.603	71.0	False	stim	crit_go	s634	False
114.167	0.85	0.05	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.462	71.0	False	stim	crit_go	s634	False
116.518	0.85	0.05	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.559	71.0	False	stim	crit_go	s634	False
118.969	0.85	0.05	3.05	1.0	89.0	motor_selective_stop_signal	89.0	True	0.496	71.0	False	stim	noncrit_nosignal	s634	False
122.02	0.85	0.05	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.557	71.0	False	stim	crit_go	s634	False
134.875	0.85	0.05	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.63	71.0	False	stim	noncrit_signal	s634	False
137.126	0.85	0.05	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.488	71.0	False	stim	crit_go	s634	False
139.477	0.85	0.05	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.41	71.0	False	stim	crit_go	s634	False
141.829	0.85	0.05	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.412	71.0	False	stim	noncrit_nosignal	s634	False
144.181	0.85	0.05	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.427	71.0	False	stim	noncrit_signal	s634	False
146.532	0.85	0.05	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.372	71.0	False	stim	crit_go	s634	False
148.883	0.85	0.05	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.456	71.0	False	stim	noncrit_nosignal	s634	False
151.135	0.85	0.05	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.37	71.0	False	stim	crit_stop_failure	s634	False
153.486	0.85	0.0	2.45	1.0	89.0	motor_selective_stop_signal	89.0	True	0.381	71.0	False	stim	noncrit_nosignal	s634	False
155.937	0.85	0.0	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.449	71.0	False	stim	crit_go	s634	False
158.288	0.85	0.0	2.85	1.0	89.0	motor_selective_stop_signal	89.0	True	0.499	71.0	False	stim	noncrit_nosignal	s634	False
161.139	0.85	0.0	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.401	71.0	False	stim	noncrit_nosignal	s634	False
163.69	0.85	0.0	2.75	1.0	71.0	motor_selective_stop_signal	71.0	True	0.499	71.0	False	stim	crit_go	s634	False
166.442	0.85	0.0	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.506	71.0	False	stim	noncrit_signal	s634	False
