onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.009	8.5	5.79	4.0	survey_medley	reverse	66,89,71,82,77	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	4.781	grit	Q06	s604	False
12.328	8.5	15.113	4.0	survey_medley	reverse	66,89,71,82,77	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	2.785	grit	Q01	s604	False
21.945	8.5	24.968	5.0	survey_medley	reverse	66,89,71,82,77	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	3.023	brief	Q13	s604	False
31.155	8.5	32.856	5.0	survey_medley	forward	66,89,71,82,77	I am good at resisting temptation.	66,89,71,82,77	1.701	brief	Q09	s604	False
40.705	8.5	42.893	5.0	survey_medley	reverse	66,89,71,82,77	I often act without thinking through all the alternatives.	66,89,71,82,77	2.188	brief	Q21	s604	False
50.185	8.5	51.611	4.0	survey_medley	forward	66,89,71,82,77	I am a hard worker.	66,89,71,82,77	1.426	grit	Q04	s604	False
59.391	8.5	63.165	4.0	survey_medley	forward	66,89,71,82,77	There is plenty of time left in my life to make new plans.	66,89,71,82,77	3.774	future_time	Q28	s604	False
69.485	8.5	71.904	1.0	survey_medley	forward	66,89,71,82,77	I have the sense that time is running out.	66,89,71,82,77	2.419	future_time	Q29	s604	False
80.395	8.5	83.058	5.0	survey_medley	reverse	66,89,71,82,77	I have a hard time breaking bad habits.	66,89,71,82,77	2.663	brief	Q10	s604	False
90.285	8.5	93.188	2.0	survey_medley	forward	66,89	Do you sometimes like doing things that are a bit frightening?	66,89,71,82,77	2.903	impulsive_venture	Q39	s604	False
99.427	8.5	102.182	4.0	survey_medley	forward	66,89,71,82,77	I finish whatever I begin.	66,89,71,82,77	2.755	grit	Q07	s604	False
109.79	8.5	113.051	2.0	survey_medley	forward	66,89,71,82,77	Setbacks don't discourage me.	66,89,71,82,77	3.261	grit	Q02	s604	False
