onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
220.437	8.5	226.358	0.3333333333333333	survey_medley	reverse	66,89,71,82	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82,77	5.921	upps	Q36	s373	False
229.644	8.5	233.295	1.0	survey_medley	forward	66,89,71,82,77	I expect that I will set many new goals in the future.	66,89,71,82,77	3.651	future_time	Q23	s373	False
239.19	8.5	240.879	1.0	survey_medley	forward	66,89,71,82,77	My future is filled with possibilities.	66,89,71,82,77	1.689	future_time	Q24	s373	False
248.667	8.5	251.766	0.25	survey_medley	forward	66,89,71,82,77	People would say that I have iron self-discipline.	66,89,71,82,77	3.099	brief	Q16	s373	False
257.874	8.5	263.618	1.0	survey_medley	reverse	66,89	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66,89,71,82,77	5.744	impulsive_venture	Q40	s373	False
267.967	8.5	270.32	0.75	survey_medley	forward	66,89,71,82,77	I could do anything I want in the future.	66,89,71,82,77	2.353	future_time	Q27	s373	False
278.873	8.5	281.735	1.0	survey_medley	reverse	66,89,71,82,77	There are only limited possibilities in my future.	66,89,71,82,77	2.862	future_time	Q30	s373	False
288.763	8.5	291.882	0.25	survey_medley	reverse	66,89,71,82,77	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	3.119	brief	Q20	s373	False
297.902	8.5	301.955	0.25	survey_medley	reverse	66,89,71,82,77	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.053	brief	Q17	s373	False
308.268	8.5	311.822	0.25	survey_medley	reverse	66,89,71,82,77	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	3.554	brief	Q13	s373	False
317.952	8.5	321.034	0.25	survey_medley	forward	66,89,71,82,77	Setbacks don't discourage me.	66,89,71,82,77	3.082	grit	Q02	s373	False
328.11	8.5	329.814	0.75	survey_medley	forward	66,89,71,82,77	I am a hard worker.	66,89,71,82,77	1.704	grit	Q04	s373	False
337.317	8.5	339.793	0.75	survey_medley	forward	66,89,71,82,77	I finish whatever I begin.	66,89,71,82,77	2.476	grit	Q07	s373	False
348.496	8.5	351.348	0.75	survey_medley	reverse	66,89,71,82,77	I am lazy.	66,89,71,82,77	2.852	brief	Q11	s373	False
357.772	8.5	362.907	0.0	survey_medley	reverse	66,89	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89,71,82,77	5.135	impulsive_venture	Q38	s373	False
367.388	8.5	370.581	1.0	survey_medley	forward	66,89,71,82,77	There is plenty of time left in my life to make new plans.	66,89,71,82,77	3.193	future_time	Q28	s373	False
376.459	8.5	381.857	0.5	survey_medley	reverse	66,89,71,82,77	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	5.398	grit	Q03	s373	False
385.465	8.5	387.007	1.0	survey_medley	forward	66,89,71,82,77	Many opportunities await me in the future.	66,89,71,82,77	1.542	future_time	Q22	s373	False
