onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.008	8.5	5.1	0.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.092	brief	Q17	s599	False
11.374	8.5	15.912	0.0	survey_medley	reverse	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82	4.538	upps	Q32	s599	False
21.058	8.5	24.211	0.25	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	3.153	brief	Q09	s599	False
31.216	8.5	34.825	0.25	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	3.609	grit	Q01	s599	False
40.423	8.5	43.857	0.75	survey_medley	reverse	There are only limited possibilities in my future.	66,89,71,82,77	3.434	future_time	Q30	s599	False
51.6	8.5	54.65	0.25	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	3.05	brief	Q14	s599	False
60.878	8.5	66.642	0.25	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	5.764	grit	Q06	s599	False
70.492	8.5	73.176	1.0	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	2.684	future_time	Q27	s599	False
79.565	8.5	83.555	0.25	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	3.99	brief	Q16	s599	False
88.567	8.5	91.466	0.0	survey_medley	reverse	I tend to act without thinking when I am really excited.	66,89,71,82	2.899	upps	Q37	s599	False
102.874	8.5	104.834	0.5	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	1.96	grit	Q07	s599	False
111.943	8.5	114.583	0.5	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	2.64	grit	Q05	s599	False
122.24	8.5	126.566	0.25	survey_medley	reverse	As I get older, I begin to experience time as limited.	66,89,71,82,77	4.326	future_time	Q31	s599	False
134.029	8.5	136.445	0.75	survey_medley	forward	My future is filled with possibilities.	66,89,71,82,77	2.416	future_time	Q24	s599	False
143.235	8.5	145.838	0.5	survey_medley	forward	My future seems infinite to me.	66,89,71,82,77	2.603	future_time	Q26	s599	False
152.715	8.5	154.791	0.0	survey_medley	reverse	I wish I had more self-discipline.	66,89,71,82,77	2.076	brief	Q15	s599	False
162.669	8.5	166.068	0.75	survey_medley	forward	Most of my life lies ahead of me.	66,89,71,82,77	3.399	future_time	Q25	s599	False
