duration	onset	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
5.541	3.014	5.541	8.555	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	5.541	to_hand	poldrack-single-stim	s574	False
0.1	8.557	1.052	9.609	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.052	to_board	poldrack-single-stim	s574	False
0.1	9.612	0.404	10.016	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.404	to_hand	poldrack-single-stim	s574	False
0.1	10.018	0.279	10.297	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.279	to_board	poldrack-single-stim	s574	False
0.1	10.299	0.47	10.769	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.47	to_hand	poldrack-single-stim	s574	False
0.1	10.77	0.247	11.017	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.247	to_board	poldrack-single-stim	s574	False
1.0	11.02	2.5	11.019	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s574	False
3.796	13.523	3.796	17.319	1	UA_with_intermediate	practice	ward_and_allport	71	1.0	3.796	to_hand	poldrack-single-stim	s574	False
0.1	17.32	0.264	17.584	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.264	to_board	poldrack-single-stim	s574	False
0.1	17.585	1.487	19.072	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	1.487	to_hand	poldrack-single-stim	s574	False
0.1	19.074	0.262	19.336	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.262	to_board	poldrack-single-stim	s574	False
0.1	19.339	0.338	19.677	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.338	to_hand	poldrack-single-stim	s574	False
0.1	19.679	0.221	19.9	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.221	to_board	poldrack-single-stim	s574	False
0.1	19.902	0.649	20.551	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.649	to_hand	poldrack-single-stim	s574	False
0.1	20.553	0.13	20.683	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.13	to_board	poldrack-single-stim	s574	False
1.0	20.686	2.1	20.685	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s574	False
3.606	22.79	3.606	26.396	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	3.606	to_hand	poldrack-single-stim	s574	False
0.1	26.398	0.297	26.695	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.297	to_board	poldrack-single-stim	s574	False
0.1	26.697	1.507	28.204	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.507	to_hand	poldrack-single-stim	s574	False
0.1	28.204	0.244	28.448	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.244	to_board	poldrack-single-stim	s574	False
0.1	28.45	0.335	28.785	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.335	to_hand	poldrack-single-stim	s574	False
0.1	28.787	0.136	28.923	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.136	to_board	poldrack-single-stim	s574	False
1.0	28.926	2.2	28.925	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s574	False
2.777	31.128	2.777	33.905	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	2.777	to_hand	poldrack-single-stim	s574	False
0.1	33.907	1.469	35.376	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	1.469	to_board	poldrack-single-stim	s574	False
0.1	35.379	0.445	35.824	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	0.445	to_hand	poldrack-single-stim	s574	False
0.1	35.825	0.229	36.054	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.229	to_board	poldrack-single-stim	s574	False
