onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.004	0.5	3.003	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s633	False
5.506	0.5	5.96	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.454	probe	AX	s633	False
7.279	0.5	7.278	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s633	False
9.782	0.5	10.122	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.34	probe	AX	s633	False
11.283	0.5	11.282	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s633	False
13.785	0.5	14.299	2.452	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.514	probe	AY	s633	False
16.239	0.5	16.238	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s633	False
18.741	0.5	19.313	1.772	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.572	probe	AY	s633	False
20.514	0.5	20.513	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s633	False
23.016	0.5	23.372	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.356	probe	AX	s633	False
24.926	0.5	24.925	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s633	False
27.428	0.5	27.96	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.532	probe	AX	s633	False
29.337	0.5	29.336	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s633	False
31.839	0.5	32.194	2.588	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.355	probe	AX	s633	False
34.429	0.5	34.428	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s633	False
36.931	0.5	37.359	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.428	probe	AY	s633	False
38.432	0.5	38.431	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s633	False
40.935	0.5	41.21	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.275	probe	BY	s633	False
42.436	0.5	42.435	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s633	False
44.938	0.5	45.271	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.333	probe	BY	s633	False
46.439	0.5	46.438	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s633	False
48.941	0.5	49.312	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.371	probe	AX	s633	False
50.579	0.5	50.578	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s633	False
53.082	0.5	53.456	2.044	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.374	probe	BX	s633	False
55.127	0.5	55.126	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s633	False
57.63	0.5	57.991	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.361	probe	AX	s633	False
59.403	0.5	59.402	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s633	False
61.906	0.5	62.221	2.588	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.315	probe	BX	s633	False
