onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.005	8.5	5.541	0.5	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	4.536	brief	Q14	s548	False
10.143	8.5	14.467	1.0	survey_medley	reverse	I have a hard time breaking bad habits.	66,89,71,82,77	4.324	brief	Q10	s548	False
19.758	8.5	23.767	0.75	survey_medley	reverse	I have trouble concentrating.	66,89,71,82,77	4.009	brief	Q18	s548	False
29.372	8.5	33.422	0.75	survey_medley	reverse	I say inappropriate things.	66,89,71,82,77	4.05	brief	Q12	s548	False
39.666	8.5	43.507	1.0	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	3.841	future_time	Q27	s548	False
49.757	8.5	58.484	0.3333333333333333	survey_medley	reverse	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82	8.727	upps	Q32	s548	False
58.826	8.5	64.238	0.75	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	5.412	grit	Q06	s548	False
68.985	8.5	72.157	1.0	survey_medley	forward	I am a hard worker.	66,89,71,82,77	3.172	grit	Q04	s548	False
78.871	8.5	84.499	0.5	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	5.628	grit	Q01	s548	False
88.553	8.5	92.608	1.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66,89,71,82,77	4.055	brief	Q21	s548	False
98.099	8.5	101.675	0.75	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	3.576	grit	Q05	s548	False
109.413	8.5	113.244	1.0	survey_medley	forward	Many opportunities await me in the future.	66,89,71,82,77	3.831	future_time	Q22	s548	False
119.027	8.5	121.703	1.0	survey_medley	forward	My future seems infinite to me.	66,89,71,82,77	2.676	future_time	Q26	s548	False
128.233	8.5	133.338	0.75	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	5.105	future_time	Q28	s548	False
137.779	8.5	140.808	0.75	survey_medley	reverse	I am lazy.	66,89,71,82,77	3.029	brief	Q11	s548	False
147.258	8.5	152.973	0.5	survey_medley	forward	Setbacks don't discourage me.	66,89,71,82,77	5.715	grit	Q02	s548	False
156.464	8.5	162.985	0.6666666666666666	survey_medley	reverse	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82	6.521	upps	Q36	s548	False
166.555	8.5	170.657	0.0	survey_medley	reverse	Do you sometimes like doing things that are a bit frightening?	66,89	4.102	impulsive_venture	Q39	s548	False
177.461	8.5	182.187	0.5	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	4.726	brief	Q09	s548	False
187.348	8.5	194.225	0.75	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	6.877	brief	Q13	s548	False
196.486	8.5	201.139	0.75	survey_medley	forward	I am able to work effectively toward long-term goals.	66,89,71,82,77	4.653	brief	Q19	s548	False
206.848	8.5	212.692	0.75	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	5.844	brief	Q17	s548	False
216.53	8.5	223.028	0.6666666666666666	survey_medley	reverse	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82	6.498	upps	Q33	s548	False
226.688	8.5	232.541	0.75	survey_medley	reverse	There are only limited possibilities in my future.	66,89,71,82,77	5.853	future_time	Q30	s548	False
235.894	8.5	240.711	0.75	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	4.817	grit	Q07	s548	False
247.073	8.5	251.207	0.5	survey_medley	forward	Most of my life lies ahead of me.	66,89,71,82,77	4.134	future_time	Q25	s548	False
256.347	8.5	261.173	0.75	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	4.826	brief	Q16	s548	False
265.962	8.5	271.295	0.75	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	5.333	brief	Q20	s548	False
275.033	8.5	281.125	0.0	survey_medley	reverse	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89	6.092	impulsive_venture	Q38	s548	False
284.035	8.5	288.683	0.75	survey_medley	forward	I expect that I will set many new goals in the future.	66,89,71,82,77	4.648	future_time	Q23	s548	False
