onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.012	8.5	7.088	0.25	survey_medley	reverse	66,89,71,82,77	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	6.076	grit	Q06	s638_2	False
12.327	8.5	17.746	0.0	survey_medley	reverse	66,89,71,82,77	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	5.419	grit	Q01	s638_2	False
21.946	8.5	25.392	0.0	survey_medley	reverse	66,89,71,82,77	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	3.446	brief	Q13	s638_2	False
31.153	8.5	35.078	0.5	survey_medley	forward	66,89,71,82,77	I am good at resisting temptation.	66,89,71,82,77	3.925	brief	Q09	s638_2	False
40.704	8.5	45.493	0.25	survey_medley	reverse	66,89,71,82,77	I often act without thinking through all the alternatives.	66,89,71,82,77	4.789	brief	Q21	s638_2	False
50.185	8.5	52.415	1.0	survey_medley	forward	66,89,71,82,77	I am a hard worker.	66,89,71,82,77	2.23	grit	Q04	s638_2	False
59.393	8.5	65.004	0.5	survey_medley	forward	66,89,71,82,77	There is plenty of time left in my life to make new plans.	66,89,71,82,77	5.611	future_time	Q28	s638_2	False
69.488	8.5	73.822	0.25	survey_medley	reverse	66,89,71,82,77	I have the sense that time is running out.	66,89,71,82,77	4.334	future_time	Q29	s638_2	False
80.398	8.5	85.531	0.25	survey_medley	reverse	66,89,71,82,77	I have a hard time breaking bad habits.	66,89,71,82,77	5.133	brief	Q10	s638_2	False
90.288	8.5	94.786	0.0	survey_medley	reverse	66,89	Do you sometimes like doing things that are a bit frightening?	66,89,71,82,77	4.498	impulsive_venture	Q39	s638_2	False
99.429	8.5	103.821	0.25	survey_medley	forward	66,89,71,82,77	I finish whatever I begin.	66,89,71,82,77	4.392	grit	Q07	s638_2	False
109.794	8.5	113.985	0.25	survey_medley	forward	66,89,71,82,77	Setbacks don't discourage me.	66,89,71,82,77	4.191	grit	Q02	s638_2	False
119.478	8.5	124.381	0.5	survey_medley	forward	66,89,71,82,77	People would say that I have iron self-discipline.	66,89,71,82,77	4.903	brief	Q16	s638_2	False
129.64	8.5	138.56	0.3333333333333333	survey_medley	reverse	66,89,71,82	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82,77	8.92	upps	Q36	s638_2	False
138.847	8.5	144.986	0.25	survey_medley	forward	66,89,71,82,77	I am able to work effectively toward long-term goals.	66,89,71,82,77	6.139	brief	Q19	s638_2	False
150.028	8.5	153.7	0.25	survey_medley	reverse	66,89,71,82,77	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	3.672	brief	Q20	s638_2	False
159.307	8.5	163.747	0.0	survey_medley	reverse	66,89,71,82,77	As I get older, I begin to experience time as limited.	66,89,71,82,77	4.44	future_time	Q31	s638_2	False
168.923	8.5	175.227	0.0	survey_medley	reverse	66,89,71,82	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82,77	6.304	upps	Q33	s638_2	False
177.998	8.5	182.835	0.0	survey_medley	reverse	66,89,71,82,77	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.837	brief	Q17	s638_2	False
187.0	8.5	189.451	0.5	survey_medley	forward	66,89,71,82,77	I am diligent.	66,89,71,82,77	2.451	grit	Q08	s638_2	False
201.311	8.5	206.447	0.0	survey_medley	reverse	66,89,71,82	I tend to act without thinking when I am really excited.	66,89,71,82,77	5.136	upps	Q37	s638_2	False
210.385	8.5	214.375	0.5	survey_medley	reverse	66,89,71,82,77	I say inappropriate things.	66,89,71,82,77	3.99	brief	Q12	s638_2	False
220.682	8.5	222.471	1.0	survey_medley	forward	66,89,71,82,77	My future is filled with possibilities.	66,89,71,82,77	1.789	future_time	Q24	s638_2	False
232.476	8.5	236.012	0.25	survey_medley	reverse	66,89,71,82,77	I have trouble concentrating.	66,89,71,82,77	3.536	brief	Q18	s638_2	False
241.686	8.5	245.935	0.0	survey_medley	reverse	66,89	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89,71,82,77	4.249	impulsive_venture	Q38	s638_2	False
251.168	8.5	256.178	0.75	survey_medley	forward	66,89,71,82,77	I expect that I will set many new goals in the future.	66,89,71,82,77	5.01	future_time	Q23	s638_2	False
261.125	8.5	266.408	0.75	survey_medley	reverse	66,89,71,82,77	There are only limited possibilities in my future.	66,89,71,82,77	5.283	future_time	Q30	s638_2	False
272.987	8.5	277.625	0.0	survey_medley	reverse	66,89,71,82,77	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	4.638	grit	Q03	s638_2	False
282.195	8.5	289.129	0.5	survey_medley	forward	66,89,71,82,77	I could do anything I want in the future.	66,89,71,82,77	6.934	future_time	Q27	s638_2	False
