onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.004	8.5	3.185	2.0	survey_medley	reverse	I wish I had more self-discipline.	66,89,71,82,77	2.181	brief	Q15	s558	False
10.075	8.5	10.074	0.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	66,89	n/a	impulsive_venture	Q39	s558	False
20.369	8.5	24.731	3.0	survey_medley	forward	As I get older, I begin to experience time as limited.	66,89,71,82,77	4.362	future_time	Q31	s558	False
32.16	8.5	36.665	3.0	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	4.505	brief	Q09	s558	False
41.367	8.5	47.679	1.0	survey_medley	forward	I tend to act without thinking when I am really excited.	66,89,71,82	6.312	upps	Q37	s558	False
50.845	8.5	53.359	4.0	survey_medley	forward	I am diligent.	66,89,71,82,77	2.514	grit	Q08	s558	False
60.799	8.5	67.367	3.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	6.568	grit	Q05	s558	False
72.658	8.5	78.201	1.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82	5.543	upps	Q35	s558	False
81.864	8.5	86.299	4.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66,89,71,82,77	4.435	brief	Q21	s558	False
93.382	8.5	98.119	2.0	survey_medley	reverse	I have trouble concentrating.	66,89,71,82,77	4.737	brief	Q18	s558	False
102.384	8.5	108.326	4.0	survey_medley	forward	Most of my life lies ahead of me.	66,89,71,82,77	5.942	future_time	Q25	s558	False
111.521	8.5	116.545	3.0	survey_medley	reverse	I have a hard time breaking bad habits.	66,89,71,82,77	5.024	brief	Q10	s558	False
121.136	8.5	126.945	3.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	5.809	grit	Q06	s558	False
130.75	8.5	140.254	3.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82	9.504	upps	Q32	s558	False
141.045	8.5	146.655	3.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	5.61	grit	Q01	s558	False
151.136	8.5	155.452	4.0	survey_medley	forward	I have the sense that time is running out.	66,89,71,82,77	4.316	future_time	Q29	s558	False
160.205	8.5	163.916	3.0	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	3.711	brief	Q14	s558	False
170.364	8.5	175.139	1.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82	4.775	upps	Q33	s558	False
180.25	8.5	182.846	3.0	survey_medley	forward	My future seems infinite to me.	66,89,71,82,77	2.596	future_time	Q26	s558	False
189.933	8.5	194.819	2.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	66,89,71,82	4.886	upps	Q34	s558	False
199.479	8.5	204.1	2.0	survey_medley	forward	I am able to work effectively toward long-term goals.	66,89,71,82,77	4.621	brief	Q19	s558	False
210.793	8.5	213.019	5.0	survey_medley	reverse	I say inappropriate things.	66,89,71,82,77	2.226	brief	Q12	s558	False
220.407	8.5	223.117	1.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82	2.71	upps	Q36	s558	False
229.614	8.5	234.39	5.0	survey_medley	forward	I expect that I will set many new goals in the future.	66,89,71,82,77	4.776	future_time	Q23	s558	False
239.16	8.5	244.148	4.0	survey_medley	forward	My future is filled with possibilities.	66,89,71,82,77	4.988	future_time	Q24	s558	False
248.638	8.5	252.506	1.0	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	3.868	brief	Q16	s558	False
257.844	8.5	262.769	2.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66,89	4.925	impulsive_venture	Q40	s558	False
267.935	8.5	273.657	3.0	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	5.722	future_time	Q27	s558	False
278.842	8.5	283.989	2.0	survey_medley	forward	There are only limited possibilities in my future.	66,89,71,82,77	5.147	future_time	Q30	s558	False
288.728	8.5	296.44	5.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	7.712	brief	Q20	s558	False
297.867	8.5	301.41	3.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	3.543	brief	Q17	s558	False
308.229	8.5	315.61	3.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	7.381	brief	Q13	s558	False
317.912	8.5	323.144	2.0	survey_medley	forward	Setbacks don't discourage me.	66,89,71,82,77	5.232	grit	Q02	s558	False
328.07	8.5	332.882	3.0	survey_medley	forward	I am a hard worker.	66,89,71,82,77	4.812	grit	Q04	s558	False
337.276	8.5	341.817	1.0	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	4.541	grit	Q07	s558	False
348.455	8.5	354.501	2.0	survey_medley	reverse	I am lazy.	66,89,71,82,77	6.046	brief	Q11	s558	False
357.729	8.5	364.957	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89	7.228	impulsive_venture	Q38	s558	False
367.343	8.5	371.002	4.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	3.659	future_time	Q28	s558	False
376.414	8.5	381.458	3.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	5.044	grit	Q03	s558	False
385.416	8.5	391.227	4.0	survey_medley	forward	Many opportunities await me in the future.	66,89,71,82,77	5.811	future_time	Q22	s558	False
