onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.009	8.5	6.057	0.25	survey_medley	reverse	66,89,71,82,77	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	5.048	grit	Q06	s608	False
12.322	8.5	15.932	0.5	survey_medley	reverse	66,89,71,82,77	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	3.61	grit	Q01	s608	False
21.936	8.5	25.323	0.75	survey_medley	reverse	66,89,71,82,77	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	3.387	brief	Q13	s608	False
31.142	8.5	35.27	0.75	survey_medley	forward	66,89,71,82,77	I am good at resisting temptation.	66,89,71,82,77	4.128	brief	Q09	s608	False
40.688	8.5	43.446	0.75	survey_medley	reverse	66,89,71,82,77	I often act without thinking through all the alternatives.	66,89,71,82,77	2.758	brief	Q21	s608	False
50.165	8.5	51.855	0.5	survey_medley	forward	66,89,71,82,77	I am a hard worker.	66,89,71,82,77	1.69	grit	Q04	s608	False
59.372	8.5	62.174	1.0	survey_medley	forward	66,89,71,82,77	There is plenty of time left in my life to make new plans.	66,89,71,82,77	2.802	future_time	Q28	s608	False
69.462	8.5	71.895	1.0	survey_medley	reverse	66,89,71,82,77	I have the sense that time is running out.	66,89,71,82,77	2.433	future_time	Q29	s608	False
80.37	8.5	83.658	0.5	survey_medley	reverse	66,89,71,82,77	I have a hard time breaking bad habits.	66,89,71,82,77	3.288	brief	Q10	s608	False
90.26	8.5	94.232	1.0	survey_medley	reverse	66,89	Do you sometimes like doing things that are a bit frightening?	66,89,71,82,77	3.972	impulsive_venture	Q39	s608	False
99.398	8.5	101.329	0.5	survey_medley	forward	66,89,71,82,77	I finish whatever I begin.	66,89,71,82,77	1.931	grit	Q07	s608	False
109.764	8.5	113.694	0.25	survey_medley	forward	66,89,71,82,77	Setbacks don't discourage me.	66,89,71,82,77	3.93	grit	Q02	s608	False
119.448	8.5	122.361	0.25	survey_medley	forward	66,89,71,82,77	People would say that I have iron self-discipline.	66,89,71,82,77	2.913	brief	Q16	s608	False
129.605	8.5	135.43	0.3333333333333333	survey_medley	reverse	66,89,71,82	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82,77	5.825	upps	Q36	s608	False
138.811	8.5	142.479	0.75	survey_medley	forward	66,89,71,82,77	I am able to work effectively toward long-term goals.	66,89,71,82,77	3.668	brief	Q19	s608	False
149.99	8.5	154.775	0.5	survey_medley	reverse	66,89,71,82,77	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	4.785	brief	Q20	s608	False
159.266	8.5	163.311	0.5	survey_medley	reverse	66,89,71,82,77	As I get older, I begin to experience time as limited.	66,89,71,82,77	4.045	future_time	Q31	s608	False
168.882	8.5	173.332	0.6666666666666666	survey_medley	reverse	66,89,71,82	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82,77	4.45	upps	Q33	s608	False
177.952	8.5	181.476	0.25	survey_medley	reverse	66,89,71,82,77	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	3.524	brief	Q17	s608	False
186.955	8.5	188.573	0.5	survey_medley	forward	66,89,71,82,77	I am diligent.	66,89,71,82,77	1.618	grit	Q08	s608	False
201.261	8.5	204.316	0.6666666666666666	survey_medley	reverse	66,89,71,82	I tend to act without thinking when I am really excited.	66,89,71,82,77	3.055	upps	Q37	s608	False
210.33	8.5	212.788	1.0	survey_medley	reverse	66,89,71,82,77	I say inappropriate things.	66,89,71,82,77	2.458	brief	Q12	s608	False
220.626	8.5	222.229	0.75	survey_medley	forward	66,89,71,82,77	My future is filled with possibilities.	66,89,71,82,77	1.603	future_time	Q24	s608	False
232.415	8.5	234.694	0.25	survey_medley	reverse	66,89,71,82,77	I have trouble concentrating.	66,89,71,82,77	2.279	brief	Q18	s608	False
241.621	8.5	245.169	0.0	survey_medley	reverse	66,89	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89,71,82,77	3.548	impulsive_venture	Q38	s608	False
251.102	8.5	253.311	1.0	survey_medley	forward	66,89,71,82,77	I expect that I will set many new goals in the future.	66,89,71,82,77	2.209	future_time	Q23	s608	False
261.06	8.5	263.062	1.0	survey_medley	reverse	66,89,71,82,77	There are only limited possibilities in my future.	66,89,71,82,77	2.002	future_time	Q30	s608	False
272.922	8.5	276.151	0.5	survey_medley	reverse	66,89,71,82,77	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	3.229	grit	Q03	s608	False
282.131	8.5	283.825	1.0	survey_medley	forward	66,89,71,82,77	I could do anything I want in the future.	66,89,71,82,77	1.694	future_time	Q27	s608	False
293.649	8.5	298.049	1.0	survey_medley	reverse	66,89,71,82	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82,77	4.4	upps	Q35	s608	False
302.654	8.5	304.721	1.0	survey_medley	forward	66,89,71,82,77	Most of my life lies ahead of me.	66,89,71,82,77	2.067	future_time	Q25	s608	False
311.794	8.5	315.043	0.25	survey_medley	reverse	66,89,71,82,77	I am lazy.	66,89,71,82,77	3.249	brief	Q11	s608	False
