onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.015	0.5	3.014	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s619	False
5.518	0.5	6.217	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.699	probe	BY	s619	False
7.155	0.5	7.154	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s619	False
9.664	0.5	10.394	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.73	probe	AY	s619	False
11.166	0.5	11.165	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s619	False
13.675	0.5	14.145	2.044	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.47	probe	AX	s619	False
15.721	0.5	15.72	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s619	False
18.23	0.5	18.827	1.772	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.597	probe	BY	s619	False
20.007	0.5	20.006	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s619	False
22.51	0.5	23.281	1.636	BX	0.0	71.0	dot_pattern_expectancy	89.0	0.771	probe	BX	s619	False
24.152	0.5	24.151	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s619	False
26.659	0.5	27.483	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.824	probe	AX	s619	False
28.297	0.5	28.296	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s619	False
30.8	0.5	31.433	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.633	probe	AX	s619	False
32.302	0.5	32.301	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s619	False
34.811	0.5	35.344	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.533	probe	AX	s619	False
36.318	0.5	36.317	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s619	False
38.827	0.5	39.415	2.044	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.588	probe	AY	s619	False
40.873	0.5	40.872	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s619	False
43.379	0.5	44.221	2.452	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.842	probe	AX	s619	False
