onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.012	2.778	5.79	-0.0755507913336195	draw_card	2.778	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-2.9400511934347264	2.778	n/a	stim	poldrack-single-stim	s471	False	1
5.793	1.784	7.577	-2.8088841246669523	draw_card	1.784	columbia_card_task_fmri	12.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	-0.7024708260485255	1.784	n/a	stim	poldrack-single-stim	s471	False	1
7.579	1.502	9.081	-6.908884124666954	end_round	1.502	columbia_card_task_fmri	12.0	0.75	71.0	-70.0	0.25	6.0	3.0	1.0	2.001633272960362	1.502	2.0	stim	poldrack-single-stim	s471	False	1
9.835	1.5	9.084	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s471	False	0
11.406	1.594	13.0	0.7577825419997144	draw_card	1.594	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	-0.3345569882652697	1.594	n/a	stim	poldrack-single-stim	s471	False	1
13.002	0.966	13.968	-2.2088841246669526	draw_card	0.966	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	2.0944987684764627	0.966	n/a	stim	poldrack-single-stim	s471	False	1
13.97	3.136	17.106	-6.658884124666954	end_round	3.136	columbia_card_task_fmri	14.0	0.75	71.0	-75.0	0.25	6.0	3.0	1.0	5.029922149577956	3.136	2.0	stim	poldrack-single-stim	s471	False	1
17.861	1.5	17.11	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s471	False	0
19.431	1.06	20.491	2.4244492086663803	draw_card	1.06	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-1.823476278216706	1.06	n/a	stim	poldrack-single-stim	s471	False	1
20.493	0.649	21.142	-0.4088841246669534	draw_card	0.649	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	0.4961694112325077	0.649	n/a	stim	poldrack-single-stim	s471	False	1
21.145	1.32	22.465	-4.658884124666954	end_round	1.32	columbia_card_task_fmri	15.0	0.75	71.0	-70.0	0.25	6.0	3.0	1.0	3.299414970407696	1.32	2.0	stim	poldrack-single-stim	s471	False	1
23.219	1.5	22.468	n/a	-1.0	2.862	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s471	False	0
25.333	1.312	26.645	3.257782541999714	draw_card	1.312	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	0.7822346084584808	1.312	n/a	stim	poldrack-single-stim	s471	False	1
26.646	0.647	27.293	0.1911158753330479	draw_card	0.647	columbia_card_task_fmri	17.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	3.2933409834119374	0.647	2.0	stim	poldrack-single-stim	s471	False	0
28.049	1.5	27.298	n/a	-1.0	2.726	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s471	False	0
30.026	1.622	31.648	4.591115875333046	draw_card	1.622	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	2.866811114110476	1.622	1.0	stim	poldrack-single-stim	s471	False	0
32.402	1.5	31.651	n/a	-1.0	2.25	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s471	False	0
33.904	1.75	35.654	4.591115875333046	draw_card	1.75	columbia_card_task_fmri	29.0	0.75	89.0	-75.0	0.25	8.0	1.0	2.0	11.520380487309986	1.75	n/a	stim	poldrack-single-stim	s471	False	1
35.656	0.629	36.285	0.8768301610473348	draw_card	0.629	columbia_card_task_fmri	29.0	0.7142857142857143	89.0	-75.0	0.2857142857142857	8.0	2.0	2.0	13.4683053864876	0.629	n/a	stim	poldrack-single-stim	s471	False	1
36.287	0.763	37.05	-4.075550791333618	draw_card	0.763	columbia_card_task_fmri	29.0	0.6666666666666667	89.0	-75.0	0.3333333333333333	8.0	3.0	2.0	15.510842419866664	0.763	n/a	stim	poldrack-single-stim	s471	False	1
37.052	1.309	38.361	-11.008884124666954	end_round	1.309	columbia_card_task_fmri	29.0	0.6	71.0	-75.0	0.4	8.0	4.0	2.0	17.43318497647452	1.309	3.0	stim	poldrack-single-stim	s471	False	1
39.115	1.5	38.364	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s471	False	0
40.685	2.42	43.105	0.3688936531108269	draw_card	2.42	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	9.0	1.0	2.0	0.5867267588015039	2.42	n/a	stim	poldrack-single-stim	s471	False	1
43.108	0.666	43.774	-1.9088841246669532	draw_card	0.666	columbia_card_task_fmri	17.0	0.75	89.0	-65.0	0.25	9.0	2.0	2.0	2.001633272960362	0.666	2.0	stim	poldrack-single-stim	s471	False	0
44.528	1.5	43.777	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s471	False	0
46.234	1.412	47.646	4.691115875333046	draw_card	1.412	columbia_card_task_fmri	14.0	0.9	89.0	-95.0	0.1	10.0	1.0	1.0	-0.8023530155405112	1.412	n/a	stim	poldrack-single-stim	s471	False	1
47.649	0.925	48.574	3.480004764221934	draw_card	0.925	columbia_card_task_fmri	14.0	0.8888888888888888	89.0	-95.0	0.1111111111111111	10.0	2.0	1.0	0.7512874666573452	0.925	n/a	stim	poldrack-single-stim	s471	False	1
48.577	1.515	50.092	1.9661158753330463	draw_card	1.515	columbia_card_task_fmri	14.0	0.875	89.0	-95.0	0.125	10.0	3.0	1.0	2.542418786369687	1.515	n/a	stim	poldrack-single-stim	s471	False	1
50.094	0.934	51.028	0.0196873039044753	draw_card	0.934	columbia_card_task_fmri	14.0	0.8571428571428572	89.0	-95.0	0.1428571428571428	10.0	4.0	1.0	4.634186888232939	0.934	n/a	stim	poldrack-single-stim	s471	False	1
51.031	0.926	51.957	-2.575550791333618	end_round	0.926	columbia_card_task_fmri	14.0	0.8333333333333334	71.0	-95.0	0.1666666666666666	10.0	5.0	1.0	7.112010420479514	0.926	4.0	stim	poldrack-single-stim	s471	False	1
52.711	1.5	51.96	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s471	False	0
