duration	onset	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
2.492	3.009	2.492	5.501	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	2.492	to_hand	poldrack-single-stim	s617	False
0.1	5.502	0.588	6.09	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.588	to_board	poldrack-single-stim	s617	False
0.1	6.092	2.224	8.316	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	2.224	to_hand	poldrack-single-stim	s617	False
0.1	8.317	0.515	8.832	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.515	to_board	poldrack-single-stim	s617	False
0.1	8.834	0.725	9.559	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.725	to_hand	poldrack-single-stim	s617	False
0.1	9.56	0.905	10.465	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.905	to_board	poldrack-single-stim	s617	False
0.1	10.467	0.931	11.398	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.931	to_hand	poldrack-single-stim	s617	False
0.1	11.399	0.48	11.879	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.48	to_board	poldrack-single-stim	s617	False
1.0	11.883	2.5	11.882	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s617	False
2.711	14.386	2.711	17.097	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	2.711	to_hand	poldrack-single-stim	s617	False
0.1	17.098	0.499	17.597	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.499	to_board	poldrack-single-stim	s617	False
0.1	17.599	0.735	18.334	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.735	to_hand	poldrack-single-stim	s617	False
0.1	18.334	0.631	18.965	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.631	to_board	poldrack-single-stim	s617	False
0.1	18.968	0.607	19.575	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.607	to_hand	poldrack-single-stim	s617	False
0.1	19.577	0.414	19.991	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.414	to_board	poldrack-single-stim	s617	False
1.0	19.995	2.1	19.994	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s617	False
2.634	22.096	2.634	24.73	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	2.634	to_hand	poldrack-single-stim	s617	False
0.1	24.731	0.401	25.132	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.401	to_board	poldrack-single-stim	s617	False
0.1	25.134	0.691	25.825	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.691	to_hand	poldrack-single-stim	s617	False
