duration	onset	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
4.227	3.013	4.227	7.24	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	4.227	to_hand	poldrack-single-stim	s588	False
0.1	7.242	1.833	9.075	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.833	to_board	poldrack-single-stim	s588	False
0.1	9.077	0.414	9.491	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.414	to_hand	poldrack-single-stim	s588	False
0.1	9.491	0.448	9.939	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.448	to_board	poldrack-single-stim	s588	False
0.1	9.94	2.207	12.147	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	2.207	to_hand	poldrack-single-stim	s588	False
0.1	12.149	0.437	12.586	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.437	to_board	poldrack-single-stim	s588	False
0.1	12.587	0.797	13.384	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.797	to_hand	poldrack-single-stim	s588	False
0.1	13.386	0.645	14.031	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.645	to_board	poldrack-single-stim	s588	False
0.1	14.033	0.654	14.687	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.654	to_hand	poldrack-single-stim	s588	False
0.1	14.687	0.489	15.176	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.489	to_board	poldrack-single-stim	s588	False
0.1	15.179	0.758	15.937	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.758	to_hand	poldrack-single-stim	s588	False
0.1	15.937	0.396	16.333	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.396	to_board	poldrack-single-stim	s588	False
1.0	16.34	2.5	16.339	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s588	False
4.57	18.842	4.57	23.412	1	UA_with_intermediate	practice	ward_and_allport	71	1.0	4.57	to_hand	poldrack-single-stim	s588	False
0.1	23.412	0.449	23.861	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.449	to_board	poldrack-single-stim	s588	False
0.1	23.862	2.174	26.036	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	2.174	to_hand	poldrack-single-stim	s588	False
0.1	26.038	1.832	27.87	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	1.832	to_board	poldrack-single-stim	s588	False
0.1	27.872	0.425	28.297	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.425	to_hand	poldrack-single-stim	s588	False
0.1	28.298	0.794	29.092	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.794	to_board	poldrack-single-stim	s588	False
0.1	29.093	0.668	29.761	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.668	to_hand	poldrack-single-stim	s588	False
0.1	29.763	0.474	30.237	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.474	to_board	poldrack-single-stim	s588	False
0.1	30.238	0.749	30.987	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.749	to_hand	poldrack-single-stim	s588	False
0.1	30.989	3.256	34.245	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	3.256	to_board	poldrack-single-stim	s588	False
1.0	34.25	2.1	34.249	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s588	False
5.731	36.352	5.731	42.083	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	5.731	to_hand	poldrack-single-stim	s588	False
0.1	42.085	1.481	43.566	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	1.481	to_board	poldrack-single-stim	s588	False
0.1	43.568	0.8	44.368	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.8	to_hand	poldrack-single-stim	s588	False
0.1	44.369	0.715	45.084	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.715	to_board	poldrack-single-stim	s588	False
0.1	45.087	0.58	45.667	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.58	to_hand	poldrack-single-stim	s588	False
0.1	45.668	0.733	46.401	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.733	to_board	poldrack-single-stim	s588	False
1.0	46.407	2.2	46.406	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s588	False
3.958	48.608	3.958	52.566	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	3.958	to_hand	poldrack-single-stim	s588	False
0.1	52.567	0.427	52.994	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.427	to_board	poldrack-single-stim	s588	False
0.1	52.997	0.644	53.641	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	0.644	to_hand	poldrack-single-stim	s588	False
0.1	53.641	0.583	54.224	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.583	to_board	poldrack-single-stim	s588	False
0.1	54.227	0.524	54.751	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.524	to_hand	poldrack-single-stim	s588	False
