duration	onset	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
5.942	3.011	5.942	8.953	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	5.942	to_hand	poldrack-single-stim	s373	False
0.1	8.954	0.883	9.837	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.883	to_board	poldrack-single-stim	s373	False
0.1	9.84	1.486	11.326	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	1.486	to_hand	poldrack-single-stim	s373	False
0.1	11.327	0.416	11.743	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.416	to_board	poldrack-single-stim	s373	False
0.1	11.745	1.229	12.974	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.229	to_hand	poldrack-single-stim	s373	False
0.1	12.974	0.597	13.571	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.597	to_board	poldrack-single-stim	s373	False
1.0	13.577	2.5	13.576	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s373	False
4.281	16.079	4.281	20.36	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	4.281	to_hand	poldrack-single-stim	s373	False
0.1	20.36	0.529	20.889	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.529	to_board	poldrack-single-stim	s373	False
0.1	20.891	0.637	21.528	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.637	to_hand	poldrack-single-stim	s373	False
0.1	21.529	0.585	22.114	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.585	to_board	poldrack-single-stim	s373	False
0.1	22.116	1.217	23.333	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	1.217	to_hand	poldrack-single-stim	s373	False
0.1	23.334	0.388	23.722	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.388	to_board	poldrack-single-stim	s373	False
1.0	23.727	2.1	23.726	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s373	False
3.261	25.829	3.261	29.09	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	3.261	to_hand	poldrack-single-stim	s373	False
0.1	29.091	0.54	29.631	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.54	to_board	poldrack-single-stim	s373	False
0.1	29.634	1.23	30.864	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.23	to_hand	poldrack-single-stim	s373	False
0.1	30.865	0.308	31.173	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.308	to_board	poldrack-single-stim	s373	False
0.1	31.175	0.562	31.737	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.562	to_hand	poldrack-single-stim	s373	False
0.1	31.738	0.274	32.012	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.274	to_board	poldrack-single-stim	s373	False
1.0	32.017	2.2	32.016	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s373	False
2.939	34.218	2.939	37.157	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	2.939	to_hand	poldrack-single-stim	s373	False
0.1	37.158	0.573	37.731	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.573	to_board	poldrack-single-stim	s373	False
0.1	37.733	0.897	38.63	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	0.897	to_hand	poldrack-single-stim	s373	False
0.1	38.632	0.384	39.016	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.384	to_board	poldrack-single-stim	s373	False
0.1	39.018	0.77	39.788	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.77	to_hand	poldrack-single-stim	s373	False
0.1	39.79	0.363	40.153	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.363	to_board	poldrack-single-stim	s373	False
1.0	40.158	2.0	40.157	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s373	False
5.803	44.165	5.803	49.968	1	PA_with_intermediate	test	ward_and_allport	82	0.0	5.803	to_hand	poldrack-single-stim	s373	False
0.1	49.969	0.545	50.514	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.545	to_board	poldrack-single-stim	s373	False
0.1	50.515	2.247	52.762	0	PA_with_intermediate	test	ward_and_allport	82	0.0	2.247	to_hand	poldrack-single-stim	s373	False
0.1	52.763	0.404	53.167	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.404	to_board	poldrack-single-stim	s373	False
0.1	53.169	0.753	53.922	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.753	to_hand	poldrack-single-stim	s373	False
0.1	53.924	0.309	54.233	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.309	to_board	poldrack-single-stim	s373	False
1.0	54.236	3.768	54.235	0	PA_with_intermediate	test	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s373	False
4.238	58.007	4.238	62.245	1	PA_with_intermediate	test	ward_and_allport	71	1.0	4.238	to_hand	poldrack-single-stim	s373	False
0.1	62.246	0.4	62.646	0	PA_with_intermediate	test	ward_and_allport	82	1.0	0.4	to_board	poldrack-single-stim	s373	False
0.1	62.648	0.631	63.279	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.631	to_hand	poldrack-single-stim	s373	False
0.1	63.28	0.428	63.708	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.428	to_board	poldrack-single-stim	s373	False
0.1	63.71	1.171	64.881	0	PA_with_intermediate	test	ward_and_allport	82	1.0	1.171	to_hand	poldrack-single-stim	s373	False
0.1	64.882	0.326	65.208	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.326	to_board	poldrack-single-stim	s373	False
1.0	65.213	2.68	65.212	0	PA_with_intermediate	test	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s373	False
4.259	67.895	4.259	72.154	1	PA_without_intermediate	test	ward_and_allport	82	2.0	4.259	to_hand	poldrack-single-stim	s373	False
