onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.003	8.5	9.808	0.25	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	8.805	grit	Q06	s519	False
12.317	8.5	17.372	0.5	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	5.055	grit	Q01	s519	False
21.931	8.5	27.324	0.25	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	5.393	brief	Q13	s519	False
31.136	8.5	35.209	0.25	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	4.073	brief	Q09	s519	False
40.682	8.5	46.687	0.75	survey_medley	reverse	I often act without thinking through all the alternatives.	66,89,71,82,77	6.005	brief	Q21	s519	False
50.16	8.5	53.086	0.75	survey_medley	forward	I am a hard worker.	66,89,71,82,77	2.926	grit	Q04	s519	False
59.365	8.5	64.918	0.25	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	5.553	future_time	Q28	s519	False
69.454	8.5	72.993	0.25	survey_medley	reverse	I have the sense that time is running out.	66,89,71,82,77	3.539	future_time	Q29	s519	False
80.359	8.5	84.309	0.0	survey_medley	reverse	I have a hard time breaking bad habits.	66,89,71,82,77	3.95	brief	Q10	s519	False
90.245	8.5	95.737	0.0	survey_medley	reverse	Do you sometimes like doing things that are a bit frightening?	66,89	5.492	impulsive_venture	Q39	s519	False
99.382	8.5	104.191	0.75	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	4.809	grit	Q07	s519	False
109.743	8.5	115.214	0.5	survey_medley	forward	Setbacks don't discourage me.	66,89,71,82,77	5.471	grit	Q02	s519	False
119.425	8.5	124.585	0.25	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	5.16	brief	Q16	s519	False
129.583	8.5	137.734	0.6666666666666666	survey_medley	reverse	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82	8.151	upps	Q36	s519	False
138.788	8.5	143.357	0.25	survey_medley	forward	I am able to work effectively toward long-term goals.	66,89,71,82,77	4.569	brief	Q19	s519	False
149.966	8.5	157.47	0.25	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	7.504	brief	Q20	s519	False
159.239	8.5	168.004	0.5	survey_medley	reverse	As I get older, I begin to experience time as limited.	66,89,71,82,77	8.765	future_time	Q31	s519	False
168.852	8.5	174.332	1.0	survey_medley	reverse	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82	5.48	upps	Q33	s519	False
177.922	8.5	184.2	0.25	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	6.278	brief	Q17	s519	False
186.923	8.5	189.772	0.75	survey_medley	forward	I am diligent.	66,89,71,82,77	2.849	grit	Q08	s519	False
201.228	8.5	207.226	1.0	survey_medley	reverse	I tend to act without thinking when I am really excited.	66,89,71,82	5.998	upps	Q37	s519	False
210.299	8.5	213.589	0.75	survey_medley	reverse	I say inappropriate things.	66,89,71,82,77	3.29	brief	Q12	s519	False
220.592	8.5	223.91	1.0	survey_medley	forward	My future is filled with possibilities.	66,89,71,82,77	3.318	future_time	Q24	s519	False
232.381	8.5	235.341	0.25	survey_medley	reverse	I have trouble concentrating.	66,89,71,82,77	2.96	brief	Q18	s519	False
241.587	8.5	247.335	0.0	survey_medley	reverse	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89	5.748	impulsive_venture	Q38	s519	False
251.065	8.5	257.077	0.75	survey_medley	forward	I expect that I will set many new goals in the future.	66,89,71,82,77	6.012	future_time	Q23	s519	False
261.019	8.5	265.451	0.75	survey_medley	reverse	There are only limited possibilities in my future.	66,89,71,82,77	4.432	future_time	Q30	s519	False
272.877	8.5	280.603	0.25	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	7.726	grit	Q03	s519	False
282.083	8.5	285.718	0.5	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	3.635	future_time	Q27	s519	False
293.6	8.5	300.614	1.0	survey_medley	reverse	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82	7.014	upps	Q35	s519	False
302.602	8.5	307.874	1.0	survey_medley	forward	Most of my life lies ahead of me.	66,89,71,82,77	5.272	future_time	Q25	s519	False
311.739	8.5	315.725	0.25	survey_medley	reverse	I am lazy.	66,89,71,82,77	3.986	brief	Q11	s519	False
321.352	8.5	326.355	0.5	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	5.003	brief	Q14	s519	False
330.965	8.5	333.547	1.0	survey_medley	forward	Many opportunities await me in the future.	66,89,71,82,77	2.582	future_time	Q22	s519	False
341.259	8.5	348.752	1.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	7.493	grit	Q05	s519	False
351.348	8.5	357.503	0.6666666666666666	survey_medley	reverse	When I get really happy about something, I tend to do things that can have bad consequences.	66,89,71,82	6.155	upps	Q34	s519	False
360.418	8.5	366.743	0.25	survey_medley	forward	My future seems infinite to me.	66,89,71,82,77	6.325	future_time	Q26	s519	False
370.575	8.5	380.042	1.0	survey_medley	reverse	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82	9.467	upps	Q32	s519	False
380.461	8.5	383.238	0.0	survey_medley	reverse	I wish I had more self-discipline.	66,89,71,82,77	2.777	brief	Q15	s519	False
390.142	8.5	396.239	0.0	survey_medley	reverse	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66,89	6.097	impulsive_venture	Q40	s519	False
