onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.013	0.5	3.012	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s573	False
5.521	0.5	5.976	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.455	probe	AX	s573	False
7.296	0.5	7.295	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s573	False
9.803	0.5	10.19	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.387	probe	AX	s573	False
11.305	0.5	11.304	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s573	False
13.817	0.5	14.384	2.452	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.567	probe	AY	s573	False
16.27	0.5	16.269	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s573	False
18.779	0.5	19.449	1.772	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.67	probe	AY	s573	False
20.553	0.5	20.552	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s573	False
23.06	0.5	23.448	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.388	probe	AX	s573	False
24.975	0.5	24.974	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s573	False
27.482	0.5	28.032	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.55	probe	AX	s573	False
29.392	0.5	29.391	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s573	False
31.899	0.5	32.325	2.588	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.426	probe	AX	s573	False
34.49	0.5	34.489	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s573	False
36.999	0.5	37.959	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.96	probe	AY	s573	False
38.501	0.5	38.5	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s573	False
41.013	0.5	41.354	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.341	probe	BY	s573	False
42.515	0.5	42.514	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s573	False
45.026	0.5	45.383	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.357	probe	BY	s573	False
46.528	0.5	46.527	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s573	False
49.034	0.5	49.46	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.426	probe	AX	s573	False
50.672	0.5	50.671	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s573	False
53.181	0.5	53.649	2.044	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.468	probe	BX	s573	False
55.227	0.5	55.226	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s573	False
57.734	0.5	58.145	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.411	probe	AX	s573	False
59.512	0.5	59.511	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s573	False
62.017	0.5	62.45	2.588	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.433	probe	BX	s573	False
64.608	0.5	64.607	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s573	False
67.118	0.5	67.615	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.497	probe	AY	s573	False
68.624	0.5	68.623	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s573	False
71.131	0.5	71.727	2.452	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.596	probe	AX	s573	False
73.585	0.5	73.584	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s573	False
76.091	0.5	76.476	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.385	probe	BY	s573	False
77.729	0.5	77.728	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s573	False
