onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.01	8.5	6.699	3.0	survey_medley	reverse	66,89,71,82,77	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	5.689	grit	Q06	s627	False
12.327	8.5	18.115	4.0	survey_medley	reverse	66,89,71,82,77	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	5.788	grit	Q01	s627	False
21.941	8.5	26.606	4.0	survey_medley	reverse	66,89,71,82,77	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	4.665	brief	Q13	s627	False
31.149	8.5	35.591	2.0	survey_medley	forward	66,89,71,82,77	I am good at resisting temptation.	66,89,71,82,77	4.442	brief	Q09	s627	False
40.695	8.5	44.907	4.0	survey_medley	reverse	66,89,71,82,77	I often act without thinking through all the alternatives.	66,89,71,82,77	4.212	brief	Q21	s627	False
50.173	8.5	52.479	4.0	survey_medley	forward	66,89,71,82,77	I am a hard worker.	66,89,71,82,77	2.306	grit	Q04	s627	False
59.382	8.5	59.381	0.0	survey_medley	forward	66,89,71,82,77	There is plenty of time left in my life to make new plans.	66,89,71,82,77	n/a	future_time	Q28	s627	True
69.472	8.5	76.73	3.0	survey_medley	forward	66,89,71,82,77	I have the sense that time is running out.	66,89,71,82,77	7.258	future_time	Q29	s627	False
80.377	8.5	84.543	2.0	survey_medley	reverse	66,89,71,82,77	I have a hard time breaking bad habits.	66,89,71,82,77	4.166	brief	Q10	s627	False
90.266	8.5	94.172	2.0	survey_medley	forward	66,89	Do you sometimes like doing things that are a bit frightening?	66,89,71,82,77	3.906	impulsive_venture	Q39	s627	False
99.404	8.5	104.692	5.0	survey_medley	forward	66,89,71,82,77	I finish whatever I begin.	66,89,71,82,77	5.288	grit	Q07	s627	False
109.765	8.5	113.41	3.0	survey_medley	forward	66,89,71,82,77	Setbacks don't discourage me.	66,89,71,82,77	3.645	grit	Q02	s627	False
119.447	8.5	123.595	4.0	survey_medley	forward	66,89,71,82,77	People would say that I have iron self-discipline.	66,89,71,82,77	4.148	brief	Q16	s627	False
129.604	8.5	137.241	2.0	survey_medley	forward	66,89,71,82	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82,77	7.637	upps	Q36	s627	False
138.81	8.5	142.553	4.0	survey_medley	forward	66,89,71,82,77	I am able to work effectively toward long-term goals.	66,89,71,82,77	3.743	brief	Q19	s627	False
149.989	8.5	154.496	5.0	survey_medley	reverse	66,89,71,82,77	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	4.507	brief	Q20	s627	False
159.267	8.5	163.944	3.0	survey_medley	forward	66,89,71,82,77	As I get older, I begin to experience time as limited.	66,89,71,82,77	4.677	future_time	Q31	s627	False
