onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.008	0.5	3.007	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s251	False
5.51	0.5	5.965	2.18	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.455	probe	AX	s251	False
7.692	0.5	7.691	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s251	False
10.196	0.5	11.245	2.316	AY	1.0	71.0	dot_pattern_expectancy	71.0	1.049	probe	AY	s251	False
12.513	0.5	12.512	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s251	False
15.017	0.5	15.74	1.636	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.723	probe	AY	s251	False
16.656	0.5	16.655	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s251	False
19.159	0.5	19.65	1.908	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.491	probe	BX	s251	False
21.068	0.5	21.067	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s251	False
23.573	0.5	24.085	3.54	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.512	probe	AX	s251	False
27.116	0.5	27.115	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s251	False
29.62	0.5	29.99	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.37	probe	BX	s251	False
31.258	0.5	31.257	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s251	False
33.763	0.5	34.245	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.482	probe	BY	s251	False
35.264	0.5	35.263	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s251	False
37.768	0.5	38.204	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.436	probe	AX	s251	False
39.27	0.5	39.269	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s251	False
41.775	0.5	42.198	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.423	probe	AX	s251	False
43.549	0.5	43.548	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s251	False
46.055	0.5	46.574	2.452	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.519	probe	BY	s251	False
48.509	0.5	48.508	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s251	False
