onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.009	3.0	6.009	-0.894286645067895	draw_card	3.0	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-1.500246618057961	3.0	n/a	stim	poldrack-single-stim	s642	False	1
6.012	0.947	6.959	-3.627619978401228	draw_card	0.947	columbia_card_task_fmri	12.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	0.7394912773209867	0.947	n/a	stim	poldrack-single-stim	s642	False	1
6.96	1.897	8.857	-7.727619978401229	draw_card	1.897	columbia_card_task_fmri	12.0	0.75	89.0	-70.0	0.25	6.0	3.0	1.0	3.445839771419692	1.897	n/a	stim	poldrack-single-stim	s642	False	1
8.859	0.798	9.657	-14.56095331173456	end_round	0.798	columbia_card_task_fmri	12.0	0.6666666666666667	71.0	-70.0	0.3333333333333333	6.0	4.0	1.0	6.593284976974751	0.798	3.0	stim	poldrack-single-stim	s642	False	1
10.41	1.5	9.659	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s642	False	0
11.98	0.942	12.922	-0.060953311734561	draw_card	0.942	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	1.1077319934710417	0.942	n/a	stim	poldrack-single-stim	s642	False	1
12.924	2.433	15.357	-3.027619978401228	draw_card	2.433	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	3.538776288070032	2.433	n/a	stim	poldrack-single-stim	s642	False	1
15.362	0.598	15.96	-7.477619978401229	draw_card	0.598	columbia_card_task_fmri	14.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	6.476268168700486	0.598	n/a	stim	poldrack-single-stim	s642	False	1
15.962	2.132	18.094	-14.894286645067895	draw_card	2.132	columbia_card_task_fmri	14.0	0.6666666666666667	89.0	-75.0	0.3333333333333333	6.0	4.0	1.0	9.892509868800488	2.132	n/a	stim	poldrack-single-stim	s642	False	1
18.097	0.697	18.794	-29.72761997840123	end_round	0.697	columbia_card_task_fmri	14.0	0.5	71.0	-75.0	0.5	6.0	5.0	1.0	12.437101008141305	0.697	4.0	stim	poldrack-single-stim	s642	False	1
19.547	1.5	18.796	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s642	False	0
21.117	4.182	25.299	1.605713354932105	draw_card	4.182	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-0.3825569681665328	4.182	n/a	stim	poldrack-single-stim	s642	False	1
25.301	1.434	26.735	-1.227619978401229	draw_card	1.434	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	1.9391704389680624	1.434	2.0	stim	poldrack-single-stim	s642	False	0
27.488	1.5	26.737	n/a	-1.0	2.862	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s642	False	0
29.602	0.956	30.558	2.4390466882654387	draw_card	0.956	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	2.2254728450806525	0.956	n/a	stim	poldrack-single-stim	s642	False	1
30.559	2.178	32.737	-0.6276199784012275	draw_card	2.178	columbia_card_task_fmri	17.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	4.738503159487728	2.178	n/a	stim	poldrack-single-stim	s642	False	1
32.738	0.834	33.572	-5.227619978401229	draw_card	0.834	columbia_card_task_fmri	17.0	0.75	89.0	-75.0	0.25	6.0	3.0	1.0	7.7750539563621075	0.834	n/a	stim	poldrack-single-stim	s642	False	1
33.573	0.656	34.229	-12.894286645067895	end_round	0.656	columbia_card_task_fmri	17.0	0.6666666666666667	71.0	-75.0	0.3333333333333333	6.0	4.0	1.0	11.30649165172273	0.656	3.0	stim	poldrack-single-stim	s642	False	1
34.984	1.5	34.233	n/a	-1.0	2.726	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s642	False	0
36.962	4.772	41.734	3.772380021598771	draw_card	4.772	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	4.311665226849563	4.772	1.0	stim	poldrack-single-stim	s642	False	0
42.487	1.5	41.736	n/a	-1.0	2.25	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s642	False	0
43.989	1.92	45.909	3.772380021598771	draw_card	1.92	columbia_card_task_fmri	29.0	0.75	89.0	-75.0	0.25	8.0	1.0	2.0	12.97034263978827	1.92	n/a	stim	poldrack-single-stim	s642	False	1
45.911	1.867	47.778	0.0580943073130593	draw_card	1.867	columbia_card_task_fmri	29.0	0.7142857142857143	89.0	-75.0	0.2857142857142857	8.0	2.0	2.0	14.919157866154393	1.867	n/a	stim	poldrack-single-stim	s642	False	1
47.78	1.821	49.601	-4.8942866450678935	draw_card	1.821	columbia_card_task_fmri	29.0	0.6666666666666667	89.0	-75.0	0.3333333333333333	8.0	3.0	2.0	16.96255247495983	1.821	n/a	stim	poldrack-single-stim	s642	False	1
49.603	1.233	50.836	-11.82761997840123	draw_card	1.233	columbia_card_task_fmri	29.0	0.6	89.0	-75.0	0.4	8.0	4.0	2.0	18.885639327120103	1.233	4.0	stim	poldrack-single-stim	s642	False	0
51.589	1.5	50.838	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s642	False	0
53.16	0.597	53.757	-0.4498422006234486	draw_card	0.597	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	9.0	1.0	2.0	2.029803308549297	0.597	1.0	stim	poldrack-single-stim	s642	False	0
54.51	1.5	53.759	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s642	False	0
56.216	0.753	56.969	3.8723800215987705	draw_card	0.753	columbia_card_task_fmri	14.0	0.9	89.0	-95.0	0.1	10.0	1.0	1.0	0.6395190763321068	0.753	n/a	stim	poldrack-single-stim	s642	False	1
56.972	1.544	58.516	2.6612689104876583	draw_card	1.544	columbia_card_task_fmri	14.0	0.8888888888888888	89.0	-95.0	0.1111111111111111	10.0	2.0	1.0	2.194500232664751	1.544	n/a	stim	poldrack-single-stim	s642	False	1
58.518	3.067	61.585	1.147380021598771	draw_card	3.067	columbia_card_task_fmri	14.0	0.875	89.0	-95.0	0.125	10.0	3.0	1.0	3.987033723911658	3.067	n/a	stim	poldrack-single-stim	s642	False	1
61.587	2.826	64.413	-0.7990485498298001	draw_card	2.826	columbia_card_task_fmri	14.0	0.8571428571428572	89.0	-95.0	0.1428571428571428	10.0	4.0	1.0	6.08027261606388	2.826	n/a	stim	poldrack-single-stim	s642	False	1
64.415	3.025	67.44	-3.394286645067893	end_round	3.025	columbia_card_task_fmri	14.0	0.8333333333333334	71.0	-95.0	0.1666666666666666	10.0	5.0	1.0	8.559642367891819	3.025	4.0	stim	poldrack-single-stim	s642	False	1
68.194	1.5	67.443	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s642	False	0
69.968	1.687	71.655	-0.2276199784012289	draw_card	1.687	columbia_card_task_fmri	15.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	-0.0602814678552121	1.687	n/a	stim	poldrack-single-stim	s642	False	1
71.657	1.305	72.962	-2.005397756179006	draw_card	1.305	columbia_card_task_fmri	15.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	1.1985425472514066	1.305	n/a	stim	poldrack-single-stim	s642	False	1
72.964	0.552	73.516	-4.227619978401229	draw_card	0.552	columbia_card_task_fmri	15.0	0.75	89.0	-65.0	0.25	10.0	3.0	2.0	2.58002430977102	0.552	n/a	stim	poldrack-single-stim	s642	False	1
73.519	0.863	74.382	-7.084762835544083	end_round	0.863	columbia_card_task_fmri	15.0	0.7142857142857143	71.0	-65.0	0.2857142857142857	10.0	4.0	2.0	4.078967180435178	0.863	3.0	stim	poldrack-single-stim	s642	False	1
75.135	1.5	74.384	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s642	False	0
76.705	2.763	79.468	1.3723800215987725	draw_card	2.763	columbia_card_task_fmri	17.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	0.7394912773209867	2.763	1.0	stim	poldrack-single-stim	s642	False	0
80.222	1.5	79.471	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s642	False	0
81.996	1.852	83.848	-0.060953311734561	draw_card	1.852	columbia_card_task_fmri	13.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	12.0	1.0	2.0	-1.127686165913719	1.852	n/a	stim	poldrack-single-stim	s642	False	1
