onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stop_response	stopped	trial_id	trial_type	worker_id	junk
3.017	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.79	89.0	False	stim	noncrit_nosignal	s596	False
5.273	0.85	0.35	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.511	89.0	False	stim	crit_go	s596	False
7.525	0.85	0.35	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.538	89.0	False	stim	noncrit_signal	s596	False
9.879	0.85	0.35	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.604	89.0	False	stim	crit_stop_failure	s596	False
12.431	0.85	0.3	2.95	1.0	71.0	motor_selective_stop_signal	71.0	True	0.498	89.0	False	stim	noncrit_nosignal	s596	False
15.384	0.85	0.3	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.498	89.0	False	stim	crit_stop_failure	s596	False
17.636	0.85	0.25	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.702	89.0	False	stim	noncrit_nosignal	s596	False
19.992	0.85	0.25	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.436	89.0	False	stim	noncrit_nosignal	s596	False
22.548	0.85	0.25	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.729	89.0	False	stim	noncrit_signal	s596	False
24.8	0.85	0.25	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.473	89.0	False	stim	noncrit_signal	s596	False
27.155	0.85	0.25	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.483	89.0	False	stim	noncrit_signal	s596	False
29.708	0.85	0.25	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.485	89.0	False	stim	noncrit_signal	s596	False
32.16	0.85	0.25	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.812	89.0	False	stim	crit_go	s596	False
34.511	0.85	0.25	2.65	1.0	89.0	motor_selective_stop_signal	89.0	True	0.431	89.0	False	stim	crit_go	s596	False
37.166	0.85	0.25	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.495	89.0	False	stim	crit_go	s596	False
39.718	0.85	0.25	2.75	1.0	89.0	motor_selective_stop_signal	89.0	True	0.422	89.0	False	stim	crit_stop_failure	s596	False
42.473	0.85	0.2	2.55	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s596	False
45.026	0.85	0.25	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.402	89.0	False	stim	noncrit_signal	s596	False
47.478	0.85	0.25	2.75	1.0	71.0	motor_selective_stop_signal	71.0	True	0.463	89.0	False	stim	noncrit_nosignal	s596	False
50.232	0.85	0.25	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.519	89.0	False	stim	noncrit_nosignal	s596	False
