onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stop_response	stopped	trial_id	trial_type	worker_id	junk
3.016	0.85	0.1	2.25	0.0	71.0	motor_selective_stop_signal	89.0	True	0.573	89.0	False	stim	noncrit_signal	s593	False
5.273	0.85	0.1	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.573	89.0	False	stim	noncrit_nosignal	s593	False
7.525	0.85	0.1	2.85	0.0	89.0	motor_selective_stop_signal	71.0	True	0.495	89.0	False	stim	crit_stop_failure	s593	False
10.378	0.85	0.05	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.463	89.0	False	stim	noncrit_nosignal	s593	False
12.73	0.85	0.05	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.506	89.0	False	stim	noncrit_nosignal	s593	False
14.982	0.85	0.05	2.25	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s593	False
17.238	0.85	0.1	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.587	89.0	False	stim	crit_go	s593	False
19.493	0.85	0.1	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.523	89.0	False	stim	noncrit_nosignal	s593	False
21.845	0.85	0.1	2.65	1.0	89.0	motor_selective_stop_signal	89.0	True	0.679	89.0	False	stim	crit_go	s593	False
24.501	0.85	0.1	2.75	1.0	89.0	motor_selective_stop_signal	89.0	True	0.516	89.0	False	stim	crit_stop_failure	s593	False
27.257	0.85	0.05	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.672	89.0	False	stim	noncrit_nosignal	s593	False
29.509	0.85	0.05	2.75	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s593	False
32.265	0.85	0.1	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.914	89.0	False	stim	noncrit_signal	s593	False
34.518	0.85	0.1	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.796	89.0	False	stim	noncrit_nosignal	s593	False
36.87	0.85	0.1	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.621	89.0	False	stim	noncrit_nosignal	s593	False
39.224	0.85	0.1	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.621	89.0	False	stim	crit_go	s593	False
41.78	0.85	0.1	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.529	89.0	False	stim	noncrit_nosignal	s593	False
44.036	0.85	0.1	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.75	89.0	False	stim	noncrit_signal	s593	False
46.292	0.85	0.1	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.521	89.0	False	stim	crit_go	s593	False
48.544	0.85	0.1	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.526	89.0	False	stim	crit_go	s593	False
50.901	0.85	0.1	2.65	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s593	False
53.553	0.85	0.15	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.578	89.0	False	stim	crit_go	s593	False
55.909	0.85	0.15	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.711	89.0	False	stim	noncrit_signal	s593	False
58.161	0.85	0.15	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.667	89.0	False	stim	noncrit_nosignal	s593	False
60.514	0.85	0.15	2.35	0.0	89.0	motor_selective_stop_signal	71.0	True	0.689	89.0	False	stim	crit_stop_failure	s593	False
62.866	0.85	0.1	2.85	1.0	71.0	motor_selective_stop_signal	71.0	True	0.592	89.0	False	stim	noncrit_nosignal	s593	False
65.72	0.85	0.1	2.45	1.0	89.0	motor_selective_stop_signal	89.0	True	0.539	89.0	False	stim	crit_go	s593	False
68.172	0.85	0.1	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.582	89.0	False	stim	noncrit_nosignal	s593	False
70.528	0.85	0.1	2.65	1.0	71.0	motor_selective_stop_signal	71.0	True	0.637	89.0	False	stim	noncrit_nosignal	s593	False
73.181	0.85	0.1	2.25	0.0	89.0	motor_selective_stop_signal	71.0	True	0.666	89.0	False	stim	crit_go	s593	False
