onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.012	3.334	6.346	-1.9797824772824768	draw_card	3.334	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-1.749275530226381	3.334	n/a	stim	poldrack-single-stim	s622	False	1
6.347	1.861	8.208	-4.713115810615809	end_round	1.861	columbia_card_task_fmri	12.0	0.8	71.0	-70.0	0.2	6.0	2.0	1.0	0.4910192170201313	1.861	1.0	stim	poldrack-single-stim	s622	False	1
8.961	1.5	8.21	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s622	False	0
10.666	2.624	13.29	-1.146449143949143	draw_card	2.624	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	0.8593442872491863	2.624	1.0	stim	poldrack-single-stim	s622	False	0
14.044	1.5	13.293	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s622	False	0
15.748	3.87	19.618	0.5202175227175228	draw_card	3.87	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-0.6312981525934553	3.87	1.0	stim	poldrack-single-stim	s622	False	0
20.37	1.5	19.619	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s622	False	0
22.146	2.031	24.177	1.353550856050857	end_round	2.031	columbia_card_task_fmri	17.0	0.8333333333333334	71.0	-75.0	0.1666666666666666	6.0	1.0	1.0	1.977330085482862	2.031	0.0	stim	poldrack-single-stim	s622	False	1
24.929	1.5	24.178	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s622	False	0
26.635	1.961	28.596	2.686884189384189	draw_card	1.961	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	4.063939371074795	1.961	n/a	stim	poldrack-single-stim	s622	False	1
28.598	1.995	30.593	-0.3131158106158111	draw_card	1.995	columbia_card_task_fmri	24.0	0.7142857142857143	89.0	-60.0	0.2857142857142857	8.0	2.0	2.0	5.638148426206158	1.995	n/a	stim	poldrack-single-stim	s622	False	1
30.595	1.299	31.894	-4.313115810615811	end_round	1.299	columbia_card_task_fmri	24.0	0.6666666666666667	71.0	-60.0	0.3333333333333333	8.0	3.0	2.0	7.288742403958146	1.299	2.0	stim	poldrack-single-stim	s622	False	1
32.646	1.5	31.895	n/a	-1.0	2.658	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s622	False	0
34.555	1.685	36.24	2.686884189384189	draw_card	1.685	columbia_card_task_fmri	29.0	0.75	89.0	-75.0	0.25	8.0	1.0	2.0	12.72393424356651	1.685	n/a	stim	poldrack-single-stim	s622	False	1
36.24	1.299	37.539	-1.027401524901523	end_round	1.299	columbia_card_task_fmri	29.0	0.7142857142857143	71.0	-75.0	0.2857142857142857	8.0	2.0	2.0	14.672979040596708	1.299	1.0	stim	poldrack-single-stim	s622	False	1
38.294	1.5	37.543	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s622	False	0
39.931	2.587	42.518	-1.5353380328380308	draw_card	2.587	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	9.0	1.0	2.0	1.7816188289496608	2.587	n/a	stim	poldrack-single-stim	s622	False	1
42.519	2.692	45.211	-3.813115810615811	end_round	2.692	columbia_card_task_fmri	17.0	0.75	71.0	-65.0	0.25	9.0	2.0	2.0	3.197946836668706	2.692	1.0	stim	poldrack-single-stim	s622	False	1
45.966	1.5	45.215	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s622	False	0
47.74	3.271	51.011	2.7868841893841885	draw_card	3.271	columbia_card_task_fmri	14.0	0.9	89.0	-95.0	0.1	10.0	1.0	1.0	0.3910237871509281	3.271	n/a	stim	poldrack-single-stim	s622	False	1
51.012	2.858	53.87	1.5757730782730763	draw_card	2.858	columbia_card_task_fmri	14.0	0.8888888888888888	89.0	-95.0	0.1111111111111111	10.0	2.0	1.0	1.9463509009434008	2.858	n/a	stim	poldrack-single-stim	s622	False	1
53.872	1.221	55.093	0.0618841893841888	end_round	1.221	columbia_card_task_fmri	14.0	0.875	71.0	-95.0	0.125	10.0	3.0	1.0	3.739246164291707	1.221	2.0	stim	poldrack-single-stim	s622	False	1
55.845	1.5	55.094	n/a	-1.0	2.59	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s622	False	0
57.686	2.283	59.969	-1.3131158106158112	draw_card	2.283	columbia_card_task_fmri	15.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	-0.3089434222170837	2.283	n/a	stim	poldrack-single-stim	s622	False	1
59.971	1.799	61.77	-3.090893588393588	draw_card	1.799	columbia_card_task_fmri	15.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	0.9501753561555616	1.799	n/a	stim	poldrack-single-stim	s622	False	1
61.772	1.853	63.625	-5.313115810615811	end_round	1.853	columbia_card_task_fmri	15.0	0.75	71.0	-65.0	0.25	10.0	3.0	2.0	2.331955945633254	1.853	2.0	stim	poldrack-single-stim	s622	False	1
64.38	1.5	63.629	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s622	False	0
66.018	1.812	67.83	0.2868841893841903	draw_card	1.812	columbia_card_task_fmri	17.0	0.8	89.0	-65.0	0.2	10.0	1.0	2.0	0.4910192170201313	1.812	n/a	stim	poldrack-single-stim	s622	False	1
67.831	2.67	70.501	-1.5353380328380308	draw_card	2.67	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	10.0	2.0	2.0	1.7816188289496608	2.67	n/a	stim	poldrack-single-stim	s622	False	1
70.502	3.864	74.366	-3.813115810615811	draw_card	3.864	columbia_card_task_fmri	17.0	0.75	89.0	-65.0	0.25	10.0	3.0	2.0	3.197946836668706	3.864	n/a	stim	poldrack-single-stim	s622	False	1
74.367	4.546	78.913	-6.741687239187238	end_round	4.546	columbia_card_task_fmri	17.0	0.7142857142857143	71.0	-65.0	0.2857142857142857	10.0	4.0	2.0	4.7346720292216204	4.546	3.0	stim	poldrack-single-stim	s622	False	1
79.665	1.5	78.914	n/a	-1.0	2.59	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s622	False	0
81.506	1.914	83.42	-1.146449143949143	draw_card	1.914	columbia_card_task_fmri	13.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	12.0	1.0	2.0	-1.3766168590216914	1.914	n/a	stim	poldrack-single-stim	s622	False	1
83.422	2.396	85.818	-2.4040249015249047	draw_card	2.396	columbia_card_task_fmri	13.0	0.8181818181818181	89.0	-70.0	0.1818181818181818	12.0	2.0	2.0	-0.2962915702759403	2.396	n/a	stim	poldrack-single-stim	s622	False	1
