onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stop_response	stopped	trial_id	trial_type	worker_id	junk
3.01	0.85	0.4	2.65	1.0	71.0	motor_selective_stop_signal	71.0	True	0.457	89.0	False	stim	noncrit_nosignal	s561	False
5.662	0.85	0.4	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.543	89.0	False	stim	crit_stop_failure	s561	False
7.914	0.85	0.35	2.65	1.0	71.0	motor_selective_stop_signal	71.0	True	0.486	89.0	False	stim	noncrit_signal	s561	False
10.566	0.85	0.35	2.35	0.0	89.0	motor_selective_stop_signal	71.0	True	0.405	89.0	False	stim	crit_go	s561	False
12.919	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.439	89.0	False	stim	noncrit_nosignal	s561	False
15.17	0.85	0.35	2.25	0.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_go	s561	False
17.423	0.85	0.35	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.529	89.0	False	stim	noncrit_nosignal	s561	False
19.675	0.85	0.35	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.473	89.0	False	stim	crit_go	s561	False
22.028	0.85	0.35	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.481	89.0	False	stim	noncrit_signal	s561	False
24.58	0.85	0.35	2.35	0.0	71.0	motor_selective_stop_signal	89.0	True	0.397	89.0	False	stim	noncrit_nosignal	s561	False
26.933	0.85	0.35	2.45	1.0	89.0	motor_selective_stop_signal	89.0	True	0.494	89.0	False	stim	crit_stop_failure	s561	False
29.386	0.85	0.3	2.45	1.0	89.0	motor_selective_stop_signal	89.0	True	0.461	89.0	False	stim	crit_go	s561	False
31.838	0.85	0.3	2.35	0.0	89.0	motor_selective_stop_signal	71.0	True	0.384	89.0	False	stim	crit_stop_failure	s561	False
34.19	0.85	0.25	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.825	89.0	False	stim	noncrit_signal	s561	False
36.442	0.85	0.25	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.407	89.0	False	stim	crit_go	s561	False
38.994	0.85	0.25	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.547	89.0	False	stim	noncrit_nosignal	s561	False
41.546	0.85	0.25	2.25	0.0	71.0	motor_selective_stop_signal	89.0	True	0.353	89.0	False	stim	noncrit_signal	s561	False
43.799	0.85	0.25	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.506	89.0	False	stim	crit_go	s561	False
46.051	0.85	0.25	2.45	1.0	89.0	motor_selective_stop_signal	89.0	True	0.547	89.0	False	stim	crit_stop_failure	s561	False
48.504	0.85	0.2	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.509	89.0	False	stim	noncrit_nosignal	s561	False
50.857	0.85	0.2	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.488	89.0	False	stim	noncrit_nosignal	s561	False
53.109	0.85	0.2	3.15	1.0	71.0	motor_selective_stop_signal	71.0	True	0.479	89.0	False	stim	noncrit_nosignal	s561	False
56.261	0.85	0.2	2.65	1.0	89.0	motor_selective_stop_signal	89.0	True	0.631	89.0	False	stim	crit_go	s561	False
58.914	0.85	0.2	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.575	89.0	False	stim	noncrit_signal	s561	False
61.167	0.85	0.2	2.45	1.0	89.0	motor_selective_stop_signal	89.0	True	0.428	89.0	False	stim	crit_stop_failure	s561	False
63.619	0.85	0.15	2.85	1.0	71.0	motor_selective_stop_signal	71.0	True	0.523	89.0	False	stim	noncrit_signal	s561	False
66.471	0.85	0.15	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.563	89.0	False	stim	noncrit_nosignal	s561	False
68.923	0.85	0.15	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.432	89.0	False	stim	crit_go	s561	False
71.175	0.85	0.15	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.516	89.0	False	stim	noncrit_nosignal	s561	False
73.428	0.85	0.15	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.658	89.0	False	stim	noncrit_signal	s561	False
75.98	0.85	0.15	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.579	89.0	False	stim	crit_stop_failure	s561	False
78.233	0.85	0.1	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.45	89.0	False	stim	noncrit_nosignal	s561	False
80.586	0.85	0.1	2.35	1.0	89.0	motor_selective_stop_signal	-1.0	True	n/a	89.0	True	stim	crit_stop_success	s561	False
82.938	0.85	0.15	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.482	89.0	False	stim	noncrit_nosignal	s561	False
