onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.017	0.5	3.016	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s598	False
5.525	0.5	6.071	2.18	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.546	probe	AX	s598	False
7.711	0.5	7.71	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s598	False
10.22	0.5	10.762	2.316	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.542	probe	AY	s598	False
12.542	0.5	12.541	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s598	False
15.053	0.5	15.521	1.636	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.468	probe	AY	s598	False
16.696	0.5	16.695	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s598	False
19.205	0.5	19.481	1.908	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.276	probe	BX	s598	False
21.119	0.5	21.118	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s598	False
23.63	0.5	23.997	3.54	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.367	probe	AX	s598	False
27.175	0.5	27.174	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s598	False
29.687	0.5	29.956	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.269	probe	BX	s598	False
31.329	0.5	31.328	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s598	False
33.84	0.5	34.137	1.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.297	probe	BY	s598	False
35.346	0.5	35.345	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s598	False
37.852	0.5	38.186	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.334	probe	AX	s598	False
39.354	0.5	39.353	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s598	False
41.862	0.5	42.252	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.39	probe	AX	s598	False
43.64	0.5	43.639	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s598	False
46.149	0.5	46.39	2.452	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.241	probe	BY	s598	False
48.603	0.5	48.602	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s598	False
51.113	0.5	51.493	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.38	probe	AX	s598	False
53.026	0.5	53.025	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s598	False
55.53	0.5	55.828	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.298	probe	BX	s598	False
57.173	0.5	57.172	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s598	False
59.683	0.5	60.057	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.374	probe	AX	s598	False
61.189	0.5	61.188	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s598	False
63.701	0.5	64.213	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.512	probe	AX	s598	False
65.342	0.5	65.341	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s598	False
67.854	0.5	68.224	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.37	probe	AX	s598	False
69.496	0.5	69.495	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s598	False
72.004	0.5	72.286	2.452	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.282	probe	BY	s598	False
74.461	0.5	74.46	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s598	False
76.973	0.5	77.34	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.367	probe	AX	s598	False
