onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stopped	trial_id	trial_type	worker_id	junk
3.014	0.85	0.3	2.25	1.0	89.0	stop_signal	89.0	True	0.808	False	stim	stop_failure	s626	False
5.267	0.85	0.25	2.658	1.0	71.0	stop_signal	71.0	True	0.636	False	stim	go	s626	False
7.928	0.85	0.25	2.658	1.0	71.0	stop_signal	71.0	True	0.549	False	stim	go	s626	False
10.592	0.85	0.25	2.25	0.0	71.0	stop_signal	89.0	True	0.407	False	stim	go	s626	False
12.843	0.85	0.25	2.25	1.0	71.0	stop_signal	71.0	True	0.523	False	stim	go	s626	False
15.096	0.85	0.25	2.386	1.0	71.0	stop_signal	71.0	True	0.356	False	stim	go	s626	False
17.489	0.85	0.25	2.794	1.0	89.0	stop_signal	89.0	True	0.496	False	stim	stop_failure	s626	False
20.286	0.85	0.2	2.386	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
22.678	0.85	0.25	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
24.934	0.85	0.3	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
27.19	0.85	0.35	2.25	1.0	71.0	stop_signal	71.0	True	0.534	False	stim	stop_failure	s626	False
29.444	0.85	0.3	2.658	1.0	89.0	stop_signal	89.0	True	0.912	False	stim	go	s626	False
32.105	0.85	0.3	2.658	1.0	71.0	stop_signal	71.0	True	0.587	False	stim	go	s626	False
34.769	0.85	0.3	2.25	1.0	89.0	stop_signal	89.0	True	0.581	False	stim	go	s626	False
37.025	0.85	0.3	2.522	0.0	89.0	stop_signal	71.0	True	0.432	False	stim	go	s626	False
39.548	0.85	0.3	2.25	1.0	71.0	stop_signal	71.0	True	0.696	False	stim	go	s626	False
41.804	0.85	0.3	2.522	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
44.332	0.85	0.35	2.522	1.0	71.0	stop_signal	71.0	True	0.662	False	stim	go	s626	False
46.86	0.85	0.35	2.522	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
49.386	0.85	0.4	2.386	1.0	89.0	stop_signal	89.0	True	0.58	False	stim	stop_failure	s626	False
51.778	0.85	0.35	2.522	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
54.306	0.85	0.4	2.522	1.0	89.0	stop_signal	89.0	True	0.759	False	stim	go	s626	False
56.831	0.85	0.4	2.386	1.0	71.0	stop_signal	71.0	True	0.653	False	stim	go	s626	False
59.223	0.85	0.4	2.25	1.0	89.0	stop_signal	89.0	True	0.559	False	stim	go	s626	False
61.479	0.85	0.4	2.522	1.0	71.0	stop_signal	71.0	True	0.711	False	stim	go	s626	False
64.006	0.85	0.4	2.794	1.0	71.0	stop_signal	71.0	True	0.583	False	stim	go	s626	False
66.802	0.85	0.4	2.522	1.0	71.0	stop_signal	71.0	True	0.563	False	stim	stop_failure	s626	False
69.328	0.85	0.35	2.386	0.0	71.0	stop_signal	89.0	True	0.455	False	stim	stop_failure	s626	False
71.72	0.85	0.3	2.25	1.0	71.0	stop_signal	71.0	True	0.762	False	stim	go	s626	False
73.976	0.85	0.3	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
76.231	0.85	0.35	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
78.483	0.85	0.4	2.25	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
80.736	0.85	0.45	2.522	1.0	89.0	stop_signal	89.0	True	0.693	False	stim	go	s626	False
83.259	0.85	0.45	2.25	1.0	89.0	stop_signal	89.0	True	0.918	False	stim	go	s626	False
85.512	0.85	0.45	2.25	1.0	71.0	stop_signal	71.0	True	0.56	False	stim	stop_failure	s626	False
87.768	0.85	0.4	2.25	0.0	89.0	stop_signal	71.0	True	0.723	False	stim	go	s626	False
90.024	0.85	0.4	2.25	1.0	89.0	stop_signal	89.0	True	0.803	False	stim	go	s626	False
92.278	0.85	0.4	2.386	1.0	71.0	stop_signal	71.0	True	0.628	False	stim	go	s626	False
94.67	0.85	0.4	2.25	1.0	89.0	stop_signal	89.0	True	0.594	False	stim	go	s626	False
96.926	0.85	0.4	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
99.182	0.85	0.45	2.25	1.0	89.0	stop_signal	89.0	True	0.797	False	stim	go	s626	False
111.945	0.85	0.45	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
114.201	0.85	0.5	2.522	1.0	89.0	stop_signal	89.0	True	0.609	False	stim	stop_failure	s626	False
116.727	0.85	0.45	2.386	1.0	71.0	stop_signal	71.0	True	0.768	False	stim	go	s626	False
119.119	0.85	0.45	2.522	1.0	71.0	stop_signal	71.0	True	0.776	False	stim	go	s626	False
121.647	0.85	0.45	2.25	1.0	71.0	stop_signal	71.0	True	0.657	False	stim	stop_failure	s626	False
123.9	0.85	0.4	2.386	1.0	71.0	stop_signal	71.0	True	0.657	False	stim	go	s626	False
126.29	0.85	0.4	2.386	1.0	89.0	stop_signal	89.0	True	0.831	False	stim	go	s626	False
128.682	0.85	0.4	2.25	1.0	89.0	stop_signal	89.0	True	0.797	False	stim	go	s626	False
130.935	0.85	0.4	2.386	0.0	89.0	stop_signal	71.0	True	0.883	False	stim	go	s626	False
133.325	0.85	0.4	2.386	1.0	71.0	stop_signal	71.0	True	0.637	False	stim	go	s626	False
135.714	0.85	0.4	2.386	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
138.103	0.85	0.45	2.658	1.0	71.0	stop_signal	71.0	True	0.661	False	stim	go	s626	False
140.762	0.85	0.45	2.522	1.0	89.0	stop_signal	89.0	True	0.561	False	stim	go	s626	False
143.29	0.85	0.45	2.25	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
145.544	0.85	0.5	2.93	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
148.48	0.85	0.55	2.25	1.0	89.0	stop_signal	89.0	True	0.721	False	stim	go	s626	False
150.736	0.85	0.55	2.522	1.0	71.0	stop_signal	71.0	True	1.174	False	stim	go	s626	False
153.262	0.85	0.55	2.25	1.0	71.0	stop_signal	71.0	True	0.737	False	stim	stop_failure	s626	False
155.514	0.85	0.5	2.25	1.0	89.0	stop_signal	89.0	True	0.753	False	stim	go	s626	False
157.769	0.85	0.5	2.25	1.0	89.0	stop_signal	89.0	True	0.915	False	stim	go	s626	False
160.021	0.85	0.5	2.25	1.0	71.0	stop_signal	71.0	True	0.579	False	stim	go	s626	False
162.272	0.85	0.5	2.522	1.0	89.0	stop_signal	89.0	True	0.708	False	stim	go	s626	False
164.8	0.85	0.5	3.066	1.0	71.0	stop_signal	71.0	True	0.743	False	stim	stop_failure	s626	False
167.872	0.85	0.45	2.25	1.0	71.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
170.126	0.85	0.5	2.386	1.0	71.0	stop_signal	71.0	True	0.981	False	stim	go	s626	False
172.515	0.85	0.5	2.386	1.0	89.0	stop_signal	89.0	True	0.592	False	stim	stop_failure	s626	False
174.907	0.85	0.45	2.522	1.0	89.0	stop_signal	89.0	True	0.716	False	stim	go	s626	False
177.433	0.85	0.45	2.386	1.0	89.0	stop_signal	89.0	True	0.863	False	stim	go	s626	False
179.822	0.85	0.45	2.386	0.0	89.0	stop_signal	71.0	True	0.839	False	stim	go	s626	False
182.214	0.85	0.45	2.794	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
185.012	0.85	0.5	2.386	1.0	89.0	stop_signal	89.0	True	0.791	False	stim	go	s626	False
187.404	0.85	0.5	2.25	1.0	89.0	stop_signal	89.0	True	0.769	False	stim	stop_failure	s626	False
189.66	0.85	0.45	2.522	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
192.185	0.85	0.5	2.386	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
194.575	0.85	0.55	2.386	1.0	71.0	stop_signal	71.0	True	0.682	False	stim	go	s626	False
196.964	0.85	0.55	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
199.215	0.85	0.6	2.386	1.0	89.0	stop_signal	89.0	True	0.888	False	stim	go	s626	False
201.607	0.85	0.6	2.25	1.0	89.0	stop_signal	89.0	True	0.899	False	stim	go	s626	False
203.859	0.85	0.6	2.25	1.0	71.0	stop_signal	71.0	True	0.722	False	stim	stop_failure	s626	False
206.114	0.85	0.55	2.25	1.0	71.0	stop_signal	71.0	True	0.789	False	stim	go	s626	False
208.367	0.85	0.55	2.386	1.0	89.0	stop_signal	89.0	True	0.733	False	stim	go	s626	False
210.759	0.85	0.55	2.25	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
223.522	0.85	0.6	2.25	1.0	71.0	stop_signal	71.0	True	0.658	False	stim	stop_failure	s626	False
225.776	0.85	0.55	2.386	1.0	89.0	stop_signal	89.0	True	0.729	False	stim	stop_failure	s626	False
228.165	0.85	0.5	2.386	1.0	89.0	stop_signal	-1.0	True	n/a	True	stim	stop_success	s626	False
230.557	0.85	0.55	2.25	1.0	71.0	stop_signal	71.0	True	0.87	False	stim	go	s626	False
