onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.006	8.5	6.594	0.0	survey_medley	reverse	I wish I had more self-discipline.	66,89,71,82,77	5.588	brief	Q15	s553	False
10.077	8.5	10.076		survey_medley	reverse	Do you sometimes like doing things that are a bit frightening?	66,89		impulsive_venture	Q39	s553	False
20.371	8.5	24.946	0.0	survey_medley	reverse	As I get older, I begin to experience time as limited.	66,89,71,82,77	4.575	future_time	Q31	s553	False
32.162	8.5	37.958	1.0	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	5.796	brief	Q09	s553	False
41.369	8.5	46.455	0.0	survey_medley	reverse	I tend to act without thinking when I am really excited.	66,89,71,82	5.086	upps	Q37	s553	False
50.848	8.5	54.098	0.25	survey_medley	forward	I am diligent.	66,89,71,82,77	3.25	grit	Q08	s553	False
60.801	8.5	64.629	0.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	3.828	grit	Q05	s553	False
72.659	8.5	77.78	0.6666666666666666	survey_medley	reverse	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82	5.121	upps	Q35	s553	False
81.865	8.5	87.749	0.5	survey_medley	reverse	I often act without thinking through all the alternatives.	66,89,71,82,77	5.884	brief	Q21	s553	False
93.382	8.5	96.275	1.0	survey_medley	reverse	I have trouble concentrating.	66,89,71,82,77	2.893	brief	Q18	s553	False
102.384	8.5	107.392	0.0	survey_medley	forward	Most of my life lies ahead of me.	66,89,71,82,77	5.008	future_time	Q25	s553	False
111.522	8.5	116.238	0.75	survey_medley	reverse	I have a hard time breaking bad habits.	66,89,71,82,77	4.716	brief	Q10	s553	False
121.137	8.5	126.798	0.75	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	5.661	grit	Q06	s553	False
130.751	8.5	137.923	0.0	survey_medley	reverse	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82	7.172	upps	Q32	s553	False
141.044	8.5	147.407	0.5	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	6.363	grit	Q01	s553	False
151.134	8.5	157.514	0.25	survey_medley	reverse	I have the sense that time is running out.	66,89,71,82,77	6.38	future_time	Q29	s553	False
160.204	8.5	164.499	0.0	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	4.295	brief	Q14	s553	False
170.362	8.5	177.916	1.0	survey_medley	reverse	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82	7.554	upps	Q33	s553	False
180.248	8.5	184.225	0.0	survey_medley	forward	My future seems infinite to me.	66,89,71,82,77	3.977	future_time	Q26	s553	False
189.931	8.5	196.638	0.3333333333333333	survey_medley	reverse	When I get really happy about something, I tend to do things that can have bad consequences.	66,89,71,82	6.707	upps	Q34	s553	False
199.477	8.5	203.592	0.5	survey_medley	forward	I am able to work effectively toward long-term goals.	66,89,71,82,77	4.115	brief	Q19	s553	False
210.792	8.5	215.433	0.5	survey_medley	reverse	I say inappropriate things.	66,89,71,82,77	4.641	brief	Q12	s553	False
220.406	8.5	227.105	0.3333333333333333	survey_medley	reverse	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82	6.699	upps	Q36	s553	False
229.611	8.5	234.075	0.0	survey_medley	forward	I expect that I will set many new goals in the future.	66,89,71,82,77	4.464	future_time	Q23	s553	False
239.158	8.5	242.322	1.0	survey_medley	forward	My future is filled with possibilities.	66,89,71,82,77	3.164	future_time	Q24	s553	False
248.636	8.5	255.235	0.75	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	6.599	brief	Q16	s553	False
257.843	8.5	263.908	0.0	survey_medley	reverse	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66,89	6.065	impulsive_venture	Q40	s553	False
267.934	8.5	272.162	0.75	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	4.228	future_time	Q27	s553	False
278.841	8.5	282.217	1.0	survey_medley	reverse	There are only limited possibilities in my future.	66,89,71,82,77	3.376	future_time	Q30	s553	False
288.727	8.5	294.822	0.25	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	6.095	brief	Q20	s553	False
297.866	8.5	302.714	0.75	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.848	brief	Q17	s553	False
308.228	8.5	312.778	0.25	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	4.55	brief	Q13	s553	False
317.91	8.5	321.109	0.5	survey_medley	forward	Setbacks don't discourage me.	66,89,71,82,77	3.199	grit	Q02	s553	False
328.068	8.5	329.983	0.5	survey_medley	forward	I am a hard worker.	66,89,71,82,77	1.915	grit	Q04	s553	False
337.275	8.5	342.274	0.75	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	4.999	grit	Q07	s553	False
348.453	8.5	353.642	0.5	survey_medley	reverse	I am lazy.	66,89,71,82,77	5.189	brief	Q11	s553	False
357.727	8.5	357.726		survey_medley	reverse	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89		impulsive_venture	Q38	s553	False
367.341	8.5	374.428	0.5	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	7.087	future_time	Q28	s553	False
376.412	8.5	383.775	0.5	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	7.363	grit	Q03	s553	False
385.415	8.5	391.83	0.25	survey_medley	forward	Many opportunities await me in the future.	66,89,71,82,77	6.415	future_time	Q22	s553	False
