onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.01	8.5	5.743	0.25	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.733	brief	Q17	s611	False
11.376	8.5	11.375		survey_medley	reverse	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82		upps	Q32	s611	False
21.06	8.5	24.352	0.5	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	3.292	brief	Q09	s611	False
31.218	8.5	34.92	0.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	3.702	grit	Q01	s611	False
40.425	8.5	43.74	0.75	survey_medley	reverse	There are only limited possibilities in my future.	66,89,71,82,77	3.315	future_time	Q30	s611	False
51.606	8.5	54.669	0.5	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	3.063	brief	Q14	s611	False
60.88	8.5	64.977	0.25	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	4.097	grit	Q06	s611	False
70.493	8.5	74.252	0.25	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	3.759	future_time	Q27	s611	False
79.568	8.5	83.641	0.5	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	4.073	brief	Q16	s611	False
88.574	8.5	93.908	0.0	survey_medley	reverse	I tend to act without thinking when I am really excited.	66,89,71,82	5.334	upps	Q37	s611	False
102.882	8.5	107.157	0.25	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	4.275	grit	Q07	s611	False
111.954	8.5	116.057	0.5	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	4.103	grit	Q05	s611	False
122.249	8.5	125.558	0.25	survey_medley	reverse	As I get older, I begin to experience time as limited.	66,89,71,82,77	3.309	future_time	Q31	s611	False
134.043	8.5	136.543	0.75	survey_medley	forward	My future is filled with possibilities.	66,89,71,82,77	2.5	future_time	Q24	s611	False
