onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.012	4.884	7.896	-1.8422515927977088	draw_card	4.884	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	0.2391111576011155	4.884	n/a	stim	poldrack-single-stim	s373	False	1
7.898	2.413	10.311	-4.575584926131041	draw_card	2.413	columbia_card_task_fmri	12.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	2.479481011125447	2.413	n/a	stim	poldrack-single-stim	s373	False	1
10.313	1.983	12.296	-8.675584926131043	end_round	1.983	columbia_card_task_fmri	12.0	0.75	71.0	-70.0	0.25	6.0	3.0	1.0	5.186486736650057	1.983	2.0	stim	poldrack-single-stim	s373	False	1
13.053	1.5	12.302	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s373	False	0
14.758	3.635	18.393	-1.0089182594643753	draw_card	3.635	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	2.847817458358133	3.635	n/a	stim	poldrack-single-stim	s373	False	1
18.394	2.471	20.865	-3.975584926131042	draw_card	2.471	columbia_card_task_fmri	14.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	5.279444047885345	2.471	2.0	stim	poldrack-single-stim	s373	False	0
21.622	1.5	20.871	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s373	False	0
23.327	4.421	27.748	0.6577484072022909	draw_card	4.421	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	1.3571273435306352	4.421	1.0	stim	poldrack-single-stim	s373	False	0
28.503	1.5	27.752	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s373	False	0
30.277	2.786	33.063	1.4910817405356247	draw_card	2.786	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	3.9658362924793913	2.786	n/a	stim	poldrack-single-stim	s373	False	1
33.065	1.373	34.438	-1.5755849261310415	end_round	1.373	columbia_card_task_fmri	17.0	0.8	71.0	-75.0	0.2	6.0	2.0	1.0	6.479429928355874	1.373	1.0	stim	poldrack-single-stim	s373	False	1
35.194	1.5	34.443	n/a	-1.0	2.386	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s373	False	0
36.832	2.453	39.285	2.824415073868957	draw_card	2.453	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	6.052501803948818	2.453	n/a	stim	poldrack-single-stim	s373	False	1
39.286	4.176	43.462	-0.175584926131043	draw_card	4.176	columbia_card_task_fmri	24.0	0.7142857142857143	89.0	-60.0	0.2857142857142857	8.0	2.0	2.0	7.626749185607155	4.176	n/a	stim	poldrack-single-stim	s373	False	1
43.468	1.638	45.106	-4.175584926131043	end_round	1.638	columbia_card_task_fmri	24.0	0.6666666666666667	71.0	-60.0	0.3333333333333333	8.0	3.0	2.0	9.277380076876678	1.638	2.0	stim	poldrack-single-stim	s373	False	1
45.862	1.5	45.111	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s373	False	0
47.567	2.184	49.751	2.824415073868957	draw_card	2.184	columbia_card_task_fmri	29.0	0.75	89.0	-75.0	0.25	8.0	1.0	2.0	14.712674342287851	2.184	n/a	stim	poldrack-single-stim	s373	False	1
49.752	3.295	53.047	-0.8898706404167548	end_round	3.295	columbia_card_task_fmri	29.0	0.7142857142857143	71.0	-75.0	0.2857142857142857	8.0	2.0	2.0	16.661750096113064	3.295	1.0	stim	poldrack-single-stim	s373	False	1
53.801	1.5	53.05	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s373	False	0
55.574	2.271	57.845	-1.3978071483532628	draw_card	2.271	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	9.0	1.0	2.0	3.770119409237889	2.271	n/a	stim	poldrack-single-stim	s373	False	1
57.846	1.846	59.692	-3.675584926131043	draw_card	1.846	columbia_card_task_fmri	17.0	0.75	89.0	-65.0	0.25	9.0	2.0	2.0	5.186486736650057	1.846	n/a	stim	poldrack-single-stim	s373	False	1
59.693	1.041	60.734	-6.60415635470247	end_round	1.041	columbia_card_task_fmri	17.0	0.7142857142857143	71.0	-65.0	0.2857142857142857	9.0	3.0	2.0	6.723251190387469	1.041	2.0	stim	poldrack-single-stim	s373	False	1
61.487	1.5	60.736	n/a	-1.0	2.522	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s373	False	0
