onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stop_response	stopped	trial_id	trial_type	worker_id	junk
3.018	0.85	0.35	2.65	1.0	71.0	motor_selective_stop_signal	71.0	False	0.575	89.0	False	stim	noncrit_nosignal	s586	False
5.674	0.85	0.35	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.585	89.0	False	stim	crit_stop_failure	s586	False
7.93	0.85	0.3	2.65	1.0	71.0	motor_selective_stop_signal	71.0	False	0.606	89.0	False	stim	noncrit_signal	s586	False
10.582	0.85	0.3	2.35	1.0	71.0	motor_selective_stop_signal	71.0	False	0.759	89.0	False	stim	noncrit_nosignal	s586	False
12.938	0.85	0.3	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.598	89.0	False	stim	noncrit_nosignal	s586	False
15.194	0.85	0.3	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.653	89.0	False	stim	noncrit_nosignal	s586	False
17.449	0.85	0.3	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.454	89.0	False	stim	crit_go	s586	False
19.703	0.85	0.3	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.632	89.0	False	stim	crit_go	s586	False
22.059	0.85	0.3	2.55	1.0	71.0	motor_selective_stop_signal	71.0	False	0.637	89.0	False	stim	noncrit_signal	s586	False
24.615	0.85	0.3	2.35	1.0	71.0	motor_selective_stop_signal	71.0	False	0.572	89.0	False	stim	noncrit_nosignal	s586	False
26.968	0.85	0.3	2.45	1.0	89.0	motor_selective_stop_signal	89.0	False	0.63	89.0	False	stim	crit_stop_failure	s586	False
29.422	0.85	0.25	2.45	0.0	89.0	motor_selective_stop_signal	71.0	False	0.48	89.0	False	stim	crit_go	s586	False
31.874	0.85	0.25	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.978	89.0	False	stim	crit_stop_failure	s586	False
34.23	0.85	0.2	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.596	89.0	False	stim	noncrit_signal	s586	False
36.484	0.85	0.2	2.55	1.0	89.0	motor_selective_stop_signal	89.0	False	0.497	89.0	False	stim	crit_go	s586	False
39.039	0.85	0.2	2.55	1.0	71.0	motor_selective_stop_signal	71.0	False	0.647	89.0	False	stim	noncrit_nosignal	s586	False
41.595	0.85	0.2	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.611	89.0	False	stim	noncrit_signal	s586	False
43.851	0.85	0.2	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.624	89.0	False	stim	crit_go	s586	False
46.105	0.85	0.2	2.45	0.0	89.0	motor_selective_stop_signal	71.0	False	0.616	89.0	False	stim	crit_stop_failure	s586	False
48.559	0.85	0.15	2.35	0.0	71.0	motor_selective_stop_signal	89.0	False	0.396	89.0	False	stim	noncrit_nosignal	s586	False
50.913	0.85	0.15	2.25	0.0	89.0	motor_selective_stop_signal	71.0	False	0.525	89.0	False	stim	crit_go	s586	False
53.165	0.85	0.15	3.15	1.0	71.0	motor_selective_stop_signal	71.0	False	0.876	89.0	False	stim	noncrit_nosignal	s586	False
56.321	0.85	0.15	2.65	1.0	71.0	motor_selective_stop_signal	71.0	False	0.673	89.0	False	stim	noncrit_nosignal	s586	False
58.973	0.85	0.15	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.817	89.0	False	stim	noncrit_signal	s586	False
61.225	0.85	0.15	2.45	0.0	89.0	motor_selective_stop_signal	71.0	False	0.636	89.0	False	stim	crit_stop_failure	s586	False
63.679	0.85	0.1	2.85	1.0	71.0	motor_selective_stop_signal	71.0	False	0.705	89.0	False	stim	noncrit_signal	s586	False
66.532	0.85	0.1	2.45	1.0	89.0	motor_selective_stop_signal	89.0	False	0.616	89.0	False	stim	crit_go	s586	False
68.988	0.85	0.1	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.643	89.0	False	stim	noncrit_nosignal	s586	False
71.244	0.85	0.1	2.25	1.0	71.0	motor_selective_stop_signal	71.0	False	0.767	89.0	False	stim	noncrit_nosignal	s586	False
73.499	0.85	0.1	2.55	1.0	71.0	motor_selective_stop_signal	71.0	False	0.494	89.0	False	stim	noncrit_signal	s586	False
76.055	0.85	0.1	2.25	1.0	89.0	motor_selective_stop_signal	89.0	False	0.707	89.0	False	stim	crit_stop_failure	s586	False
78.307	0.85	0.05	2.35	1.0	89.0	motor_selective_stop_signal	89.0	False	0.339	89.0	False	stim	crit_go	s586	False
80.659	0.85	0.05	2.35	1.0	89.0	motor_selective_stop_signal	-1.0	False	n/a	89.0	True	stim	crit_stop_success	s586	False
