onset	duration	SS_delay	block_duration	correct	correct_response	experiment_exp_id	key_press	passed_check	response_time	stop_response	stopped	trial_id	trial_type	worker_id	junk
3.008	0.85	0.55	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	1.014	89.0	False	stim	noncrit_nosignal	s497	False
5.261	0.85	0.55	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.615	89.0	False	stim	crit_go	s497	False
7.513	0.85	0.55	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.494	89.0	False	stim	noncrit_signal	s497	False
9.866	0.85	0.55	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.713	89.0	False	stim	crit_stop_failure	s497	False
12.418	0.85	0.5	2.95	1.0	89.0	motor_selective_stop_signal	89.0	True	0.726	89.0	False	stim	crit_go	s497	False
15.37	0.85	0.5	2.25	1.0	89.0	motor_selective_stop_signal	89.0	True	0.679	89.0	False	stim	crit_stop_failure	s497	False
17.623	0.85	0.45	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.589	89.0	False	stim	noncrit_nosignal	s497	False
19.975	0.85	0.45	2.55	1.0	89.0	motor_selective_stop_signal	89.0	True	0.926	89.0	False	stim	crit_go	s497	False
22.528	0.85	0.45	2.25	1.0	71.0	motor_selective_stop_signal	71.0	True	0.507	89.0	False	stim	noncrit_signal	s497	False
24.78	0.85	0.45	2.35	1.0	71.0	motor_selective_stop_signal	71.0	True	0.45	89.0	False	stim	noncrit_signal	s497	False
27.133	0.85	0.45	2.55	1.0	71.0	motor_selective_stop_signal	71.0	True	0.475	89.0	False	stim	noncrit_signal	s497	False
29.685	0.85	0.45	2.45	1.0	71.0	motor_selective_stop_signal	71.0	True	0.654	89.0	False	stim	noncrit_signal	s497	False
32.137	0.85	0.45	2.35	1.0	89.0	motor_selective_stop_signal	89.0	True	0.865	89.0	False	stim	crit_go	s497	False
34.49	0.85	0.45	2.65	0.0	89.0	motor_selective_stop_signal	71.0	True	0.513	89.0	False	stim	crit_go	s497	False
