onset	duration	movement_onset	EV	action	block_duration	experiment_exp_id	gain_amount	gain_probability	key_press	loss_amount	loss_probability	num_cards	num_click_in_round	num_loss_cards	risk	response_time	total_cards	trial_id	trial_type	worker_id	junk	feedback
3.007	3.19	6.197	-1.6536740453212415	draw_card	3.19	columbia_card_task_fmri	12.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	-1.0346422602484004	3.19	n/a	stim	poldrack-single-stim	s524	False	1
6.199	1.17	7.369	-4.387007378654574	end_round	1.17	columbia_card_task_fmri	12.0	0.8	71.0	-70.0	0.2	6.0	2.0	1.0	1.2057618585994128	1.17	1.0	stim	poldrack-single-stim	s524	False	1
8.122	1.5	7.371	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s524	False	0
9.693	2.379	12.072	-0.8203407119879075	draw_card	2.379	columbia_card_task_fmri	14.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	1.5741034962692773	2.379	1.0	stim	poldrack-single-stim	s524	False	0
12.824	1.5	12.073	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s524	False	0
14.394	1.641	16.035	0.8463259546787586	draw_card	1.641	columbia_card_task_fmri	15.0	0.8333333333333334	89.0	-70.0	0.1666666666666666	6.0	1.0	1.0	0.0833916310208842	1.641	n/a	stim	poldrack-single-stim	s524	False	1
16.037	0.458	16.495	-1.9870073786545757	draw_card	0.458	columbia_card_task_fmri	15.0	0.8	89.0	-70.0	0.2	6.0	2.0	1.0	2.4057617677772107	0.458	n/a	stim	poldrack-single-stim	s524	False	1
16.497	0.455	16.952	-6.237007378654575	end_round	0.455	columbia_card_task_fmri	15.0	0.75	71.0	-70.0	0.25	6.0	3.0	1.0	5.211841239353152	0.455	2.0	stim	poldrack-single-stim	s524	False	1
17.705	1.5	16.954	n/a	-1.0	2.862	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s524	False	0
19.818	1.146	20.964	1.6796592880120924	draw_card	1.146	columbia_card_task_fmri	17.0	0.8333333333333334	89.0	-75.0	0.1666666666666666	6.0	1.0	1.0	2.6921374020392186	1.146	n/a	stim	poldrack-single-stim	s524	False	1
20.965	1.727	22.692	-1.387007378654574	draw_card	1.727	columbia_card_task_fmri	17.0	0.8	89.0	-75.0	0.2	6.0	2.0	1.0	5.2057615788933695	1.727	n/a	stim	poldrack-single-stim	s524	False	1
22.693	0.536	23.229	-5.987007378654575	end_round	0.536	columbia_card_task_fmri	17.0	0.75	71.0	-75.0	0.25	6.0	3.0	1.0	8.24292997811526	0.536	2.0	stim	poldrack-single-stim	s524	False	1
23.981	1.5	23.23	n/a	-1.0	2.726	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s524	False	0
25.959	1.831	27.79	3.012992621345425	draw_card	1.831	columbia_card_task_fmri	24.0	0.75	89.0	-60.0	0.25	8.0	1.0	2.0	4.77882856476106	1.831	n/a	stim	poldrack-single-stim	s524	False	1
27.794	3.3	31.094	0.0129926213454246	draw_card	3.3	columbia_card_task_fmri	24.0	0.7142857142857143	89.0	-60.0	0.2857142857142857	8.0	2.0	2.0	6.353093431567576	3.3	n/a	stim	poldrack-single-stim	s524	False	1
31.094	0.499	31.593	-3.987007378654576	end_round	0.499	columbia_card_task_fmri	24.0	0.6666666666666667	71.0	-60.0	0.3333333333333333	8.0	3.0	2.0	8.003741163275766	0.499	2.0	stim	poldrack-single-stim	s524	False	1
32.345	1.5	31.594	n/a	-1.0	2.25	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s524	False	0
33.847	0.966	34.813	3.012992621345425	draw_card	0.966	columbia_card_task_fmri	29.0	0.75	89.0	-75.0	0.25	8.0	1.0	2.0	13.439082156353347	0.966	n/a	stim	poldrack-single-stim	s524	False	1
34.815	0.586	35.401	-0.7012930929402871	end_round	0.586	columbia_card_task_fmri	29.0	0.7142857142857143	71.0	-75.0	0.2857142857142857	8.0	2.0	2.0	15.388172032880991	0.586	1.0	stim	poldrack-single-stim	s524	False	1
36.153	1.5	35.402	n/a	-1.0	2.318	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s524	False	0
37.723	1.474	39.197	-1.209229600876795	draw_card	1.474	columbia_card_task_fmri	17.0	0.7777777777777778	89.0	-65.0	0.2222222222222222	9.0	1.0	2.0	2.4964179517826715	1.474	n/a	stim	poldrack-single-stim	s524	False	1
39.199	1.061	40.26	-3.4870073786545754	draw_card	1.061	columbia_card_task_fmri	17.0	0.75	89.0	-65.0	0.25	9.0	2.0	2.0	3.912803217574446	1.061	n/a	stim	poldrack-single-stim	s524	False	1
40.262	0.489	40.751	-6.4155788072260025	end_round	0.489	columbia_card_task_fmri	17.0	0.7142857142857143	71.0	-65.0	0.2857142857142857	9.0	3.0	2.0	5.44958558291216	0.489	2.0	stim	poldrack-single-stim	s524	False	1
41.503	1.5	40.752	n/a	-1.0	2.454	columbia_card_task_fmri	n/a	n/a	-1.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ITI	poldrack-single-stim	s524	False	0
