duration	onset	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.728	3.01	3.728	6.738	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	3.728	to_hand	poldrack-single-stim	s627	False
0.1	6.739	0.685	7.424	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.685	to_board	poldrack-single-stim	s627	False
0.1	7.425	0.665	8.09	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.665	to_hand	poldrack-single-stim	s627	False
0.1	8.09	0.554	8.644	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.554	to_board	poldrack-single-stim	s627	False
0.1	8.646	0.579	9.225	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.579	to_hand	poldrack-single-stim	s627	False
0.1	9.227	0.4	9.627	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.4	to_board	poldrack-single-stim	s627	False
1.0	9.632	2.5	9.631	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s627	False
3.759	12.134	3.759	15.893	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	3.759	to_hand	poldrack-single-stim	s627	False
0.1	15.894	1.01	16.904	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	1.01	to_board	poldrack-single-stim	s627	False
0.1	16.905	0.571	17.476	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.571	to_hand	poldrack-single-stim	s627	False
0.1	17.477	0.487	17.964	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.487	to_board	poldrack-single-stim	s627	False
0.1	17.966	0.816	18.782	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.816	to_hand	poldrack-single-stim	s627	False
0.1	18.784	0.473	19.257	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.473	to_board	poldrack-single-stim	s627	False
1.0	19.259	2.1	19.258	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s627	False
2.09	21.361	2.09	23.451	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	2.09	to_hand	poldrack-single-stim	s627	False
0.1	23.451	0.72	24.171	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.72	to_board	poldrack-single-stim	s627	False
0.1	24.173	0.527	24.7	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.527	to_hand	poldrack-single-stim	s627	False
0.1	24.701	0.411	25.112	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.411	to_board	poldrack-single-stim	s627	False
0.1	25.113	0.958	26.071	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.958	to_hand	poldrack-single-stim	s627	False
0.1	26.071	0.297	26.368	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.297	to_board	poldrack-single-stim	s627	False
1.0	26.37	2.2	26.369	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s627	False
1.931	28.572	1.931	30.503	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	1.931	to_hand	poldrack-single-stim	s627	False
0.1	30.506	0.775	31.281	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.775	to_board	poldrack-single-stim	s627	False
0.1	31.282	0.511	31.793	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	0.511	to_hand	poldrack-single-stim	s627	False
