onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
3.013	0.5	3.012	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s642	False
5.523	0.5	6.085	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.562	probe	AX	s642	False
7.3	0.5	7.299	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s642	False
9.811	0.5	10.202	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.391	probe	AX	s642	False
11.317	0.5	11.316	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s642	False
13.828	0.5	14.191	2.452	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.363	probe	AY	s642	False
16.285	0.5	16.284	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s642	False
18.797	0.5	19.274	1.772	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.477	probe	AY	s642	False
20.575	0.5	20.574	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s642	False
23.087	0.5	23.537	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.45	probe	AX	s642	False
25.001	0.5	25.0	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s642	False
27.513	0.5	27.954	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.441	probe	AX	s642	False
29.423	0.5	29.422	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s642	False
31.935	0.5	32.451	2.588	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.516	probe	AX	s642	False
34.528	0.5	34.527	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s642	False
37.039	0.5	37.56	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.521	probe	AY	s642	False
